자치구,동,구분,계,0~19세,20~39세,40~59세,60~79세,80세 이상
중랑구,중화2동,계,"25,280",2121,"7,475","8,087",6516,1081
중랑구,중화2동,한국인,"24,829",2093,"7,284","7,915",6459,1078
중랑구,중화2동,외국인,451,28,191,172,57,3
중랑구,묵1동,계,"34,602","5,048","9,657","11,121","7,531",1245
중랑구,묵1동,한국인,"34,403","5,035","9,548","11,055","7,520",1245
중랑구,묵1동,외국인,199,13,109,66,11,0
중랑구,묵2동,계,"18,841",2056,"5,485","6,010",4583,707
중랑구,묵2동,한국인,"18,621",2034,"5,380","5,943",4557,707
중랑구,묵2동,외국인,220,22,105,67,26,0
중랑구,망우3동,계,"16,539",1738,4267,"5,417",4408,709
중랑구,망우3동,한국인,"16,210",1661,4091,"5,350",4399,709
중랑구,망우3동,외국인,329,77,176,67,9,0
중랑구,신내1동,계,"38,522","6,551","9,431","12,178","8,804",1558
중랑구,신내1동,한국인,"38,381","6,541","9,362","12,128","8,792",1558
중랑구,신내1동,외국인,141,10,69,50,12,0
중랑구,신내2동,계,"20,311",2744,"5,132","6,448",5049,938
중랑구,신내2동,한국인,"20,222",2742,"5,082","6,420",5040,938
중랑구,신내2동,외국인,89,2,50,28,9,0
중랑구,면목본동,계,"34,129","3,187","10,727","11,028","7,947",1240
중랑구,면목본동,한국인,"33,427",3124,"10,347","10,819","7,897",1240
중랑구,면목본동,외국인,702,63,380,209,50,0
중랑구,면목3.8동,계,"24,989",2379,"7,230","7,949",6417,1014
중랑구,면목3.8동,한국인,"24,591",2333,"7,017","7,837",6390,1014
중랑구,면목3.8동,외국인,398,46,213,112,27,0
중랑구,망우본동,계,"35,493","4,604","10,491","10,674","8,354",1370
중랑구,망우본동,한국인,"35,148","4,563","10,335","10,559","8,323",1368
중랑구,망우본동,외국인,345,41,156,115,31,2
성북구,돈암1동,계,"14,640",1967,3877,"4,655",3469,672
성북구,돈암1동,한국인,"14,542",1964,3812,"4,627",3467,672
성북구,돈암1동,외국인,98,3,65,28,2,0
성북구,돈암2동,계,"23,817","4,544","5,724","8,399",4251,899
성북구,돈암2동,한국인,"23,725","4,532","5,689","8,361",4244,899
성북구,돈암2동,외국인,92,12,35,38,7,0
성북구,안암동,계,"16,809",1425,8762,3608,2474,540
성북구,안암동,한국인,"15,194",1312,7394,3506,2443,539
성북구,안암동,외국인,"1,615",113,1368,102,31,1
성북구,보문동,계,"15,753",1897,"5,375","4,887",3041,553
성북구,보문동,한국인,"15,408",1859,"5,167","4,811",3018,553
성북구,보문동,외국인,345,38,208,76,23,0
성북구,정릉1동,계,"18,290",3065,"4,811","5,969",3685,760
성북구,정릉1동,한국인,"18,102",3061,"4,680","5,928",3674,759
성북구,정릉1동,외국인,188,4,131,41,11,1
성북구,정릉2동,계,"23,130","3,149","6,325","7,245",5403,1008
성북구,정릉2동,한국인,"22,921","3,142","6,180","7,209",5383,1007
성북구,정릉2동,외국인,209,7,145,36,20,1
성북구,정릉3동,계,"16,308",1588,6023,"4,092",3747,858
성북구,정릉3동,한국인,"15,269",1535,5083,"4,049",3744,858
성북구,정릉3동,외국인,"1,039",53,940,43,3,0
성북구,정릉4동,계,"25,135","3,499","6,507","8,241",5776,1112
성북구,정릉4동,한국인,"24,745","3,486","6,200","8,184",5764,1111
성북구,정릉4동,외국인,390,13,307,57,12,1
성북구,길음1동,계,"35,128","8,366","7,437","12,865",5423,1037
성북구,길음1동,한국인,"34,973","8,339","7,388","12,799",5412,1035
성북구,길음1동,외국인,155,27,49,66,11,2
성북구,길음2동,계,"20,779",3959,"5,411","7,115",3710,584
성북구,길음2동,한국인,"20,648",3955,"5,340","7,072",3697,584
성북구,길음2동,외국인,131,4,71,43,13,0
성북구,월곡1동,계,"26,408","4,378","6,460","8,727",5813,1030
성북구,월곡1동,한국인,"26,215","4,366","6,371","8,652",5796,1030
성북구,월곡1동,외국인,193,12,89,75,17,0
성북구,월곡2동,계,"19,914",2476,"6,496","5,761",4347,834
성북구,월곡2동,한국인,"19,434",2418,"6,164","5,685",4335,832
성북구,월곡2동,외국인,480,58,332,76,12,2
성북구,장위1동,계,"24,344",3551,"6,736","7,912",5265,880
성북구,장위1동,한국인,"24,154",3537,"6,636","7,850",5252,879
성북구,장위1동,외국인,190,14,100,62,13,1
성북구,장위2동,계,"13,937",1424,3859,"4,275",3673,706
성북구,장위2동,한국인,"13,697",1380,3738,"4,215",3658,706
성북구,장위2동,외국인,240,44,121,60,15,0
성북구,장위3동,계,"15,868",2949,"4,475","5,145",2898,401
성북구,장위3동,한국인,"15,746",2942,"4,389","5,119",2895,401
성북구,장위3동,외국인,122,7,86,26,3,0
성북구,성북동,계,"17,023",1913,"5,399","5,394",3429,888
성북구,성북동,한국인,"16,501",1832,"5,220","5,190",3375,884
성북구,성북동,외국인,522,81,179,204,54,4
성북구,삼선동,계,"23,428","2,790","7,877","7,148",4559,1054
성북구,삼선동,한국인,"22,878",2766,"7,436","7,086",4538,1052
성북구,삼선동,외국인,550,24,441,62,21,2
성북구,동선동,계,"16,143",1527,"7,577",3902,2553,584
성북구,동선동,한국인,"15,499",1494,"7,048",3842,2535,580
성북구,동선동,외국인,644,33,529,60,18,4
성북구,종암동,계,"40,053","6,014","11,736","12,592","7,885",1826
성북구,종암동,한국인,"38,522","5,906","10,491","12,446","7,854",1825
성북구,종암동,외국인,"1,531",108,1245,146,31,1
성북구,석관동,계,"35,773","4,026","10,414","10,924","8,839",1570
성북구,석관동,한국인,"34,977","3,959","9,907","10,745","8,800",1566
성북구,석관동,외국인,796,67,507,179,39,4
강북구,번1동,계,"18,791",1608,"6,031","5,884",4467,801
강북구,번1동,한국인,"18,418",1576,"5,798","5,800",4443,801
강북구,번1동,외국인,373,32,233,84,24,0
강북구,번2동,계,"15,725",1524,3823,"4,884",4621,873
강북구,번2동,한국인,"15,643",1521,3781,"4,854",4614,873
강북구,번2동,외국인,82,3,42,30,7,0
강북구,번3동,계,"16,751",2042,3407,"5,174","5,097",1031
강북구,번3동,한국인,"16,694",2041,3372,"5,157","5,093",1031
강북구,번3동,외국인,57,1,35,17,4,0
강북구,수유1동,계,"20,740",2142,"5,814","6,393",5381,1010
강북구,수유1동,한국인,"20,538",2130,"5,721","6,321",5356,1010
강북구,수유1동,외국인,202,12,93,72,25,0
강북구,수유2동,계,"21,323",2306,"5,421","6,678",5673,1245
강북구,수유2동,한국인,"21,180",2294,"5,354","6,631",5656,1245
강북구,수유2동,외국인,143,12,67,47,17,0
강북구,수유3동,계,"23,516",1829,"7,838","7,143",5690,1016
강북구,수유3동,한국인,"23,046",1805,"7,508","7,052",5665,1016
강북구,수유3동,외국인,470,24,330,91,25,0
강북구,삼양동,계,"23,611","2,982","5,879","7,692",6009,1049
강북구,삼양동,한국인,"23,438","2,970","5,789","7,630",6000,1049
강북구,삼양동,외국인,173,12,90,62,9,0
강북구,미아동,계,"21,898",1993,"6,714","6,614",5528,1049
강북구,미아동,한국인,"21,395",1951,"6,408","6,504",5487,1045
강북구,미아동,외국인,503,42,306,110,41,4
강북구,송중동,계,"29,818","3,360","8,247","9,529","7,451",1231
강북구,송중동,한국인,"29,258","3,321","7,922","9,382","7,404",1229
강북구,송중동,외국인,560,39,325,147,47,2
강북구,송천동,계,"26,497",2426,"6,616","8,520","7,577",1358
강북구,송천동,한국인,"26,081",2401,"6,431","8,385","7,510",1354
강북구,송천동,외국인,416,25,185,135,67,4
강북구,삼각산동,계,"31,175","6,513","6,803","11,301",5568,990
강북구,삼각산동,한국인,"31,065","6,505","6,761","11,261",5548,990
강북구,삼각산동,외국인,110,8,42,40,20,0
강북구,우이동,계,"20,578",2341,"5,091","6,405","5,535",1206
강북구,우이동,한국인,"20,443",2335,"5,030","6,352","5,523",1203
강북구,우이동,외국인,135,6,61,53,12,3
강북구,인수동,계,"30,401","3,418","7,581","9,468","8,304",1630
강북구,인수동,한국인,"30,185","3,409","7,472","9,388","8,288",1628
강북구,인수동,외국인,216,9,109,80,16,2
도봉구,쌍문1동,계,"21,618",2609,"5,586","6,814",5514,1095
도봉구,쌍문1동,한국인,"21,343",2600,"5,381","6,759",5508,1095
도봉구,쌍문1동,외국인,275,9,205,55,6,0
도봉구,쌍문2동,계,"18,824",2214,"4,951","5,933",4787,939
도봉구,쌍문2동,한국인,"18,692",2207,"4,879","5,889",4779,938
도봉구,쌍문2동,외국인,132,7,72,44,8,1
도봉구,쌍문3동,계,"16,871",1801,"4,856","5,276",4168,770
도봉구,쌍문3동,한국인,"16,728",1793,"4,778","5,231",4156,770
도봉구,쌍문3동,외국인,143,8,78,45,12,0
도봉구,쌍문4동,계,"18,555",2969,"4,632","6,138",4092,724
도봉구,쌍문4동,한국인,"18,519",2968,"4,612","6,127",4088,724
도봉구,쌍문4동,외국인,36,1,20,11,4,0
도봉구,방학1동,계,"28,813","3,521","7,212","9,400","7,495",1185
도봉구,방학1동,한국인,"28,581","3,517","7,065","9,336","7,478",1185
도봉구,방학1동,외국인,232,4,147,64,17,0
도봉구,방학2동,계,"19,760",2193,"4,711","6,433",5417,1006
도봉구,방학2동,한국인,"19,553",2181,"4,630","6,342",5394,1006
도봉구,방학2동,외국인,207,12,81,91,23,0
도봉구,방학3동,계,"26,952","4,363","6,117","8,663",6588,1221
도봉구,방학3동,한국인,"26,884","4,357","6,079","8,641",6586,1221
도봉구,방학3동,외국인,68,6,38,22,2,0
도봉구,창1동,계,"24,731","3,430","6,467","8,123",5558,1153
도봉구,창1동,한국인,"24,603","3,418","6,407","8,080",5546,1152
도봉구,창1동,외국인,128,12,60,43,12,1
도봉구,창2동,계,"29,214","3,742","8,073","9,559","6,651",1189
도봉구,창2동,한국인,"28,979","3,722","7,950","9,480","6,638",1189
도봉구,창2동,외국인,235,20,123,79,13,0
도봉구,창3동,계,"13,863",1672,3316,"4,590",3626,659
도봉구,창3동,한국인,"13,775",1662,3275,"4,559",3620,659
도봉구,창3동,외국인,88,10,41,31,6,0
도봉구,창4동,계,"26,503","4,103","6,773","9,018",5506,1103
도봉구,창4동,한국인,"26,413","4,090","6,725","8,993",5502,1103
도봉구,창4동,외국인,90,13,48,25,4,0
도봉구,창5동,계,"24,579","3,220","6,991","7,713",5643,1012
도봉구,창5동,한국인,"24,475","3,216","6,924","7,684",5640,1011
도봉구,창5동,외국인,104,4,67,29,3,1
도봉구,도봉1동,계,"21,032",1866,"4,733","6,503","6,658",1272
도봉구,도봉1동,한국인,"20,889",1855,"4,662","6,451","6,650",1271
도봉구,도봉1동,외국인,143,11,71,52,8,1
도봉구,도봉2동,계,"26,785",3058,"6,533","8,013","7,737",1444
도봉구,도봉2동,한국인,"26,664",3046,"6,481","7,962","7,731",1444
도봉구,도봉2동,외국인,121,12,52,51,6,0
노원구,월계1동,계,"22,153",2722,"6,741","6,688",5108,894
노원구,월계1동,한국인,"21,536",2696,"6,218","6,629",5099,894
노원구,월계1동,외국인,617,26,523,59,9,0
노원구,월계2동,계,"26,521","3,518","6,112","8,556","7,032",1303
노원구,월계2동,한국인,"26,390","3,507","6,059","8,494","7,028",1302
노원구,월계2동,외국인,131,11,53,62,4,1
노원구,월계3동,계,"29,883","4,079","7,916","9,168","7,326",1394
노원구,월계3동,한국인,"29,708","4,062","7,828","9,111","7,314",1393
노원구,월계3동,외국인,175,17,88,57,12,1
노원구,공릉2동,계,"42,389","7,644","13,069","13,097","7,396",1183
노원구,공릉2동,한국인,"41,780","7,595","12,601","13,029","7,372",1183
노원구,공릉2동,외국인,609,49,468,68,24,0
노원구,하계1동,계,"27,706","4,407","7,737","8,803",5604,1155
노원구,하계1동,한국인,"27,206","4,371","7,319","8,763",5598,1155
노원구,하계1동,외국인,500,36,418,40,6,0
노원구,하계2동,계,"21,855","3,975","5,347","7,637",4065,831
노원구,하계2동,한국인,"21,800","3,973","5,324","7,611",4061,831
노원구,하계2동,외국인,55,2,23,26,4,0
노원구,중계본동,계,"23,875","5,746",4834,"9,247",3415,633
노원구,중계본동,한국인,"23,822","5,744",4810,"9,227",3408,633
노원구,중계본동,외국인,53,2,24,20,7,0
노원구,중계1동,계,"26,733","7,283","4,853","10,779",3210,608
노원구,중계1동,한국인,"26,637","7,280","4,785","10,761",3203,608
노원구,중계1동,외국인,96,3,68,18,7,0
노원구,중계4동,계,"19,850","3,134",4335,"6,868",4537,976
노원구,중계4동,한국인,"19,784","3,129",4302,"6,851",4527,975
노원구,중계4동,외국인,66,5,33,17,10,1
노원구,상계1동,계,"38,030","5,252","9,690","12,331","9,202",1555
노원구,상계1동,한국인,"37,882","5,250","9,626","12,270","9,184",1552
노원구,상계1동,외국인,148,2,64,61,18,3
노원구,상계2동,계,"20,015","2,630","5,411","6,741",4464,769
노원구,상계2동,한국인,"19,857","2,620","5,324","6,686",4458,769
노원구,상계2동,외국인,158,10,87,55,6,0
노원구,상계5동,계,"23,971","2,920","5,906","7,843","6,115",1187
노원구,상계5동,한국인,"23,839","2,906","5,849","7,800","6,097",1187
노원구,상계5동,외국인,132,14,57,43,18,0
노원구,상계8동,계,"22,491",4035,"7,343","6,845",3590,678
노원구,상계8동,한국인,"22,438",4034,"7,315","6,824",3588,677
노원구,상계8동,외국인,53,1,28,21,2,1
노원구,상계9동,계,"20,346","3,122","5,310","6,808",4279,827
노원구,상계9동,한국인,"20,263","3,114","5,271","6,782",4270,826
노원구,상계9동,외국인,83,8,39,26,9,1
노원구,상계10동,계,"18,617",2832,"5,457","6,109",3595,624
노원구,상계10동,한국인,"18,562",2828,"5,424","6,092",3594,624
노원구,상계10동,외국인,55,4,33,17,1,0
노원구,상계3.4동,계,"26,033","3,233","5,832","8,367","7,160",1441
노원구,상계3.4동,한국인,"25,933","3,227","5,796","8,325","7,145",1440
노원구,상계3.4동,외국인,100,6,36,42,15,1
노원구,상계6.7동,계,"32,563","5,061","9,062","10,925",6237,1278
노원구,상계6.7동,한국인,"32,431","5,055","8,984","10,884",6230,1278
노원구,상계6.7동,외국인,132,6,78,41,7,0
노원구,중계2.3동,계,"34,026","4,726","8,078","11,022","8,265",1935
노원구,중계2.3동,한국인,"33,896","4,722","8,014","10,970","8,255",1935
노원구,중계2.3동,외국인,130,4,64,52,10,0
노원구,공릉1동,계,"37,388","4,433","12,254","10,914","8,484",1303
노원구,공릉1동,한국인,"36,722","4,406","11,724","10,831","8,458",1303
노원구,공릉1동,외국인,666,27,530,83,26,0
은평구,녹번동,계,"37,109","4,530","10,959","11,522","8,481",1617
은평구,녹번동,한국인,"36,747","4,507","10,797","11,409","8,423",1611
은평구,녹번동,외국인,362,23,162,113,58,6
은평구,불광1동,계,"38,695","4,661","10,531","12,353","9,220",1930
은평구,불광1동,한국인,"38,444","4,651","10,424","12,256","9,185",1928
은평구,불광1동,외국인,251,10,107,97,35,2
은평구,갈현1동,계,"21,768",2210,"6,308","6,807",5548,895
은평구,갈현1동,한국인,"21,572",2195,"6,223","6,728",5532,894
은평구,갈현1동,외국인,196,15,85,79,16,1
은평구,갈현2동,계,"28,374","3,700","8,126","9,266",6143,1139
은평구,갈현2동,한국인,"28,094","3,626","8,019","9,189",6124,1136
은평구,갈현2동,외국인,280,74,107,77,19,3
은평구,구산동,계,"32,338","4,379","8,381","10,587","7,619",1372
은평구,구산동,한국인,"32,095","4,349","8,272","10,502","7,601",1371
은평구,구산동,외국인,243,30,109,85,18,1
은평구,대조동,계,"27,167",2597,"9,177","8,088","6,035",1270
은평구,대조동,한국인,"26,875",2571,"9,046","7,995","5,995",1268
은평구,대조동,외국인,292,26,131,93,40,2
은평구,응암1동,계,"33,303","5,225","10,015","10,590","6,314",1159
은평구,응암1동,한국인,"32,996","5,206","9,854","10,490","6,288",1158
은평구,응암1동,외국인,307,19,161,100,26,1
은평구,응암2동,계,"28,258","5,582","7,434","9,454",4877,911
은평구,응암2동,한국인,"28,069","5,565","7,361","9,381",4854,908
은평구,응암2동,외국인,189,17,73,73,23,3
은평구,신사1동,계,"27,117","3,393","7,763","8,541",6347,1073
은평구,신사1동,한국인,"26,922","3,380","7,678","8,467",6325,1072
은평구,신사1동,외국인,195,13,85,74,22,1
은평구,신사2동,계,"20,059",2516,"5,500","6,377",4813,853
은평구,신사2동,한국인,"19,933",2504,"5,436","6,336",4806,851
은평구,신사2동,외국인,126,12,64,41,7,2
은평구,증산동,계,"15,085",1808,3962,"4,746",3899,670
은평구,증산동,한국인,"14,968",1798,3907,"4,709",3886,668
은평구,증산동,외국인,117,10,55,37,13,2
은평구,수색동,계,"13,246",1866,"3,756","4,214",2878,532
은평구,수색동,한국인,"13,184",1862,"3,727","4,193",2872,530
은평구,수색동,외국인,62,4,29,21,6,2
은평구,진관동,계,"55,605","11,257","13,248","18,923","10,217",1960
은평구,진관동,한국인,"55,394","11,253","13,149","18,830","10,203",1959
은평구,진관동,외국인,211,4,99,93,14,1
은평구,불광2동,계,"27,645",2629,"7,996","8,397","7,265",1358
은평구,불광2동,한국인,"27,397",2615,"7,908","8,290","7,228",1356
은평구,불광2동,외국인,248,14,88,107,37,2
은평구,응암3동,계,"24,608",2375,"6,946","7,472","6,379",1436
은평구,응암3동,한국인,"24,304",2338,"6,814","7,364","6,353",1435
은평구,응암3동,외국인,304,37,132,108,26,1
은평구,역촌동,계,"45,636","5,603","12,757","15,029","10,442",1805
은평구,역촌동,한국인,"45,265","5,570","12,588","14,900","10,407",1800
은평구,역촌동,외국인,371,33,169,129,35,5
서대문구,천연동,계,"17,222",2502,"4,474","5,694",3645,907
서대문구,천연동,한국인,"16,994",2481,"4,376","5,611",3621,905
서대문구,천연동,외국인,228,21,98,83,24,2
서대문구,홍제1동,계,"23,723",3207,"6,339","7,606",5394,1177
서대문구,홍제1동,한국인,"23,478",3187,"6,235","7,540",5344,1172
서대문구,홍제1동,외국인,245,20,104,66,50,5
서대문구,홍제3동,계,"17,490",2154,"4,639","5,368",4308,1021
서대문구,홍제3동,한국인,"17,339",2149,"4,582","5,308",4279,1021
서대문구,홍제3동,외국인,151,5,57,60,29,0
서대문구,홍제2동,계,"13,697",1719,3598,"4,335",3344,701
서대문구,홍제2동,한국인,"13,601",1713,3551,"4,306",3334,697
서대문구,홍제2동,외국인,96,6,47,29,10,4
서대문구,홍은1동,계,"22,895",3068,"5,944","7,299",5398,1186
서대문구,홍은1동,한국인,"22,667",3053,"5,806","7,248",5378,1182
서대문구,홍은1동,외국인,228,15,138,51,20,4
서대문구,홍은2동,계,"27,089","3,280","7,983","8,350",6092,1384
서대문구,홍은2동,한국인,"26,361","3,216","7,548","8,203",6019,1375
서대문구,홍은2동,외국인,728,64,435,147,73,9
서대문구,남가좌1동,계,"15,610",3532,"3,635",5347,2553,543
서대문구,남가좌1동,한국인,"15,394",3494,"3,567",5273,2519,541
서대문구,남가좌1동,외국인,216,38,68,74,34,2
서대문구,남가좌2동,계,"30,758","5,046","9,333","9,474","5,717",1188
서대문구,남가좌2동,한국인,"29,697","4,979","8,507","9,348",5679,1184
서대문구,남가좌2동,외국인,"1,061",67,826,126,38,4
서대문구,북가좌1동,계,"18,007",3213,"4,316","6,161",3605,712
서대문구,북가좌1동,한국인,"17,904",3209,"4,275","6,113",3597,710
서대문구,북가좌1동,외국인,103,4,41,48,8,2
서대문구,북가좌2동,계,"31,671","3,673","8,736","10,140","7,671",1451
서대문구,북가좌2동,한국인,"31,371","3,657","8,590","10,044","7,629",1451
서대문구,북가좌2동,외국인,300,16,146,96,42,0
서대문구,충현동,계,"20,722",2465,"6,873","6,339",4160,885
서대문구,충현동,한국인,"20,324",2435,"6,675","6,203",4127,884
서대문구,충현동,외국인,398,30,198,136,33,1
서대문구,북아현동,계,"16,123",2420,"5,028","5,308",2831,536
서대문구,북아현동,한국인,"15,824",2386,"4,904","5,208",2791,535
서대문구,북아현동,외국인,299,34,124,100,40,1
서대문구,신촌동,계,"24,469",1728,"15,644",4122,2374,601
서대문구,신촌동,한국인,"20,120",1612,"11,685",3901,2325,597
서대문구,신촌동,외국인,"4,349",116,3959,221,49,4
서대문구,연희동,계,"37,599","4,113","14,393","10,439","7,004",1650
서대문구,연희동,한국인,"34,792","3,790","12,935","9,778","6,689",1600
서대문구,연희동,외국인,"2,807",323,1458,661,315,50
마포구,용강동,계,"21,943",4209,"5,897","7,589",3488,760
마포구,용강동,한국인,"21,534",4175,"5,703","7,445",3454,757
마포구,용강동,외국인,409,34,194,144,34,3
마포구,대흥동,계,"15,976",1523,"7,267",4203,2413,570
마포구,대흥동,한국인,"14,549",1477,"6,069",4059,2379,565
마포구,대흥동,외국인,"1,427",46,1198,144,34,5
마포구,염리동,계,"17,742",3029,"5,899","5,746",2518,550
마포구,염리동,한국인,"16,849",2991,"5,182","5,633",2493,550
마포구,염리동,외국인,893,38,717,113,25,0
마포구,신수동,계,"22,833","3,538","7,002","7,464",4034,795
마포구,신수동,한국인,"22,493","3,512","6,788","7,386",4013,794
마포구,신수동,외국인,340,26,214,78,21,1
마포구,서교동,계,"26,912",2034,"13,284","6,920",3761,913
마포구,서교동,한국인,"24,952",1941,"11,666","6,719",3716,910
마포구,서교동,외국인,"1,960",93,1618,201,45,3
마포구,합정동,계,"17,631",1750,"7,103","4,995",3136,647
마포구,합정동,한국인,"17,287",1730,"6,874","4,920",3117,646
마포구,합정동,외국인,344,20,229,75,19,1
마포구,망원1동,계,"20,258",2190,"7,181","6,147",3978,762
마포구,망원1동,한국인,"19,937",2172,"7,011","6,044",3949,761
마포구,망원1동,외국인,321,18,170,103,29,1
마포구,망원2동,계,"18,723",2552,"5,713","6,070",3695,693
마포구,망원2동,한국인,"18,520",2543,"5,624","5,983",3679,691
마포구,망원2동,외국인,203,9,89,87,16,2
마포구,연남동,계,"16,002",1378,"6,836",4349,2807,632
마포구,연남동,한국인,"14,934",1295,"6,212",4148,2665,614
마포구,연남동,외국인,"1,068",83,624,201,142,18
마포구,성산1동,계,"19,235",2253,"6,560","6,153",3604,665
마포구,성산1동,한국인,"18,912",2232,"6,403","6,050",3569,658
마포구,성산1동,외국인,323,21,157,103,35,7
마포구,성산2동,계,"39,830","5,477","13,510","12,105","7,239",1499
마포구,성산2동,한국인,"39,526","5,464","13,297","12,048","7,222",1495
마포구,성산2동,외국인,304,13,213,57,17,4
마포구,상암동,계,"31,356","6,413","8,184","10,791",4992,976
마포구,상암동,한국인,"30,657","6,227","7,965","10,544",4945,976
마포구,상암동,외국인,699,186,219,247,47,0
마포구,도화동,계,"21,269",2912,"6,449","6,504",4397,1007
마포구,도화동,한국인,"21,019",2901,"6,342","6,418",4354,1004
마포구,도화동,외국인,250,11,107,86,43,3
마포구,서강동,계,"25,657",3445,"9,715","7,663",4007,827
마포구,서강동,한국인,"24,968",3419,"9,146","7,591",3986,826
마포구,서강동,외국인,689,26,569,72,21,1
마포구,공덕동,계,"37,726","4,426","12,779","11,746","7,259",1516
마포구,공덕동,한국인,"37,099","4,361","12,537","11,496","7,191",1514
마포구,공덕동,외국인,627,65,242,250,68,2
마포구,아현동,계,"25,536",4408,"7,843","8,348",4115,822
마포구,아현동,한국인,"25,095",4355,"7,645","8,205",4073,817
마포구,아현동,외국인,441,53,198,143,42,5
양천구,목1동,계,"30,696","7,739","6,165","11,675",4494,623
양천구,목1동,한국인,"30,552","7,730","6,101","11,620",4478,623
양천구,목1동,외국인,144,9,64,55,16,0
양천구,목2동,계,"30,056","3,954","10,109","9,403",5795,795
양천구,목2동,한국인,"29,829","3,947","9,986","9,326",5777,793
양천구,목2동,외국인,227,7,123,77,18,2
양천구,목3동,계,"22,021",2678,"7,269","6,761",4608,705
