자치구,동,구분,계,0~19세,20~39세,40~59세,60~79세,80세 이상
구로구,구로2동,한국인,"23,656",2100,"5,927","7,742","6,656",1231
구로구,구로2동,외국인,"7,252",703,1689,"3,715",1116,29
구로구,개봉1동,계,"34,433","4,438","9,605","10,766","8,367",1257
구로구,개봉1동,한국인,"33,658","4,364","9,364","10,446","8,228",1256
구로구,개봉1동,외국인,775,74,241,320,139,1
구로구,오류2동,계,"38,917","6,798","9,440","12,511","8,674",1494
구로구,오류2동,한국인,"38,353","6,729","9,299","12,264","8,569",1492
구로구,오류2동,외국인,564,69,141,247,105,2
구로구,항동,계,"16,561",3999,"5,047",4905,2343,267
구로구,항동,한국인,"16,441",3987,"5,001",4856,2330,267
구로구,항동,외국인,120,12,46,49,13,0
금천구,가산동,계,"26,363",1429,"13,492","6,929",4023,490
금천구,가산동,한국인,"23,866",1281,"12,783","5,639",3683,480
금천구,가산동,외국인,"2,497",148,709,1290,340,10
금천구,독산1동,계,"47,111","5,670","18,381","13,770","8,140",1150
금천구,독산1동,한국인,"45,323","5,517","17,818","12,948","7,896",1144
금천구,독산1동,외국인,"1,788",153,563,822,244,6
금천구,독산2동,계,"20,112",2093,"5,614","6,809",4945,651
금천구,독산2동,한국인,"18,677",1920,"5,278","6,102",4730,647
금천구,독산2동,외국인,"1,435",173,336,707,215,4
금천구,독산3동,계,"27,629",2505,"8,220","9,417",6573,914
금천구,독산3동,한국인,"24,254",2163,"7,578","7,591",6028,894
금천구,독산3동,외국인,"3,375",342,642,1826,545,20
금천구,독산4동,계,"16,676",1671,"4,484","5,829",4178,514
금천구,독산4동,한국인,"15,098",1466,4159,"4,997",3963,513
금천구,독산4동,외국인,"1,578",205,325,832,215,1
금천구,시흥1동,계,"34,402","3,944","9,747","11,259","8,161",1291
금천구,시흥1동,한국인,"32,721","3,747","9,397","10,400","7,889",1288
금천구,시흥1동,외국인,"1,681",197,350,859,272,3
금천구,시흥2동,계,"21,209","3,449","4,666","7,019",5186,889
금천구,시흥2동,한국인,"21,089","3,440","4,627","6,953",5181,888
금천구,시흥2동,외국인,120,9,39,66,5,1
금천구,시흥3동,계,"10,890",1163,2734,"3,454",3067,472
금천구,시흥3동,한국인,"10,742",1150,2684,3390,3046,472
금천구,시흥3동,외국인,148,13,50,64,21,0
금천구,시흥4동,계,"20,904",2437,"5,250","6,820",5584,813
금천구,시흥4동,한국인,"20,253",2361,"5,089","6,518",5472,813
금천구,시흥4동,외국인,651,76,161,302,112,0
금천구,시흥5동,계,"19,605",2222,"4,740","6,349",5259,1035
금천구,시흥5동,한국인,"19,075",2151,"4,619","6,098",5173,1034
금천구,시흥5동,외국인,530,71,121,251,86,1
영등포구,여의동,계,"33,222","5,544","8,468","10,607","6,859",1744
영등포구,여의동,한국인,"32,857","5,476","8,338","10,490","6,814",1739
영등포구,여의동,외국인,365,68,130,117,45,5
영등포구,당산1동,계,"20,728",1981,"7,896","5,892",4186,773
영등포구,당산1동,한국인,"20,382",1957,"7,765","5,758",4131,771
영등포구,당산1동,외국인,346,24,131,134,55,2
영등포구,당산2동,계,"37,960","4,995","15,749","10,222",5927,1067
영등포구,당산2동,한국인,"37,593","4,977","15,539","10,119",5893,1065
영등포구,당산2동,외국인,367,18,210,103,34,2
영등포구,양평1동,계,"18,624",2304,"7,815",5121,2822,562
영등포구,양평1동,한국인,"18,339",2290,"7,645",5061,2785,558
영등포구,양평1동,외국인,285,14,170,60,37,4
영등포구,양평2동,계,"22,432",2980,"9,158","6,355",3371,568
영등포구,양평2동,한국인,"22,243",2974,"9,046","6,300",3356,567
영등포구,양평2동,외국인,189,6,112,55,15,1
영등포구,신길1동,계,"18,747",1436,"6,868","5,550",4086,807
영등포구,신길1동,한국인,"17,376",1312,"6,581","4,847",3833,803
영등포구,신길1동,외국인,"1,371",124,287,703,253,4
영등포구,신길3동,계,"17,546",2289,"4,824","5,680",4090,663
영등포구,신길3동,한국인,"16,559",2179,"4,602","5,194",3927,657
영등포구,신길3동,외국인,987,110,222,486,163,6
영등포구,신길4동,계,"13,095",1722,"3,510","4,303",3054,506
영등포구,신길4동,한국인,"12,366",1645,3381,"3,907",2933,500
영등포구,신길4동,외국인,729,77,129,396,121,6
영등포구,신길5동,계,"11,521",1578,2839,"3,927",2780,397
영등포구,신길5동,한국인,"10,457",1488,2652,3347,2582,388
영등포구,신길5동,외국인,"1,064",90,187,580,198,9
영등포구,신길6동,계,"19,826",2376,"6,397","6,050",4278,725
영등포구,신길6동,한국인,"19,056",2308,"6,224","5,664",4146,714
영등포구,신길6동,외국인,770,68,173,386,132,11
영등포구,신길7동,계,"20,126",3796,"5,969","6,430",3367,564
영등포구,신길7동,한국인,"19,933",3778,"5,907","6,347",3341,560
영등포구,신길7동,외국인,193,18,62,83,26,4
영등포구,대림1동,계,"16,934",1955,"4,393","5,874",4042,670
영등포구,대림1동,한국인,"14,433",1674,3924,"4,505",3663,667
영등포구,대림1동,외국인,"2,501",281,469,1369,379,3
영등포구,대림2동,계,"18,016",1479,"4,803","6,809",4264,661
영등포구,대림2동,한국인,"11,930",912,3554,"3,593",3229,642
영등포구,대림2동,외국인,"6,086",567,1249,"3,216",1035,19
영등포구,대림3동,계,"25,744",2799,"6,882","8,853",6242,968
영등포구,대림3동,한국인,"22,229",2426,"6,144","7,022",5677,960
영등포구,대림3동,외국인,"3,515",373,738,1831,565,8
영등포구,영등포본동,계,"23,081",2689,"6,397","7,565",5554,876
영등포구,영등포본동,한국인,"21,239",2521,"6,050","6,620",5179,869
영등포구,영등포본동,외국인,"1,842",168,347,945,375,7
영등포구,영등포동,계,"30,091",2045,"15,700","7,172",4491,683
영등포구,영등포동,한국인,"29,423",2025,"15,318","6,986",4416,678
영등포구,영등포동,외국인,668,20,382,186,75,5
영등포구,도림동,계,"19,816",1959,"6,308","6,483",4298,768
영등포구,도림동,한국인,"17,789",1771,"5,883","5,487",3892,756
영등포구,도림동,외국인,"2,027",188,425,996,406,12
영등포구,문래동,계,"32,732","6,181","9,528","10,372",5616,1035
영등포구,문래동,한국인,"32,536","6,164","9,447","10,305",5591,1029
영등포구,문래동,외국인,196,17,81,67,25,6
동작구,노량진2동,계,"11,380",714,4207,3134,2784,541
동작구,노량진2동,한국인,"10,693",662,3961,2860,2671,539
동작구,노량진2동,외국인,687,52,246,274,113,2
동작구,상도1동,계,"45,781","5,885","16,913","12,733","8,593",1657
동작구,상도1동,한국인,"44,452","5,828","15,764","12,645","8,562",1653
동작구,상도1동,외국인,"1,329",57,1149,88,31,4
동작구,상도2동,계,"28,195",4325,"8,964","8,686",5214,1006
동작구,상도2동,한국인,"27,945",4320,"8,838","8,603",5181,1003
동작구,상도2동,외국인,250,5,126,83,33,3
동작구,상도3동,계,"24,726",2637,"8,208","7,425",5454,1002
동작구,상도3동,한국인,"24,390",2604,"8,064","7,298",5423,1001
동작구,상도3동,외국인,336,33,144,127,31,1
동작구,상도4동,계,"28,917",3291,"9,398","8,739","6,374",1115
동작구,상도4동,한국인,"28,585",3267,"9,255","8,619","6,330",1114
동작구,상도4동,외국인,332,24,143,120,44,1
동작구,사당1동,계,"23,268",1633,"10,086","6,064",4818,667
동작구,사당1동,한국인,"22,795",1596,"9,881","5,894",4759,665
동작구,사당1동,외국인,473,37,205,170,59,2
동작구,사당3동,계,"24,532",3604,"7,078","7,390",5602,858
동작구,사당3동,한국인,"24,327",3590,"6,990","7,313",5580,854
동작구,사당3동,외국인,205,14,88,77,22,4
동작구,사당4동,계,"14,350",1392,"4,966","4,109",3316,567
동작구,사당4동,한국인,"14,174",1382,"4,875",4053,3297,567
동작구,사당4동,외국인,176,10,91,56,19,0
동작구,사당5동,계,"14,543",1931,"4,735","4,462",2921,494
동작구,사당5동,한국인,"14,450",1930,"4,686","4,427",2913,494
동작구,사당5동,외국인,93,1,49,35,8,0
동작구,대방동,계,"38,151","5,939","11,522","12,378","6,935",1377
동작구,대방동,한국인,"37,812","5,913","11,395","12,241","6,890",1373
동작구,대방동,외국인,339,26,127,137,45,4
동작구,신대방1동,계,"24,838","3,824","6,694","8,372",5088,860
동작구,신대방1동,한국인,"23,035","3,674","6,355","7,447",4704,855
동작구,신대방1동,외국인,"1,803",150,339,925,384,5
동작구,신대방2동,계,"22,223",3346,"7,598","6,575",3954,750
동작구,신대방2동,한국인,"21,996",3329,"7,512","6,489",3917,749
동작구,신대방2동,외국인,227,17,86,86,37,1
동작구,흑석동,계,"32,996","4,395","10,536","9,930","6,703",1432
동작구,흑석동,한국인,"31,317","4,354","9,027","9,835","6,673",1428
동작구,흑석동,외국인,"1,679",41,1509,95,30,4
동작구,노량진1동,계,"32,215","3,717","11,109","8,971","6,929",1489
동작구,노량진1동,한국인,"31,884","3,699","10,924","8,872","6,900",1489
동작구,노량진1동,외국인,331,18,185,99,29,0
동작구,사당2동,계,"28,534",3679,"8,153","8,853","6,704",1145
동작구,사당2동,한국인,"28,162",3654,"8,047","8,674","6,644",1143
동작구,사당2동,외국인,372,25,106,179,60,2
관악구,보라매동,계,"24,927",2525,"9,031","6,879",5553,939
관악구,보라매동,한국인,"24,463",2480,"8,856","6,705",5485,937
관악구,보라매동,외국인,464,45,175,174,68,2
관악구,청림동,계,"15,135",2269,"4,253","4,761",3165,687
관악구,청림동,한국인,"15,039",2264,"4,197","4,734",3157,687
관악구,청림동,외국인,96,5,56,27,8,0
관악구,행운동,계,"29,569",2368,"13,879","7,117",5356,849
관악구,행운동,한국인,"29,076",2337,"13,599","6,984",5309,847
관악구,행운동,외국인,493,31,280,133,47,2
관악구,낙성대동,계,"17,606",1470,"9,612",3709,2370,445
관악구,낙성대동,한국인,"17,035",1436,"9,205",3599,2351,444
관악구,낙성대동,외국인,571,34,407,110,19,1
관악구,중앙동,계,"15,681",985,"7,797",3574,2820,505
관악구,중앙동,한국인,"15,301",971,"7,583",3456,2788,503
관악구,중앙동,외국인,380,14,214,118,32,2
관악구,인헌동,계,"26,237",2489,"11,060","6,977",4889,822
관악구,인헌동,한국인,"25,874",2465,"10,843","6,883",4862,821
관악구,인헌동,외국인,363,24,217,94,27,1
관악구,남현동,계,"18,259",1641,"7,678","4,800",3590,550
관악구,남현동,한국인,"18,062",1639,"7,564","4,730",3580,549
관악구,남현동,외국인,197,2,114,70,10,1
관악구,서원동,계,"23,435",1453,"11,491","5,700",4128,663
관악구,서원동,한국인,"22,752",1413,"11,111","5,499",4068,661
관악구,서원동,외국인,683,40,380,201,60,2
관악구,신원동,계,"18,752",1331,"7,911","4,923",3872,715
관악구,신원동,한국인,"17,935",1262,"7,645","4,584",3732,712
관악구,신원동,외국인,817,69,266,339,140,3
관악구,서림동,계,"23,849",1812,"10,610","6,307",4393,727
관악구,서림동,한국인,"23,114",1736,"10,050","6,229",4372,727
관악구,서림동,외국인,735,76,560,78,21,0
관악구,신사동,계,"24,955",1979,"10,532","7,028",4698,718
관악구,신사동,한국인,"22,705",1766,"9,976","5,934",4319,710
관악구,신사동,외국인,"2,250",213,556,1094,379,8
관악구,신림동,계,"23,515",842,"15,253",4538,2487,395
관악구,신림동,한국인,"22,706",809,"14,770",4319,2417,391
관악구,신림동,외국인,809,33,483,219,70,4
관악구,난향동,계,"15,332",2457,3451,"5,417",3440,567
관악구,난향동,한국인,"15,218",2442,3413,"5,370",3429,564
관악구,난향동,외국인,114,15,38,47,11,3
관악구,조원동,계,"18,874",1490,"7,725","5,342",3720,597
관악구,조원동,한국인,"17,482",1396,"7,392","4,634",3468,592
관악구,조원동,외국인,"1,392",94,333,708,252,5
관악구,대학동,계,"25,186",1723,"12,203","6,817",3769,674
관악구,대학동,한국인,"23,423",1613,"10,699","6,693",3745,673
관악구,대학동,외국인,"1,763",110,1504,124,24,1
관악구,은천동,계,"33,540","4,505","10,536","10,092","7,218",1189
관악구,은천동,한국인,"33,065","4,470","10,376","9,896","7,136",1187
관악구,은천동,외국인,475,35,160,196,82,2
관악구,성현동,계,"29,161","4,579","7,370","9,589","6,450",1173
관악구,성현동,한국인,"28,974","4,564","7,305","9,508","6,424",1173
관악구,성현동,외국인,187,15,65,81,26,0
관악구,청룡동,계,"36,789","2,883","19,189","8,128",5674,915
관악구,청룡동,한국인,"35,732",2841,"18,685","7,768",5526,912
관악구,청룡동,외국인,"1,057",42,504,360,148,3
관악구,난곡동,계,"27,104",2878,"7,670","8,606","6,844",1106
관악구,난곡동,한국인,"26,648",2839,"7,529","8,410","6,767",1103
관악구,난곡동,외국인,456,39,141,196,77,3
관악구,삼성동,계,"21,393",2041,"4,837","6,818","6,454",1243
관악구,삼성동,한국인,"21,263",2033,"4,791","6,761","6,435",1243
관악구,삼성동,외국인,130,8,46,57,19,0
관악구,미성동,계,"31,037","3,751","9,126","9,548","7,505",1107
관악구,미성동,한국인,"30,508","3,696","8,968","9,303","7,437",1104
관악구,미성동,외국인,529,55,158,245,68,3
서초구,서초1동,계,"20,815",3223,"6,417","6,795",3762,618
서초구,서초1동,한국인,"20,620",3220,"6,286","6,750",3747,617
서초구,서초1동,외국인,195,3,131,45,15,1
서초구,서초2동,계,"26,878","4,832","8,740","8,557",4164,585
서초구,서초2동,한국인,"26,522","4,814","8,505","8,466",4153,584
서초구,서초2동,외국인,356,18,235,91,11,1
서초구,서초3동,계,"32,700","4,527","11,082","10,111",5978,1002
서초구,서초3동,한국인,"32,393","4,513","10,895","10,024",5959,1002
서초구,서초3동,외국인,307,14,187,87,19,0
서초구,서초4동,계,"30,936","6,906","6,874","11,135",5059,962
서초구,서초4동,한국인,"30,678","6,878","6,738","11,050",5051,961
서초구,서초4동,외국인,258,28,136,85,8,1
서초구,잠원동,계,"26,853","5,296","6,738","9,789",4311,719
서초구,잠원동,한국인,"26,675","5,289","6,641","9,727",4300,718
서초구,잠원동,외국인,178,7,97,62,11,1
서초구,반포본동,계,696,122,147,261,142,24
서초구,반포본동,한국인,670,113,139,252,142,24
서초구,반포본동,외국인,26,9,8,9,0,0
서초구,반포1동,계,"34,894","7,158","9,995","11,864",5156,721
서초구,반포1동,한국인,"34,535","7,142","9,748","11,785",5143,717
서초구,반포1동,외국인,359,16,247,79,13,4
서초구,반포2동,계,"15,858","4,539",2637,5904,2352,426
서초구,반포2동,한국인,"15,768","4,511",2620,5863,2349,425
서초구,반포2동,외국인,90,28,17,41,3,1
서초구,반포3동,계,"22,155","4,886","4,732","8,141",3685,711
서초구,반포3동,한국인,"22,102","4,884","4,711","8,120",3676,711
서초구,반포3동,외국인,53,2,21,21,9,0
서초구,반포4동,계,"19,791","4,033","4,744","6,841",3611,562
서초구,반포4동,한국인,"19,144","3,809","4,622","6,559",3593,561
서초구,반포4동,외국인,647,224,122,282,18,1
서초구,방배본동,계,"20,995","4,205","4,918","7,423",3671,778
서초구,방배본동,한국인,"20,815","4,168","4,874","7,339",3657,777
서초구,방배본동,외국인,180,37,44,84,14,1
서초구,방배1동,계,"16,944",2409,"5,140","5,284",3503,608
서초구,방배1동,한국인,"16,810",2399,"5,076","5,233",3496,606
서초구,방배1동,외국인,134,10,64,51,7,2
서초구,방배2동,계,"18,992",2623,"5,394","5,922",4411,642
서초구,방배2동,한국인,"18,873",2614,"5,347","5,871",4399,642
서초구,방배2동,외국인,119,9,47,51,12,0
서초구,방배3동,계,"18,802","3,153","4,637","6,062",4266,684
서초구,방배3동,한국인,"18,727","3,149","4,603","6,032",4260,683
서초구,방배3동,외국인,75,4,34,30,6,1
서초구,방배4동,계,"23,700","4,301","6,268","8,161",4120,850
서초구,방배4동,한국인,"23,410","4,229","6,194","8,034",4104,849
서초구,방배4동,외국인,290,72,74,127,16,1
서초구,양재1동,계,"43,152","7,653","11,402","13,828","8,929",1340
서초구,양재1동,한국인,"42,838","7,637","11,273","13,696","8,894",1338
서초구,양재1동,외국인,314,16,129,132,35,2
서초구,양재2동,계,"22,037",2811,"7,580","7,039",4089,518
서초구,양재2동,한국인,"21,825",2788,"7,479","6,969",4072,517
서초구,양재2동,외국인,212,23,101,70,17,1
서초구,내곡동,계,"17,479",3077,"4,243","5,466",4051,642
서초구,내곡동,한국인,"17,418",3073,"4,212","5,444",4047,642
서초구,내곡동,외국인,61,4,31,22,4,0
강남구,신사동,계,"16,116",2464,"4,311","5,328",3258,755
강남구,신사동,한국인,"15,895",2456,"4,176","5,263",3246,754
강남구,신사동,외국인,221,8,135,65,12,1
강남구,논현1동,계,"22,583",1502,"10,081","6,779",3607,614
강남구,논현1동,한국인,"21,973",1473,"9,660","6,644",3583,613
강남구,논현1동,외국인,610,29,421,135,24,1
강남구,논현2동,계,"21,300",2311,"7,797","6,811",3747,634
강남구,논현2동,한국인,"20,971",2276,"7,591","6,738",3732,634
강남구,논현2동,외국인,329,35,206,73,15,0
강남구,삼성1동,계,"13,059",2039,3619,4323,2674,404
강남구,삼성1동,한국인,"12,808",2009,3504,4229,2662,404
강남구,삼성1동,외국인,251,30,115,94,12,0
강남구,삼성2동,계,"31,130","5,913","8,888","11,169",4438,722
강남구,삼성2동,한국인,"30,877","5,897","8,752","11,083",4423,722
강남구,삼성2동,외국인,253,16,136,86,15,0
강남구,대치1동,계,"24,031","7,014",3727,"9,604",3222,464
강남구,대치1동,한국인,"23,999","7,013",3718,"9,590",3215,463
강남구,대치1동,외국인,32,1,9,14,7,1
강남구,대치4동,계,"19,914","3,035","6,652","7,210",2628,389
강남구,대치4동,한국인,"19,639","3,024","6,474","7,143",2609,389
강남구,대치4동,외국인,275,11,178,67,19,0
강남구,역삼1동,계,"36,431",2315,"18,066","10,599",4703,748
강남구,역삼1동,한국인,"35,404",2283,"17,307","10,395",4675,744
강남구,역삼1동,외국인,"1,027",32,759,204,28,4
강남구,역삼2동,계,"36,288","8,095","9,292","13,793",4405,703
강남구,역삼2동,한국인,"35,979","8,083","9,093","13,709",4391,703
강남구,역삼2동,외국인,309,12,199,84,14,0
강남구,도곡1동,계,"21,566","4,048","5,804","7,230",3907,577
강남구,도곡1동,한국인,"21,425","4,040","5,724","7,194",3890,577
강남구,도곡1동,외국인,141,8,80,36,17,0
강남구,도곡2동,계,"33,140","7,434","6,976","11,856",5866,1008
강남구,도곡2동,한국인,"33,057","7,433","6,945","11,818",5855,1006
강남구,도곡2동,외국인,83,1,31,38,11,2
강남구,개포1동,계,"6,982",1108,1441,2130,1984,319
강남구,개포1동,한국인,"6,962",1108,1434,2119,1983,318
강남구,개포1동,외국인,20,0,7,11,1,1
강남구,개포4동,계,"23,790","3,913","6,845","7,978",4529,525
강남구,개포4동,한국인,"23,641","3,891","6,777","7,938",4512,523
강남구,개포4동,외국인,149,22,68,40,17,2
강남구,일원본동,계,"23,172","5,248","5,126","8,053",4213,532
강남구,일원본동,한국인,"23,144","5,245","5,111","8,044",4212,532
강남구,일원본동,외국인,28,3,15,9,1,0
강남구,일원1동,계,"15,180",1732,"4,341","4,430",4008,669
강남구,일원1동,한국인,"15,044",1725,"4,282","4,385",3983,669
강남구,일원1동,외국인,136,7,59,45,25,0
강남구,일원2동,계,"17,563",2913,"4,245","5,638",4196,571
강남구,일원2동,한국인,"17,504",2912,"4,204","5,625",4192,571
강남구,일원2동,외국인,59,1,41,13,4,0
강남구,수서동,계,"14,726",1151,"3,460","3,744",5451,920
강남구,수서동,한국인,"14,659",1147,"3,425","3,727",5440,920
강남구,수서동,외국인,67,4,35,17,11,0
강남구,세곡동,계,"43,213","8,454","11,284","13,933","7,955",1587
강남구,세곡동,한국인,"43,041","8,445","11,179","13,883","7,947",1587
강남구,세곡동,외국인,172,9,105,50,8,0
강남구,압구정동,계,"26,315","4,703","5,957","8,752","5,664",1239
강남구,압구정동,한국인,"26,168","4,695","5,891","8,692","5,654",1236
강남구,압구정동,외국인,147,8,66,60,10,3
강남구,청담동,계,"25,723","4,171","7,499","8,607",4688,758
강남구,청담동,한국인,"25,497","4,158","7,380","8,528",4675,756
강남구,청담동,외국인,226,13,119,79,13,2
강남구,대치2동,계,"36,876","8,228","7,659","13,427",6834,728
강남구,대치2동,한국인,"36,726","8,220","7,587","13,370",6821,728
강남구,대치2동,외국인,150,8,72,57,13,0
강남구,개포2동,계,"28,240","5,947","6,753","9,852",5152,536
강남구,개포2동,한국인,"28,164","5,944","6,720","9,815",5149,536
강남구,개포2동,외국인,76,3,33,37,3,0
송파구,풍납1동,계,"13,298",1424,3381,"4,274",3681,538
송파구,풍납1동,한국인,"12,747",1387,3260,"3,980",3583,537
송파구,풍납1동,외국인,551,37,121,294,98,1
송파구,풍납2동,계,"24,856",3766,"7,715","7,647",5013,715
송파구,풍납2동,한국인,"24,683",3748,"7,643","7,574",5003,715
송파구,풍납2동,외국인,173,18,72,73,10,0
송파구,거여1동,계,"12,454",1444,3452,"4,016",3065,477
송파구,거여1동,한국인,"12,381",1441,3431,"3,976",3056,477
송파구,거여1동,외국인,73,3,21,40,9,0
송파구,거여2동,계,"22,819",3640,"5,969","7,411",5037,762
송파구,거여2동,한국인,"22,729",3638,"5,939","7,367",5023,762
송파구,거여2동,외국인,90,2,30,44,14,0
송파구,마천1동,계,"18,909",2315,"4,361","6,163",5192,878
송파구,마천1동,한국인,"18,758",2303,"4,315","6,088",5174,878
송파구,마천1동,외국인,151,12,46,75,18,0
송파구,마천2동,계,"18,597",1954,"4,429","6,098",5271,845
송파구,마천2동,한국인,"18,445",1944,4391,"6,012",5254,844
송파구,마천2동,외국인,152,10,38,86,17,1
송파구,방이1동,계,"15,662",2491,"4,614","5,121",2979,457
송파구,방이1동,한국인,"15,574",2487,"4,565","5,100",2967,455
송파구,방이1동,외국인,88,4,49,21,12,2
송파구,방이2동,계,"26,971",2318,"11,808","7,402",4840,603
송파구,방이2동,한국인,"26,430",2288,"11,488","7,236",4816,602
송파구,방이2동,외국인,541,30,320,166,24,1
송파구,오륜동,계,"17,944","3,724",3710,"6,239",3805,466
송파구,오륜동,한국인,"17,926","3,723",3699,"6,235",3803,466
송파구,오륜동,외국인,18,1,11,4,2,0
송파구,오금동,계,"38,366","5,593","10,560","12,367","8,542",1304
송파구,오금동,한국인,"38,146","5,579","10,453","12,295","8,517",1302
송파구,오금동,외국인,220,14,107,72,25,2
송파구,송파1동,계,"24,135",2368,"9,739","6,792",4629,607
송파구,송파1동,한국인,"23,806",2350,"9,594","6,665",4590,607
송파구,송파1동,외국인,329,18,145,127,39,0
송파구,송파2동,계,"19,279",3286,"5,308","6,225",3951,509
송파구,송파2동,한국인,"19,125",3268,"5,267","6,150",3931,509
송파구,송파2동,외국인,154,18,41,75,20,0
송파구,석촌동,계,"32,025","3,240","12,264","9,665",6058,798
송파구,석촌동,한국인,"31,449","3,192","12,062","9,421",5979,795
송파구,석촌동,외국인,576,48,202,244,79,3
송파구,삼전동,계,"30,441",3324,"11,589","9,313",5491,724
송파구,삼전동,한국인,"30,077",3290,"11,397","9,199",5467,724
송파구,삼전동,외국인,364,34,192,114,24,0
송파구,가락본동,계,"26,317",3270,"8,493","8,378",5449,727
송파구,가락본동,한국인,"26,039",3243,"8,392","8,256",5424,724
송파구,가락본동,외국인,278,27,101,122,25,3
송파구,가락1동,계,"27,548","5,463","7,947","8,541",5169,428
송파구,가락1동,한국인,"27,430","5,448","7,884","8,505",5165,428
송파구,가락1동,외국인,118,15,63,36,4,0
송파구,가락2동,계,"31,946","5,661","8,984","10,507",5997,797
송파구,가락2동,한국인,"31,770","5,648","8,904","10,446",5976,796
송파구,가락2동,외국인,176,13,80,61,21,1
송파구,문정1동,계,"20,125",2673,"6,494","6,154",4293,511
송파구,문정1동,한국인,"19,938",2659,"6,416","6,075",4281,507
송파구,문정1동,외국인,187,14,78,79,12,4
송파구,문정2동,계,"29,061",2965,"12,370","7,954",4943,829
송파구,문정2동,한국인,"28,855",2957,"12,209","7,922",4938,829
송파구,문정2동,외국인,206,8,161,32,5,0
송파구,잠실본동,계,"28,386",2797,"11,198","8,534",5230,627
송파구,잠실본동,한국인,"27,894",2775,"10,983","8,350",5160,626
송파구,잠실본동,외국인,492,22,215,184,70,1
송파구,잠실4동,계,"21,362",5064,"4,585","7,477",3740,496
송파구,잠실4동,한국인,"21,296",5056,"4,552","7,457",3735,496
송파구,잠실4동,외국인,66,8,33,20,5,0
송파구,잠실6동,계,"16,870",3101,"4,049","5,490",3646,584
송파구,잠실6동,한국인,"16,747",3083,"3,984","5,453",3645,582
송파구,잠실6동,외국인,123,18,65,37,1,2
송파구,잠실7동,계,"9,536",1498,2132,2980,2408,518
송파구,잠실7동,한국인,"9,521",1497,2127,2973,2406,518
송파구,잠실7동,외국인,15,1,5,7,2,0
송파구,잠실2동,계,"34,989","9,377","6,724","13,491",4768,629
송파구,잠실2동,한국인,"34,879","9,363","6,694","13,435",4758,629
송파구,잠실2동,외국인,110,14,30,56,10,0
송파구,잠실3동,계,"34,347","6,965","7,503","11,538","7,426",915
송파구,잠실3동,한국인,"34,217","6,957","7,452","11,481","7,412",915
송파구,잠실3동,외국인,130,8,51,57,14,0
송파구,장지동,계,"29,471","4,741","8,520","9,419",5923,868
송파구,장지동,한국인,"29,316","4,737","8,436","9,360",5916,867
송파구,장지동,외국인,155,4,84,59,7,1
송파구,위례동,계,"42,547","12,499","10,994","13,898",4585,571
송파구,위례동,한국인,"42,429","12,492","10,940","13,847",4579,571
송파구,위례동,외국인,118,7,54,51,6,0
강동구,명일1동,계,"25,884","4,581","6,910","8,219",5465,709
강동구,명일1동,한국인,"25,795","4,575","6,869","8,184",5460,707
강동구,명일1동,외국인,89,6,41,35,5,2
강동구,명일2동,계,"17,520","3,584",4196,"5,735",3589,416
강동구,명일2동,한국인,"17,473","3,583",4166,"5,721",3587,416
강동구,명일2동,외국인,47,1,30,14,2,0
강동구,고덕1동,계,"24,074","6,076","4,921","8,628",3896,553
강동구,고덕1동,한국인,"23,958","6,074","4,841","8,597",3893,553
강동구,고덕1동,외국인,116,2,80,31,3,0
강동구,고덕2동,계,"22,545",4601,"5,953","7,327",4178,486
강동구,고덕2동,한국인,"22,383",4592,"5,850","7,282",4173,486
강동구,고덕2동,외국인,162,9,103,45,5,0
강동구,암사2동,계,"15,201",2343,"4,632","4,656",3131,439
강동구,암사2동,한국인,"15,145",2340,"4,596","4,644",3126,439
강동구,암사2동,외국인,56,3,36,12,5,0
강동구,암사3동,계,"17,838",3721,"4,193","5,912",3557,455
강동구,암사3동,한국인,"17,793",3721,"4,165","5,897",3555,455
강동구,암사3동,외국인,45,0,28,15,2,0
강동구,천호1동,계,"26,920",2956,"7,612","8,462",6918,972
강동구,천호1동,한국인,"26,692",2937,"7,526","8,366",6891,972
강동구,천호1동,외국인,228,19,86,96,27,0
강동구,천호3동,계,"26,845",2457,"9,478","7,954",6102,854
강동구,천호3동,한국인,"26,410",2423,"9,309","7,773",6051,854
강동구,천호3동,외국인,435,34,169,181,51,0
강동구,성내1동,계,"20,068",3145,"5,913","6,377",4064,569
강동구,성내1동,한국인,"19,942",3122,"5,858","6,335",4058,569
강동구,성내1동,외국인,126,23,55,42,6,0
강동구,성내2동,계,"23,973",2114,"8,049","7,198",5756,856
강동구,성내2동,한국인,"23,403",2062,"7,866","6,943",5677,855
강동구,성내2동,외국인,570,52,183,255,79,1
강동구,성내3동,계,"23,235",2825,"7,008","7,532",5150,720
강동구,성내3동,한국인,"22,975",2806,"6,868","7,454",5127,720
강동구,성내3동,외국인,260,19,140,78,23,0
강동구,둔촌1동,계,143,9,32,49,42,11
강동구,둔촌1동,한국인,132,9,28,44,41,10
강동구,둔촌1동,외국인,11,0,4,5,1,1
강동구,둔촌2동,계,"24,641","3,608","6,953","7,723",5566,791
강동구,둔촌2동,한국인,"24,529","3,604","6,912","7,674",5548,791
강동구,둔촌2동,외국인,112,4,41,49,18,0
강동구,암사1동,계,"34,643","4,469","9,630","11,400","7,986",1158
강동구,암사1동,한국인,"34,352","4,444","9,527","11,275","7,949",1157
