,주민센터,주소,위도,경도
326,행운동 주민센터,서울특별시 관악구 행운1길 43,37.4806266,126.9570766
327,난곡동 주민센터,서울특별시 관악구 난곡로30길 40,37.4709304,126.9216413
328,난향동 주민센터,서울특별시 관악구 난곡로 67,37.4615331,126.9187322
329,대학동 주민센터,서울특별시 관악구 신림로 111,37.4708216,126.9383512
330,미성동 주민센터,서울특별시 관악구 난곡로 249,37.4761893,126.9155584
331,삼성동 주민센터,서울특별시 관악구 호암로 589,37.4595058,126.9276122
332,서림동 주민센터,서울특별시 관악구 신림로29길 6,37.474958349999994,126.93499916839461
333,서원동 주민센터,서울특별시 관악구 신림로 282,37.4708216,126.9383512
334,신림동 주민센터,서울특별시 관악구 신림동길 14,37.48740505,126.92715331638146
335,신사동 주민센터,서울특별시 관악구 조원로 142,37.4854189,126.9181169
336,신원동 주민센터,서울특별시 관악구 신원로3길 13-6,37.4819063,126.9273435
337,조원동 주민센터,서울특별시 관악구 조원로12길 25,37.4827156,126.9078745
338,남현동 주민센터,서울특별시 관악구 남현1가길 29,37.4742961,126.9774189
339,방배1동 주민센터,서울특별시 서초구 효령로29길 43,37.483853,126.9944125
340,방배2동 주민센터,서울특별시 서초구 청두곶길 36,37.4823647,126.9856137
341,방배3동 주민센터,서울특별시 서초구 방배로10길 10-20,37.4811119,126.9986796
342,방배4동 주민센터,서울특별시 서초구 방배로 173,37.4751703,127.0017707
343,방배본동 주민센터,서울특별시 서초구 동광로19길 38,37.4957394,126.9875352
344,양재2동 주민센터,서울특별시 서초구 강남대로12길 44,37.4705922,127.0412234
345,양재1동 주민센터,서울특별시 서초구 바우뫼로 41,37.4716352,127.0267078
346,반포3동 주민센터,서울특별시 서초구 신반포로23길 78,37.5083279,127.0032639
347,잠원동 주민센터,서울특별시 서초구 나루터로 38,37.5147005,127.0105924
348,반포1동 주민센터,서울특별시 서초구 사평대로 273,37.50508325,127.01339390736628
349,반포2동 주민센터,서울특별시 서초구 신반포로15길 16,37.504572550000006,126.99451027582955
350,반포4동 주민센터,서울특별시 서초구 사평대로28길 70,37.4990959,127.0000948
351,반포본동 주민센터,서울특별시 서초구 신반포로 10,37.5100644,127.0195318
352,서초1동 주민센터,서울특별시 서초구 사임당로 89,37.4927095,127.029035
353,서초2동 주민센터,서울특별시 서초구 서초대로70길 51,37.492058799999995,127.02495739641161
354,서초3동 주민센터,서울특별시 서초구 반포대로10길 10,37.4840597,127.0141351
355,서초4동 주민센터,서울특별시 서초구 서운로26길 3,37.50266565,127.02217307805415
356,내곡동 주민센터,서울특별시 서초구 염곡말길 9,37.4621928,127.0526352
357,역삼1동 주민센터,서울특별시 강남구 역삼로7길 16,37.495394,127.033108
358,역삼2동 주민센터,서울특별시 강남구 도곡로43길 25,37.4960586,127.046966
359,개포1동 주민센터,서울특별시 강남구 개포로 310-17,37.481054,127.0537081
360,개포2동 주민센터,서울특별시 강남구 개포로 511,37.4897742,127.0691197
361,개포4동 주민센터,서울특별시 강남구 개포로38길 12,37.4789985,127.0516566
362,일원2동 주민센터,서울특별시 강남구 개포로 607,37.48774935,127.07083865
363,청담동 주민센터,서울특별시 강남구 압구정로79길 26,37.5263605,127.0537937
364,삼성1동 주민센터,서울특별시 강남구 봉은사로 616,37.514342549999995,127.06254663143731
365,삼성2동 주민센터,서울특별시 강남구 봉은사로 419,37.5111921,127.0459885
366,대치1동 주민센터,서울특별시 강남구 남부순환로391길 19,37.4932911,127.0568027
367,대치2동 주민센터,서울특별시 강남구 영동대로65길 24,37.5023067,127.0642127
368,대치4동 주민센터,서울특별시 강남구 도곡로77길 23,37.5000976,127.0579215
369,신사동 주민센터,서울특별시 강남구 압구정로 128,37.5239801,127.02282734798115
370,논현1동 주민센터,서울특별시 강남구 학동로20길 25,37.5115546,127.0284464
371,논현2동 주민센터,서울특별시 강남구 학동로43길 17,37.5173754,127.0371963
372,압구정동 주민센터,서울특별시 강남구 압구정로33길 48,37.5316035,127.0299449
373,세곡동 주민센터,서울특별시 강남구 밤고개로 286,37.46913105,127.10693047121632
374,일원1동 주민센터,서울특별시 강남구 양재대로55길 14,37.4920557,127.087615
375,일원본동 주민센터,서울특별시 강남구 광평로 126,37.48336815,127.08649439999999
376,수서동 주민센터,서울특별시 강남구 광평로 301-4,37.4824493,127.0780991
377,도곡1동 주민센터,서울특별시 강남구 도곡로18길 57,37.4894218,127.0383343
378,도곡2동 주민센터,서울특별시 강남구 남부순환로378길 34-9,37.486423,127.045433
379,잠실2동 주민센터,서울특별시 송파구 올림픽로 159,37.5119198,127.08851415982878
380,잠실3동 주민센터,서울특별시 송파구 잠실로 51-31,37.5133081,127.09440924277405
381,잠실7동 주민센터,서울특별시 송파구 올림픽로4길 17,37.5068569,127.0746595
382,잠실본동 주민센터,서울특별시 송파구 백제고분로15길 9,37.5067395,127.0855685
383,잠실4동 주민센터,서울특별시 송파구 올림픽로35길 16,37.520123999999996,127.11238217671205
384,잠실6동 주민센터,서울특별시 송파구 올림픽로35길 120,37.5169432,127.1006198
385,풍납1동 주민센터,서울특별시 송파구 천호대로152길 7,37.5382184,127.1219867
386,풍납2동 주민센터,서울특별시 송파구 토성로 64,37.528733,127.116806
387,송파1동 주민센터,서울특별시 송파구 백제고분로42길 5,37.5058895,127.1098693
388,송파2동 주민센터,서울특별시 송파구 송이로 32,37.502328,127.116687
389,석촌동 주민센터,서울특별시 송파구 백제고분로37길 16,37.5041198,127.1040452
390,삼전동 주민센터,서울특별시 송파구 백제고분로 236,37.5027234,127.0925526
391,가락1동 주민센터,서울특별시 송파구 송파대로 345,37.4980968,127.1037991
392,가락2동 주민센터,서울특별시 송파구 중대로20길 6,37.4975793,127.1271081
393,가락본동 주민센터,서울특별시 송파구 송파대로28길 39,37.494596,127.1205972
394,문정1동 주민센터,서울특별시 송파구 동남로 116,37.50542,127.1391
395,문정2동 주민센터,서울특별시 송파구 중대로 16,37.5041995,127.1302592
396,장지동 주민센터,서울특별시 송파구 새말로19길 6,37.4864094,127.1328252
397,위례동 주민센터,서울특별시 송파구 위례광장로 163,37.4742312,127.1434465
398,방이1동 주민센터,서울특별시 송파구 위례성대로16길 22,37.5109882,127.1239088
399,방이2동 주민센터,서울특별시 송파구 백제고분로 495,37.5026982,127.0993482
400,오륜동 주민센터,서울특별시 송파구 양재대로 1232,37.521128,127.1337542
401,오금동 주민센터,서울특별시 송파구 중대로25길 5,37.5033781,127.1286118
402,거여1동 주민센터,서울특별시 송파구 오금로53길 32,37.4959276,127.1412445
403,거여2동 주민센터,서울특별시 송파구 거마로2길 19,37.4935399,127.1468628
404,마천1동 주민센터,서울특별시 송파구 마천로 303,37.4919452,127.15442
405,마천2동 주민센터,서울특별시 송파구 마천로 287,37.4919452,127.15442
406,명일1동 주민센터,서울특별시 강동구 양재대로138길 37,37.549758600000004,127.14599905
407,명일2동 주민센터,서울특별시 강동구 상암로 260,37.5480751,127.1300518
408,고덕1동 주민센터,서울특별시 강동구 양재대로156길 123,37.5563074,127.1488895
409,고덕2동 주민센터,서울특별시 강동구 아리수로78길 43-12,37.5605039,127.1643845
410,상일동 주민센터,서울특별시 강동구 고덕로80길 111,37.5518119,127.1652728
411,길동 주민센터,서울특별시 강동구 명일로 229-1,37.5392251,127.1462154
412,둔촌1동 주민센터,서울특별시 강동구 양재대로84길 31,37.5230921,127.136944
413,둔촌2동 주민센터,서울특별시 강동구 천호대로186길 7,37.5319657,127.142521
414,암사1동 주민센터,서울특별시 강동구 올림픽로98가길 57,37.55127,127.1311585
415,암사2동 주민센터,서울특별시 강동구 상암로3길 28,37.552662,127.1273471
416,암사3동 주민센터,서울특별시 강동구 고덕로 137,37.554981999999995,127.14082390229837
417,성내1동 주민센터,서울특별시 강동구 성내로 13,37.52893,127.12503
418,성내2동 주민센터,서울특별시 강동구 풍성로37가길 62,37.5329049,127.1268052
419,성내3동 주민센터,서울특별시 강동구 강동대로53길 76,37.525568,127.1317124
420,천호1동 주민센터,서울특별시 강동구 구천면로42길 59,37.5427264,127.1373558
421,천호2동 주민센터,서울특별시 강동구 올림픽로 698,37.5385448,127.1234736
422,천호3동 주민센터,서울특별시 강동구 진황도로23길 7,37.5395191,127.1293281
423,강일동 주민센터,서울특별시 강동구 아리수로93길 9-14,37.5649416,127.1739152
424,항동 주민센터,서울특별시 구로구 항동 119-6,37.480214,126.823492
