,출생비_k,사망비_k,혼인비_k,이혼비_k,전입_s,전출_s,동,cluster_rate
338,0.00509026,0.004670445,0.005352645,0.00152183,0.42427268,-0.389112138,신길6동,2
339,0.00777605,0.002709075,0.003963277,0.000953193,0.046197165,0.071235898,신길7동,2
340,0.009433448,0.004362288,0.008670047,0.001363215,0.389245095,-0.244852656,양평1동,2
341,0.009081509,0.003416805,0.007687812,0.001393697,0.106800446,0.008402879,양평2동,2
342,0.005813069,0.004047844,0.003286971,0.001308701,0.278046414,0.636091915,여의동,0
343,0.005437923,0.005947728,0.008564728,0.001869286,2.639906395,1.962637997,영등포동,0
344,0.005084985,0.006544564,0.004237488,0.001647912,-0.243475399,-0.358977935,영등포본동,2
345,0.002176575,0.011427017,0.003536934,0.003536934,-0.867299998,-1.200812158,남영동,1
346,0.002699258,0.006898103,0.004048887,0.001649546,-0.766665192,-0.741746428,보광동,1
347,0.004308687,0.004770332,0.002385166,0.001384935,-0.640454689,-0.85843632,서빙고동,1
348,0.005161618,0.004823151,0.004230834,0.001353867,-0.946807055,-1.005260415,용문동,1
349,0.003191829,0.005319715,0.006383658,0.000957549,-1.17309637,-1.314937437,용산2가동,1
350,0.008685871,0.004124227,0.006123852,0.001374742,-0.088909232,-0.199971928,원효로1동,2
351,0.005977112,0.004592171,0.004737955,0.001239157,-0.819484565,-0.955250461,원효로2동,1
352,0.006873786,0.00431068,0.003067961,0.000854369,-0.424173255,0.633527302,이촌1동,2
353,0.010191701,0.006551808,0.004246542,0.001455957,-1.22535975,-1.343789333,이촌2동,1
354,0.002684776,0.007580543,0.005211623,0.001263424,-1.161420509,-1.42778041,이태원1동,1
355,0.003017771,0.005923773,0.003911926,0.001117693,-1.074685538,-1.34314818,이태원2동,1
356,0.003186186,0.005601521,0.004059818,0.001593093,0.037857264,-0.062123979,청파동,2
357,0.005355,0.00304681,0.005816637,0.002077371,1.258262786,0.218059993,한강로동,0
358,0.005509371,0.004525555,0.005066654,0.002016823,-0.107257015,0.003914806,한남동,2
359,0.007654836,0.003777712,0.004970673,0.001690029,-0.95903891,-1.1796541,효창동,1
360,0.005010438,0.005964808,0.004235013,0.002147331,-0.704393931,-0.646855746,후암동,1
361,0.003615798,0.00769516,0.003754867,0.001854256,-0.420281301,0.098805488,갈현1동,2
362,0.003808642,0.006051114,0.003132341,0.00163736,0.146275978,0.340520265,갈현2동,2
363,0.003427325,0.008381368,0.002928805,0.001526718,0.50266775,0.497602812,구산동,2
364,0.006503932,0.005850818,0.004408523,0.001496721,1.098136685,1.370853544,녹번동,0
365,0.003572093,0.005134884,0.004613953,0.00212093,0.546591229,0.654685359,대조동,0
366,0.004760171,0.005358443,0.003251483,0.001690771,0.746192861,1.242622893,불광1동,0
367,0.003358032,0.006606563,0.002993028,0.00208052,0.106800446,0.43220518,불광2동,2
368,0.002958131,0.004399272,0.003944175,0.001668689,-0.296850765,-1.488048815,수색동,1
369,0.005237352,0.006203105,0.003342991,0.001931506,0.014505541,0.080212044,신사1동,2
370,0.003461596,0.005217479,0.003010084,0.001454874,-0.523696074,-0.492337812,신사2동,1
371,0.004109135,0.005257926,0.003402187,0.002010383,1.39448117,1.951097238,역촌동,0
372,0.004758153,0.004182325,0.004273245,0.001424415,1.683041746,0.418099808,응암1동,0
373,0.009262888,0.003491396,0.003277637,0.001460686,0.120144288,-0.169837725,응암2동,2
374,0.003497367,0.007200461,0.003332785,0.002221856,-0.048321714,0.157150434,응암3동,2
375,0.005010689,0.006012827,0.002805986,0.001937467,-0.877863873,-0.971920446,증산동,1
376,0.004097917,0.003791024,0.002202405,0.001317832,1.300518284,2.008159878,진관동,0
377,0.00197775,0.005191595,0.002224969,0.001730532,-1.578415562,-1.882358067,가회동,1
378,0.007608369,0.005105616,0.003503854,0.001501652,-0.9851706,-1.07706958,교남동,1
379,0.004750305,0.002923264,0.002070646,0.000365408,-1.35268224,-1.627179071,무악동,1
380,0.002213322,0.004742833,0.00368887,0.000737774,-1.257607368,-1.42201003,부암동,1
381,0.00298826,0.004909285,0.004482391,0.001707577,-0.917895398,-1.229664054,사직동,1
382,0.003687014,0.009832036,0.00450635,0.002458009,-1.687390269,-2.049057913,삼청동,1
383,0.004792059,0.007016943,0.003080609,0.00136916,-1.387153831,-1.668854033,숭인1동,1
384,0.002887491,0.006806229,0.003918738,0.001649995,-0.627110847,-1.011030795,숭인2동,2
385,0.003874896,0.008718516,0.00484362,0.000968724,-1.121388984,-1.338018954,이화동,1
386,0.001937716,0.011211073,0.003875433,0.002906574,-0.8333844,-1.180295254,종로1.2.3.4가동,2
387,0.001574803,0.007874016,0.003149606,0.002755906,-1.22535975,-1.551522988,종로5.6가동,1
388,0.002241239,0.007334963,0.00407498,0.002648737,-1.461100954,-1.782338159,창신1동,1
389,0.003305365,0.00877193,0.002669718,0.002034071,-1.456653006,-1.692576703,창신2동,1
390,0.005527407,0.004606172,0.004606172,0.001228313,-1.443309165,-1.672700953,창신3동,1
391,0.004788306,0.00453629,0.002604167,0.001344086,-1.073573551,-1.228381748,청운효자동,1
392,0.003925471,0.005749986,0.002543263,0.001161055,-0.610431045,-0.812914439,평창동,1
393,0.002502594,0.004394799,0.002807789,0.000610389,-0.176200197,-0.207665767,혜화동,2
394,0.002860412,0.006102212,0.006674294,0.003432494,-1.190332166,-1.63871983,광희동,1
395,0.004809444,0.004372222,0.004590833,0.002113241,-0.761105258,-0.821249431,다산동,2
396,0.006654271,0.005284274,0.002250709,0.001174283,-1.267059256,-1.434833095,동화동,1
397,0.002457002,0.005616006,0.002106002,0.002457002,-1.505024432,-1.930444561,명동,1
398,0.007104796,0.002664298,0.004884547,0.002220249,-1.457764993,-1.970196062,소공동,1
399,0.005144133,0.005920606,0.00436766,0.0021353,-0.974606725,-1.242487119,신당5동,1
400,0.004156924,0.006625097,0.006625097,0.003507405,-0.95903891,-1.306602445,신당동,2
401,0.005409304,0.006070441,0.00390672,0.001622791,-0.592083263,-0.665449191,약수동,2
402,0.004009164,0.009736541,0.006872852,0.001145475,-1.545611951,-1.93621494,을지로동,1
403,0.002821181,0.005642361,0.004557292,0.001736111,-1.309870748,-1.645772516,장충동,1
404,0.010949515,0.006352391,0.005850886,0.001420929,-0.848396222,-0.909087427,중림동,1
405,0.005916722,0.006508394,0.005620886,0.000887508,-1.009078316,-1.091174951,청구동,1
406,0.00222607,0.005441504,0.004204798,0.001978729,-1.349902273,-1.751562803,필동,1
407,0.007288283,0.004357126,0.006337638,0.002297394,-0.51813614,-0.798167914,황학동,1
408,0.002319696,0.012231126,0.003163222,0.002108815,-1.467772874,-1.809266596,회현동,1
409,0.004071561,0.006785935,0.003701419,0.003516348,-0.684934161,-0.547476992,망우3동,1
410,0.003499488,0.005690224,0.003499488,0.001934676,1.731969166,0.539277773,망우본동,0
411,0.004399253,0.00643287,0.006598879,0.002822162,-0.27961497,-0.08199973,면목2동,1
412,0.00361921,0.005042495,0.003253223,0.001911268,0.077888789,0.296921843,면목3.8동,2
413,0.004593938,0.005280389,0.003696272,0.00190094,-0.231243544,-0.589151953,면목4동,2
414,0.004581284,0.003638079,0.003907566,0.001414808,-0.778897047,-1.235434433,면목5동,1
415,0.00575692,0.005572698,0.003960761,0.002210657,-0.305190666,-0.173043492,면목7동,2
416,0.004906214,0.005833608,0.004188231,0.001944536,0.710609283,1.195818705,면목본동,0
417,0.004505421,0.004912362,0.003546202,0.001453362,0.396473009,0.848313642,묵1동,0
418,0.005209172,0.005585092,0.004081413,0.002362924,-0.524252068,-0.378853686,묵2동,2
419,0.00544457,0.005653977,0.00510952,0.002177828,-0.257375234,-0.012755178,상봉1동,2
420,0.006222222,0.004740741,0.007901235,0.00217284,0.611642457,0.283457625,상봉2동,2
421,0.004767984,0.006487585,0.002475183,0.001276673,0.212439193,0.719441838,신내1동,2
422,0.006527544,0.006873702,0.003659381,0.001928593,-0.642122669,-0.438480939,신내2동,1
423,0.006719672,0.006052834,0.00502693,0.001744037,-0.399153552,-0.275628012,중화1동,2
424,0.003665069,0.007088485,0.003826171,0.001973499,0.070660875,0.212930767,중화2동,2
