,영업이익율,EBITDA마진율
10857,0.172,0.081
10858,0.063,0.071
10859,0.188,0.224
10860,-0.058,0.004
10861,0.212,0.218
10862,0.057,-0.002
10863,0.137,0.174
10864,0.037,0.015
10865,0.097,0.203
10866,0.141,0.131
10867,0.119,0.140
10868,0.164,0.206
10869,0.076,0.098
10870,0.193,0.330
10871,0.091,0.123
10872,-0.625,-0.701
10873,-0.745,-0.629
10874,0.140,0.184
10875,0.004,0.008
10876,-1.337,-1.540
10877,-1.688,-0.851
10878,-0.921,-1.325
10879,-0.204,-0.290
10880,-1.308,-1.691
10881,-0.930,-1.979
10882,-1.352,-2.597
10883,-0.907,-2.314
10884,-0.839,-1.994
10885,-0.578,-2.198
10886,-2.423,-5.920
10887,-0.130,-1.531
10888,-7.058,-5.198
10889,-0.172,-0.287
10890,0.120,2.955
10891,0.041,0.566
10892,0.031,0.383
10893,-0.062,-0.133
10894,0.195,0.288
10895,-0.097,-0.075
10896,0.037,0.089
10897,0.045,0.313
10898,0.134,0.175
10899,0.065,0.074
10900,0.086,0.037
10901,0.109,0.021
10902,0.191,0.291
10903,0.186,0.078
10904,0.169,0.172
10905,0.222,-0.264
10906,0.053,0.475
10907,0.156,0.567
10908,0.156,0.237
10909,0.093,0.651
10910,0.132,3.079
10911,0.099,0.250
10912,-0.067,-0.111
10913,-0.042,-0.048
10914,0.013,-0.035
10915,-0.039,-0.159
10916,0.039,0.010
10917,0.017,0.170
10918,0.006,-0.048
10919,0.023,0.022
10920,0.019,-0.013
10921,0.008,0.035
10922,0.059,0.067
10923,0.028,0.018
10924,0.033,0.111
10925,0.046,0.127
10926,0.099,0.093
10927,0.064,0.137
10928,0.051,0.045
10929,0.047,0.030
10930,0.055,0.001
10931,0.040,-0.004
10932,0.030,-0.017
10933,0.045,-0.049
10934,0.013,-0.007
10935,0.045,0.887
10936,0.054,0.000
10937,0.079,0.093
10938,0.168,0.260
10939,0.210,0.164
10940,0.157,0.208
10941,0.247,0.215
10942,0.297,0.273
10943,0.262,0.263
10944,0.253,0.272
10945,0.213,0.231
10946,0.047,0.040
10947,0.062,0.016
10948,0.059,0.019
10949,0.052,0.018
10950,0.072,0.055
10951,0.076,0.050
10952,0.071,0.061
10953,0.070,0.052
10954,0.047,0.068
10955,0.046,0.036
10956,0.040,0.049
10957,0.040,0.023
10958,0.035,0.008
10959,-0.013,-0.046
10960,0.070,0.007
10961,0.040,-0.014
10962,0.052,0.045
10963,0.063,0.058
10964,0.070,0.065
10965,-7.021,-6.183
10966,-34.048,-19.657
10967,-5.814,-1.662
10968,-22.227,-11.076
10969,-17.783,-11.491
10970,-22.663,-29.667
10971,-38.974,-24.222
10972,-140.325,-164.186
10973,0.582,0.310
10974,0.451,0.237
10975,0.488,0.225
10976,0.582,0.369
10977,0.509,0.270
10978,0.004,0.053
10979,0.099,0.103
10980,0.092,-0.065
10981,0.076,0.106
10982,0.006,0.016
10983,0.133,0.136
10984,0.109,0.098
10985,0.091,0.062
10986,0.017,0.016
10987,-0.121,-0.235
10988,-0.393,-0.327
10989,-0.154,-0.180
10990,-0.202,-0.217
10991,-0.298,-0.301
10992,-0.856,-0.853
10993,-1.144,-1.008
10994,-0.592,-0.584
10995,0.149,0.134
10996,0.159,0.142
10997,0.174,0.172
10998,0.173,0.172
10999,0.189,0.188
11000,0.157,0.151
11001,0.165,0.155
11002,0.246,0.244
11003,0.174,0.168
11004,0.170,0.162
11005,0.124,0.118
11006,0.101,0.088
11007,0.141,0.127
11008,0.113,0.074
11009,0.019,0.012
11010,0.097,0.056
11011,0.112,0.118
11012,0.177,0.180
11013,0.243,0.248
11014,-0.107,-0.143
11015,0.018,0.017
11016,-0.428,-0.526
11017,-0.137,-0.160
11018,-0.146,-0.236
11019,0.065,0.020
11020,0.142,0.130
11021,0.052,0.010
11022,0.046,0.033
11023,0.067,0.043
11024,-0.040,-0.088
11025,-1.256,-1.045
11026,-0.967,-0.949
11027,-0.322,-0.278
11028,-4.417,-4.106
11029,-585.799,-561.818
11030,-985.360,-953.581
11031,-32.147,-30.939
11032,-930.078,-912.620
11033,-894.290,-937.984
11034,-11.264,-10.970
11035,-30.870,-29.267
11036,-284.423,-288.359
11037,-6.910,-7.401
11038,-1.912,-1.945
11039,-2.863,-2.451
11040,-1.581,-0.163
11041,-2.164,-2.058
11042,-3.502,-4.578
11043,-3.272,-3.191
11044,-2.921,-5.699
11045,-3.746,-4.567
11046,-3.446,-4.032
11047,-6.656,3.328
11048,-14.052,-11.921
11049,-0.079,-0.026
11050,0.073,0.134
11051,0.151,0.240
11052,-0.140,-0.137
11053,-0.284,-0.221
11054,-0.048,-0.058
11055,0.005,-0.020
11056,-0.013,-0.033
11057,-0.179,-0.337
11058,-0.119,-0.044
11059,0.158,0.095
11060,0.121,0.113
11061,0.210,0.204
11062,0.123,0.189
11063,0.197,0.180
11064,0.166,0.172
11065,0.074,0.063
11066,0.171,0.168
11067,0.112,0.125
11068,0.117,0.105
11069,-0.074,0.021
11070,0.209,0.187
11071,0.216,0.207
11072,0.150,0.118
11073,0.221,0.199
11074,0.187,0.177
11075,0.198,0.219
11076,0.143,0.156
11077,0.153,0.120
11078,0.187,0.263
11079,0.163,0.131
11080,0.104,0.148
11081,0.212,0.186
11082,0.245,0.233
11083,0.184,0.194
11084,0.183,0.170
11085,0.213,0.177
11086,0.218,0.194
11087,0.222,0.202
11088,0.211,0.199
11089,0.261,0.263
11090,0.331,0.321
11091,0.265,0.259
11092,0.280,0.269
11093,0.340,0.325
11094,0.343,0.320
11095,0.300,0.259
11096,-0.103,-0.088
11097,0.047,-0.187
11098,0.111,0.025
11099,-0.103,-0.371
11100,-0.205,-0.182
11101,-0.038,-0.075
11102,0.153,0.146
11103,0.009,-0.065
11104,0.124,0.117
11105,-0.021,-0.043
11106,0.126,0.083
11107,0.048,0.037
11108,-0.103,-0.133
11109,-0.068,-0.103
11110,0.016,0.024
11111,0.020,-0.037
11112,-0.056,-0.063
11113,0.153,0.179
11114,0.186,0.196
11115,0.095,0.100
11116,0.129,0.139
11117,0.114,0.117
11118,0.042,0.057
11119,0.112,0.113
11120,0.094,0.103
11121,0.074,0.075
11122,0.050,0.051
11123,0.097,0.104
11124,0.078,0.091
11125,0.059,0.071
11126,0.034,0.046
11127,0.082,0.096
11128,0.159,0.182
11129,0.099,0.107
11130,0.119,0.132
11131,0.127,0.125
11132,0.053,0.057
11133,0.091,0.093
11134,0.081,0.052
11135,0.071,0.076
11136,0.139,0.134
11137,0.151,0.158
11138,0.026,-0.119
11139,0.074,0.064
11140,-0.173,-0.376
11141,0.101,-0.472
11142,-0.049,0.391
11143,-0.183,-0.173
11144,-0.211,-0.312
11145,0.026,0.028
11146,0.056,0.050
11147,0.053,0.028
11148,0.051,0.018
11149,0.011,-0.082
11150,0.066,0.097
11151,-0.099,-0.113
11152,-0.027,-0.083
11153,0.001,0.005
11154,0.001,0.080
11155,0.025,-0.014
11156,0.032,-0.089
11157,-0.515,-0.481
11158,0.078,0.021
11159,0.028,-0.015
11160,0.013,-0.075
11161,0.033,-0.133
11162,0,0
11163,0.001,0.036
11164,0.007,0.044
11165,0.038,0.069
11166,0.051,0.098
11167,0.112,0.138
11168,0.071,0.094
11169,-0.309,-0.296
11170,-0.026,-0.401
11171,0.077,-0.037
11172,-0.098,0.063
11173,-0.075,-0.241
11174,0.227,-0.041
11175,0.001,-0.101
11176,-0.212,-2.010
11177,-0.065,-0.803
11178,0.060,1.697
11179,0.004,-0.015
11180,-0.081,-0.555
11181,-0.044,0.135
11182,-0.151,7.649
11183,0.071,0.785
11184,-0.010,1.750
11185,-0.039,-0.493
11186,0.010,-0.260
11187,-0.046,0.235
11188,-0.005,-2.653
11189,-0.221,0.666
11190,0.307,0.608
11191,-0.057,1.119
11192,0.083,0.297
11193,0.136,0.316
11194,0.325,0.501
11195,0.198,0.344
11196,0.068,0.094
11197,-0.064,-0.066
11198,0.225,0.176
11199,0.147,0.160
11200,0.167,0.160
11201,0.192,0.336
11202,0.082,0.093
11203,0.170,0.139
11204,0.067,0.875
11205,0.201,0.167
11206,0.143,0.155
11207,0.158,0.752
11208,0.105,0.300
11209,0.250,0.227
11210,0.180,4.752
11211,0.175,1.101
11212,0.021,-0.016
11213,0.108,0.071
11214,-0.015,0.019
11215,0.243,0.230
11216,0.152,0.173
11217,0.115,0.078
11218,0.092,0.005
11219,0.284,-1.198
11220,0.123,5.400
11221,-0.139,-0.133
11222,-0.307,-0.370
11223,0.271,0.278
11224,0.076,0.063
11225,0.067,0.187
11226,-0.469,-0.438
11227,-0.026,-0.019
11228,-0.029,-0.087
11229,0.084,0.091
11230,-0.102,-0.123
11231,-0.100,-0.034
11232,-0.193,-0.223
11233,-0.105,-0.107
11234,-0.035,-0.082
11235,0.060,0.136
11236,0.295,0.196
11237,0.146,0.132
11238,0.141,0.106
11239,0.167,0.349
11240,-0.432,-0.330
11241,0.032,0.153
11242,0.102,0.100
11243,0.112,0.148
11244,0.018,0.007
11245,0.076,0.082
11246,0.047,-0.107
11247,0.061,0.075
11248,0.059,-0.020
11249,0.057,-0.026
11250,0.029,-0.071
11251,0.059,0.010
11252,0.041,-0.020
11253,0.089,0.108
11254,0.042,0.065
11255,0.067,0.004
11256,0.074,0.114
11257,-0.020,-0.296
11258,0.050,-0.030
11259,0.082,-0.026
11260,0.041,-0.007
11261,0.106,0.087
11262,0.083,0.100
11263,-5.750,-5.368
11264,-5.504,-5.369
11265,-4.876,-4.616
11266,-5.329,-4.857
11267,-2.759,-2.649
11268,-0.046,-0.081
11269,-0.875,-0.878
11270,-0.810,-0.824
11271,-2.901,-2.659
11272,-4.005,-3.874
11273,-4.356,-4.611
11274,-0.100,-0.099
11275,-0.033,-0.033
11276,0.038,0.043
11277,0.018,0.029
11278,-0.082,-0.092
11279,-0.131,-0.135
11280,-0.039,-0.036
11281,-0.122,-0.131
11282,-0.048,-0.048
11283,-0.035,-0.058
11284,-0.010,-0.221
11285,0.020,0.019
11286,0.033,0.042
11287,0.031,0.028
11288,0.013,-0.003
11289,0.027,0.002
11290,0.059,0.053
11291,-0.040,0.066
11292,0.129,0.138
11293,0.244,0.198
11294,0.148,0.183
11295,0.205,0.241
11296,0.194,0.197
11297,0.163,0.187
11298,0.151,0.200
11299,0.182,0.180
11300,0.231,0.235
11301,0.174,0.277
11302,0.060,0.146
11303,0.207,0.263
11304,0.171,0.225
11305,0.125,0.118
11306,0.114,0.120
11307,0.117,0.111
11308,0.116,0.118
11309,0.104,0.092
11310,0.090,0.098
11311,0.074,0.080
11312,0.085,0.081
11313,0.036,0.047
11314,0.049,0.065
11315,0.047,0.051
11316,0.050,0.060
11317,0.047,0.073
11318,0.039,0.041
11319,-0.004,-0.023
11320,0.048,0.046
11321,0.028,0.018
11322,0.033,0.036
11323,-0.153,-0.262
11324,0.048,0.048
11325,0.014,0.000
11326,0.027,0.013
11327,-0.048,-0.039
11328,0.017,0.007
11329,-0.021,-0.026
11330,0.012,0.000
11331,0.041,0.030
11332,0.089,0.074
11333,0.042,-0.012
11334,0.052,0.035
11335,0.050,-0.003
11336,0.021,0.052
11337,-0.120,-0.100
11338,-0.004,0.003
11339,-0.032,-0.042
11340,-1.339,-1.447
11341,-1.078,-1.363
11342,-0.355,-0.705
11343,0.005,-0.240
11344,0.030,-0.131
11345,-0.514,-0.551
11346,-0.355,-0.402
11347,-0.100,-0.146
11348,-0.182,-0.409
11349,0.084,0.249
11350,-0.204,-0.556
11351,-0.039,-0.103
11352,0.022,-0.224
11353,-0.087,-0.069
11354,-0.127,-0.158
11355,-0.082,0.083
11356,0.044,-0.006
11357,0.066,0.080
11358,-0.014,0.056
11359,0.024,0.016
11360,-0.036,0.040
11361,0.003,-0.005
11362,-0.027,0.070
11363,0.014,0.074
11364,-0.001,0.009
11365,0.007,0.066
11366,0.015,0.037
11367,0.003,-0.245
11368,-0.042,0.064
11369,0.008,-0.059
11370,0.017,-0.025
11371,0.037,-1.037
11372,-0.003,-0.079
11373,0.012,-0.509
11374,0.029,0.060
11375,0.035,-0.012
11376,-0.027,-0.010
11377,0.013,0.031
11378,-0.083,-0.175
11379,0.010,-0.017
11380,-0.035,-0.071
11381,0.018,0.030
11382,0.055,0.449
11383,0.063,0.082
11384,0.044,0.066
11385,0.074,0.093
11386,0.036,0.058
11387,0.009,0.036
11388,0.050,0.073
11389,0.054,0.073
11390,0.006,0.026
11391,0.003,0.027
11392,0.002,0.025
11393,0.051,0.066
11394,0.003,0.021
11395,0.037,0.054
11396,0.022,0.037
11397,0.070,0.135
11398,-0.121,-0.310
11399,-0.385,-0.473
11400,-0.907,-5.705
11401,-0.696,-1.710
11402,0.153,0.101
11403,0.118,2.987
11404,-0.094,-0.273
11405,-0.052,-0.034
11406,-0.027,-0.069
11407,-0.067,-0.674
11408,-0.019,-0.055
11409,-0.019,-0.014
11410,-0.011,-0.051
11411,-0.042,-0.141
11412,-0.062,-0.068
11413,0.092,0.057
11414,-0.045,-0.065
11415,0.007,-0.039
11416,-0.122,-0.196
11417,-0.162,-0.248
11418,0.019,0.024
11419,0.026,0.020
11420,0.016,0.012
11421,0.007,0.005
11422,0.024,0.023
11423,0.023,0.020
11424,0.032,0.033
11425,0.020,0.026
11426,0.025,0.031
11427,0.023,0.026
11428,0.021,0.023
11429,0.025,0.028
11430,0.011,0.015
11431,0.019,0.020
11432,0.018,0.022
11433,0.007,0.008
11434,0.018,0.018
11435,0.018,0.013
11436,0.025,0.030
11437,0.031,0.036
11438,-0.008,-0.004
11439,-0.285,-0.344
11440,-0.228,-1.175
11441,0.012,-0.024
11442,-0.006,-0.230
11443,-0.072,-0.097
11444,-0.039,-0.064
11445,0.056,0.039
11446,0.044,0.027
11447,-0.377,0.247
11448,0.027,0.036
11449,0.094,0.093
11450,0.039,0.071
11451,-0.139,-0.107
11452,-0.001,0.011
11453,0.000,0.023
11454,-0.022,-0.008
11455,-0.096,-0.072
11456,0.017,0.020
11457,0.027,0.032
11458,0.010,0.005
11459,-0.022,-0.030
11460,-0.028,-0.021
11461,0.055,-0.023
11462,0.008,-0.013
11463,0.014,-0.023
11464,0.028,0.011
11465,0.037,-0.004
11466,0.012,-0.001
11467,0.019,0.011
11468,0.025,0.002
11469,0.021,0.004
11470,0.037,0.039
11471,0.045,0.020
11472,0.037,0.024
11473,0.014,0.001
11474,-0.100,-0.113
11475,-0.026,-0.045
11476,0.009,-0.012
11477,0.015,0.015
11478,0.010,-0.001
11479,0.027,0.015
11480,-0.146,-0.159
11481,0.006,0.020
11482,-0.073,-0.106
11483,0.040,0.014
11484,0.033,0.011
11485,0.037,0.035
11486,0.025,0.009
11487,-0.040,-0.052
11488,0.140,0.148
11489,0.047,0.046
11490,-0.043,-0.051
11491,0.089,0.053
11492,0.055,0.063
11493,0.099,0.101
11494,0.038,0.044
11495,0.043,0.758
11496,0.022,0.231
11497,0.217,-0.236
11498,0.098,0.211
11499,-0.051,0.496
11500,0.137,0.060
11501,-0.213,-0.223
11502,-0.213,-0.223
11503,-0.088,-0.088
11504,-0.115,-0.114
11505,-0.129,-0.126
11506,-0.083,-0.072
11507,-0.215,-0.245
11508,-0.136,-0.144
11509,-0.141,-0.147
11510,-0.316,-0.357
11511,-0.066,-0.101
11512,-0.101,-0.124
11513,-0.135,-0.183
11514,-0.392,-0.674
11515,-0.134,-0.107
11516,0.364,0.368
11517,0.299,0.087
11518,0.237,0.209
11519,0.227,-1.613
11520,0.303,0.185
11521,0.274,-0.736
11522,0.050,0.466
11523,0.208,0.297
11524,0.200,0.314
11525,0.151,-0.123
11526,-0.171,-0.096
11527,0.127,0.351
11528,-0.092,-0.079
11529,-0.192,-0.324
11530,0.029,0.076
11531,-0.026,-0.302
11532,0.040,0.018
11533,0.065,-0.017
11534,0.053,0.083
11535,0.052,0.033
11536,-0.155,-0.149
11537,-1.848,-3.267
11538,-0.673,-1.562
11539,-0.393,-1.405
11540,0.008,0.013
11541,-23.479,-42.378
11542,-1.620,-3.547
11543,-8.293,-50.739
11544,0.101,0.097
11545,0.072,0.077
11546,0.087,0.085
11547,0.065,0.074
11548,0.096,0.096
11549,0.103,0.101
11550,0.088,0.087
11551,0.030,0.020
11552,0.038,0.017
11553,0.026,0.011
11554,0.076,0.082
11555,0.033,0.041
11556,0.041,0.032
11557,-0.067,-0.074
11558,0.064,0.072
11559,0.038,0.036
11560,0.027,0.015
11561,-0.050,-0.056
11562,-0.182,-0.195
11563,-0.057,-0.070
11564,-0.006,0.030
11565,-1.344,-0.046
11566,-0.031,-0.672
11567,0.031,-0.435
11568,-0.146,-0.579
11569,-0.085,-0.625
11570,-0.113,-0.868
11571,-0.134,-0.763
11572,-0.130,-0.725
11573,-0.119,-0.844
11574,-0.125,-0.754
11575,-0.095,-0.091
11576,-0.041,-0.097
11577,0.047,0.069
11578,0.013,0.011
11579,-0.269,-0.260
11580,0.012,0.080
11581,-0.082,-0.105
11582,-0.210,-0.244
11583,-0.352,-0.488
11584,0.116,0.072
11585,-0.090,-0.144
11586,0.008,-0.045
11587,0.060,0.059
11588,0.069,0.047
11589,0.065,0.017
11590,0.099,0.077
11591,-0.073,-0.116
11592,0.071,0.052
11593,0.014,-0.077
11594,-0.079,-0.117
11595,-0.056,-0.235
11596,-0.066,-0.117
11597,-0.157,-0.444
11598,0.161,0.135
11599,0.030,0.024
11600,0.141,0.147
11601,0.073,0.079
11602,0.075,0.061
11603,0.054,0.030
11604,0.193,-4.673
11605,0.034,0.049
11606,0.058,-1.470
11607,0.027,0.150
11608,0.128,0.426
11609,-0.336,-0.323
11610,-0.100,-0.047
11611,-0.561,-0.993
11612,-33.397,-32.748
11613,-2.820,-4.390
11614,-1.174,-1.779
11615,-1.038,-1.712
11616,0.514,0.514
11617,0.573,0.574
11618,0.539,0.539
11619,0.678,0.688
11620,0.495,0.508
11621,0.591,0.597
11622,0.707,0.710
11623,0.603,0.608
11624,0.478,0.481
11625,-0.009,0.002
11626,0.003,0.007
11627,0.038,0.019
11628,0.046,0.064
11629,0.065,0.055
11630,0.046,0.025
11631,-0.101,-0.141
11632,-0.042,-0.157
11633,0.049,0.067
11634,0.017,-0.029
11635,-0.012,-0.019
11636,0.052,0.032
11637,0.010,-0.022
11638,0.112,0.083
11639,0.270,0.307
11640,0.211,0.204
11641,0.281,0.198
11642,0.061,-0.056
11643,0.306,0.144
11644,0.201,0.068
11645,0.209,0.154
11646,0.134,0.106
11647,0.262,0.185
11648,-0.090,-0.196
11649,0.366,0.248
11650,0.161,0.037
11651,0.340,0.239
11652,-0.053,-0.305
11653,0.345,0.175
11654,-0.556,-0.449
11655,0.425,0.306
11656,0.164,0.083
11657,0.477,0.378
11658,-0.453,-0.580
11659,0.222,0.224
11660,0.064,0.055
11661,0.073,0.063
11662,0.104,0.091
11663,0.098,0.075
11664,0.078,0.066
11665,0.078,0.077
11666,0.079,0.073
11667,0.093,0.074
11668,0.067,0.062
11669,0.094,0.091
11670,0.110,0.102
11671,0.107,0.105
11672,0.098,0.091
11673,0.101,0.094
11674,0.086,0.083
11675,0.097,0.094
11676,0.073,0.069
11677,0.091,0.086
11678,0.102,0.104
11679,0.175,0.171
11680,0.132,0.135
11681,0.190,0.188
11682,0.028,0.007
11683,0.093,0.097
11684,0.062,0.061
11685,0.176,0.145
11686,-0.124,-0.149
11687,0.079,0.045
11688,-0.001,0.359
11689,-0.053,0.017
11690,0.010,0.141
11691,0.015,0.076
11692,0.083,0.793
11693,-0.027,-0.336
11694,0.012,0.166
11695,0.028,0.312
11696,-0.035,4.355
11697,0.087,0.638
11698,0.130,0.782
11699,0.042,5.253
11700,0.065,0.178
11701,0.142,0.132
11702,0.073,0.884
11703,-0.013,0.232
11704,0.140,4.657
11705,0.198,0.227
11706,0.182,0.118
11707,0.183,0.215
11708,0.144,0.021
11709,0.132,0.222
11710,0.264,0.269
11711,0.214,0.155
11712,0.222,0.230
11713,0.227,0.309
11714,0.260,0.257
11715,0.232,0.244
11716,0.129,0.214
11717,0.086,0.143
11718,-0.048,0.397
11719,0.082,0.144
11720,-0.134,-0.460
11721,0.161,-0.298
11722,0.142,-0.250
11723,-0.187,-0.292
11724,-0.198,-0.251
11725,0.128,0.240
11726,0.131,0.222
11727,0.302,0.315
11728,0.264,0.253
11729,0.207,0.191
11730,0.251,0.241
11731,0.024,0.034
11732,0.021,0.024
11733,0.015,0.020
11734,0.020,0.026
11735,0.032,0.036
11736,0.030,0.031
11737,0.014,0.004
11738,0.028,0.021
11739,0.029,0.027
11740,0.049,0.019
11741,0.036,0.026
11742,0.050,0.039
11743,0.046,0.042
11744,0.031,0.020
11745,0.008,0.011
11746,0.093,0.119
11747,0.061,0.064
11748,0.069,0.092
11749,0.055,0.056
11750,0.056,0.057
11751,-0.012,-0.002
11752,-0.039,-0.037
11753,-0.056,-0.195
11754,-0.022,0.051
11755,-0.016,-0.047
11756,-0.003,0.043
11757,-0.051,-0.059
11758,-0.025,-0.023
11759,-0.027,-0.322
11760,-0.092,-0.081
11761,0.062,-0.234
11762,0.083,0.021
11763,0.046,-0.332
11764,-0.176,-0.232
11765,-0.064,0.045
11766,-0.156,-0.547
11767,-0.083,-0.956
11768,-0.163,-0.261
11769,-0.133,-0.201
11770,-0.087,-0.290
11771,0.027,0.011
11772,-0.046,0.077
11773,-0.009,-0.006
11774,0.009,0.066
11775,0.010,-0.081
11776,0.063,0.128
11777,-0.011,0.008
11778,0.043,0.011
11779,0.050,0.038
11780,0.088,0.121
11781,0.065,0.087
11782,0.123,0.182
11783,0.084,-0.036
11784,0.094,0.122
11785,0.079,0.013
11786,0.044,0.070
11787,0.082,0.089
11788,0.050,0.039
11789,0.024,0.052
11790,0.031,0.049
11791,0.034,0.062
11792,-0.023,0.000
11793,-0.047,-0.053
11794,-0.072,-0.062
11795,-0.029,-0.003
11796,-0.118,-0.124
11797,0.023,0.029
11798,-0.045,-0.035
11799,-0.006,0.030
11800,0.043,0.004
11801,0.003,-0.001
11802,-10.013,-9.906
11803,-13.511,-13.285
11804,0.042,0.059
11805,0.067,0.072
11806,0.108,0.121
11807,0.070,0.120
11808,0.099,0.117
11809,0.017,0.011
11810,0.047,-0.029
11811,0.037,0.034
11812,0.040,0.709
11813,-0.076,-0.037
11814,0.091,0.068
11815,-0.079,0.030
11816,-0.268,-0.285
11817,-0.248,-0.250
11818,0.108,0.110
11819,0.037,0.038
11820,0.025,0.028
11821,-0.050,-0.026
11822,0.109,0.113
11823,-0.041,-0.032
11824,0.054,0.069
11825,0.017,0.028
11826,0.039,0.072
11827,0.302,-0.239
11828,0.320,0.063
11829,0.125,0.129
11830,0.231,0.232
11831,0.143,0.121
11832,0.082,0.086
11833,0.170,0.180
11834,0.255,0.257
11835,0.162,0.164
11836,-0.354,-0.351
11837,-0.467,-0.455
11838,-0.072,-0.077
11839,-0.243,-0.292
11840,-0.873,-0.960
11841,-0.148,-0.250
11842,-0.099,-0.188
11843,-0.050,0.036
11844,-0.132,-0.155
11845,-0.015,-0.039
11846,-0.054,-0.045
11847,-0.098,-0.118
11848,0.094,0.296
11849,0.086,0.314
11850,0.024,0.036
11851,0.030,0.127
11852,0.029,0.251
11853,0.090,0.135
11854,0.061,0.096
11855,0.053,0.093
11856,0.065,0.064
11857,0.034,0.078
11858,0.053,0.087
11859,0.046,0.090
11860,0.045,0.044
11861,0.055,0.328
11862,0.138,0.341
11863,-0.042,0.195
11864,0.120,0.141
11865,0.052,0.196
11866,-0.199,-0.132
11867,-0.013,0.146
11868,-0.171,-0.066
11869,0.154,0.269
11870,-3.928,-11.396
11871,-0.148,-0.032
11872,-0.438,-0.237
11873,-0.177,-0.337
11874,0.001,0.021
11875,-0.569,-0.411
11876,-3.399,-3.839
11877,-0.280,-0.244
11878,-2.793,-3.121
11879,0.201,0.173
11880,0.173,0.177
11881,0.153,0.136
11882,0.149,-0.022
11883,-0.205,-0.198
11884,0.204,0.004
11885,0.118,-0.035
11886,-0.502,-0.158
11887,0.167,0.078
11888,-0.260,-0.278
11889,0.043,0.046
11890,0.079,0.079
11891,0.065,0.060
11892,0.090,0.108
11893,0.100,0.107
11894,0.086,0.084
11895,0.089,0.080
11896,0.079,0.074
11897,0.093,0.096
11898,0.084,0.091
11899,0.075,0.051
11900,0.080,0.332
11901,0.457,0.469
11902,0.049,0.067
11903,-0.041,-0.046
11904,0.200,0.143
11905,-0.172,-0.349
11906,-2.649,-2.786
11907,0.743,0.559
11908,-0.080,-0.850
11909,-0.438,-0.299
11910,-0.469,3.892
11911,-0.517,-12.676
11912,0.071,-0.237
11913,-0.976,-1.298
11914,-3.009,-3.210
11915,-3.035,-4.156
11916,0.170,0.169
11917,0.042,0.062
11918,-0.050,8.987
11919,-0.257,-0.003
11920,-0.242,0.616
11921,-0.047,0.183
11922,-0.034,-0.114
11923,-0.060,-0.138
11924,0.034,0.236
11925,-0.209,-0.249
11926,-0.273,0.578
11927,-0.054,0.276
11928,-0.020,0.031
11929,0.036,0.028
11930,0.003,0.081
11931,0.024,0.000
11932,0.025,0.032
11933,-0.025,-0.055
11934,0.057,0.027
11935,0.005,-0.012
11936,0.012,-0.010
11937,-0.057,-0.082
11938,0.031,0.014
11939,-0.018,-0.044
11940,-0.021,-0.049
11941,0.022,-0.001
11942,0.055,0.043
11943,-0.011,-0.019
11944,0.018,0.010
11945,0.011,-0.005
11946,0.081,0.076
11947,0.076,0.064
11948,0.046,0.041
11949,0.053,0.050
11950,0.061,0.070
11951,0.012,0.009
11952,0.028,0.023
11953,0.029,0.027
11954,0.005,0.004
11955,0.020,0.015
11956,0.003,-0.001
11957,0.014,0.007
11958,0.024,0.017
11959,0.011,0.005
11960,0.011,0.003
11961,0.011,0.007
11962,0.022,0.019
11963,0.016,0.011
11964,0.053,0.053
11965,0.125,0.125
11966,0.144,0.141
11967,0.074,0.044
11968,0.071,0.054
11969,0.015,-0.017
11970,0.056,0.045
11971,0.051,0.072
11972,0.049,0.042
11973,0.018,-0.013
11974,0.014,-0.020
11975,0.002,0.078
11976,0.010,0.001
11977,-0.023,0.003
11978,-0.022,-0.062
11979,0.002,-0.033
11980,-0.044,-0.104
11981,-0.015,-0.034
11982,-0.030,-0.154
11983,-0.019,-0.141
11984,0.062,0.135
11985,0.356,0.249
11986,0.101,0.099
11987,0.163,0.170
11988,0.105,0.080
11989,0.105,0.113
11990,0.087,0.051
11991,0.072,0.087
11992,0.064,0.076
11993,0.070,0.063
11994,0.036,0.047
11995,0.031,0.052
11996,0.036,0.026
11997,-0.605,-0.655
11998,-0.379,-0.359
11999,-0.482,-0.604
12000,-0.539,-0.506
12001,-0.320,-0.496
12002,-0.193,-0.116
12003,-0.216,-0.187
12004,-0.340,-0.416
12005,-0.178,-0.173
12006,-0.657,-0.560
12007,0.494,0.559
12008,0.185,-0.271
12009,0.151,0.203
12010,-0.095,-0.340
12011,0.058,0.088
12012,-0.020,-0.030
12013,-0.009,0.073
12014,0.200,0.187
12015,0.122,0.099
12016,0.088,0.076
12017,0.011,0.062
12018,0.009,0.022
12019,0.050,-0.005
12020,0.186,0.132
12021,0.113,-0.114
12022,0.130,-0.020
12023,0.046,-0.029
12024,0.056,0.068
12025,0.056,0.077
12026,0.055,0.041
12027,0.050,0.099
12028,0.047,0.035
12029,0.044,0.032
12030,0.043,0.037
12031,0.023,0.061
12032,0.036,0.037
12033,0.046,0.068
12034,0.228,0.254
12035,0.483,0.511
12036,0.656,0.656
12037,-0.282,-0.257
12038,-0.304,-0.325
12039,-0.221,-0.292
12040,-0.191,-0.270
12041,-0.196,-0.177
12042,-0.178,-0.222
12043,-0.262,-0.561
12044,-0.206,-0.623
12045,-0.110,-0.138
12046,-0.176,0.006
12047,-0.200,-0.354
12048,-0.290,-0.722
12049,0.147,0.089
12050,0.021,-0.481
