,영업이익율,EBITDA마진율
2802,0.132,0.279
2803,0.160,0.186
2804,0.120,0.154
2805,0.135,0.175
2806,0.143,0.161
2807,0.138,0.151
2808,-0.050,0.036
2809,-0.132,-0.155
2810,-0.015,-0.039
2811,-0.054,-0.045
2812,-0.098,-0.118
2813,0.094,0.296
2814,0.086,0.314
2815,0.061,0.099
2816,0.030,0.127
2817,0.029,0.251
2818,0.090,0.135
2819,0.061,0.096
2820,0.053,0.093
2821,0.053,0.087
2822,0.046,0.090
2823,0.045,0.044
2824,0.047,0.089
2825,0.054,0.083
2826,0.055,0.328
2827,-8.112,-8.000
2828,-2.283,-1.890
2829,-0.015,0.060
2830,-1.408,-1.301
2831,-0.926,-0.632
2832,-1.468,-1.178
2833,-1.460,-1.244
2834,-1.539,-1.217
2835,-1.391,-1.016
2836,-1.502,-1.841
2837,-1.214,-0.923
2838,-1.485,-1.390
2839,-1.424,-1.211
2840,-1.361,-0.808
2841,-2.283,-2.005
2842,-2.015,-1.586
2843,-2.423,-2.233
2844,-8.866,-4.033
2845,-4.108,-6.060
2846,-5.033,-11.057
2847,-14.904,37.515
2848,-8.644,-42.288
2849,-13.292,-11.338
2850,-1.456,-1.718
2851,-0.751,-0.872
2852,-0.690,-0.896
2853,-0.569,-1.152
2854,0.145,0.074
2855,0.103,0.096
2856,-0.130,-0.199
2857,-0.230,-0.310
2858,-0.176,-0.461
2859,-0.533,-0.568
2860,-0.276,-0.323
2861,-0.362,-1.020
2862,-0.403,-0.330
2863,-0.263,-0.757
2864,-0.465,-0.846
2865,-0.456,-1.006
2866,-0.486,-0.418
2867,-0.445,-0.533
2868,0.064,-0.025
2869,0.027,0.032
2870,0.062,0.073
2871,0.017,-0.014
2872,0.057,0.066
2873,0.087,0.067
2874,0.051,0.061
2875,0.042,0.046
2876,0.059,0.047
2877,0.044,0.045
2878,0.055,0.076
2879,0.013,0.014
2880,0.035,0.022
2881,0.003,0.026
2882,0.036,0.019
2883,0.009,0.037
2884,0.000,-0.145
2885,0.027,0.020
2886,0.030,0.000
2887,0.046,0.067
2888,0.053,0.049
2889,0.011,0.030
2890,0.104,0.081
2891,0.102,0.100
2892,0.064,-0.037
2893,0.069,0.079
2894,0.067,-0.031
2895,0.003,-0.044
2896,0.089,0.068
2897,-0.184,-0.214
2898,-0.049,-0.092
2899,-0.203,-0.237
2900,-0.079,-0.121
2901,-0.036,-0.052
2902,0.039,0.002
2903,-0.091,-0.152
2904,-0.077,-0.092
2905,-0.006,-0.012
2906,-0.020,-0.010
2907,0.045,0.148
2908,-0.053,-0.389
2909,0.040,-0.113
2910,-0.018,-0.071
2911,0.090,0.006
2912,-0.023,-0.102
2913,-0.146,-0.224
2914,-0.202,-0.109
2915,-0.115,-0.555
2916,-0.100,-0.152
2917,-0.030,-0.036
2918,-0.085,-0.245
2919,-0.164,-0.161
2920,-0.177,-0.203
2921,-0.091,-0.106
2922,-0.116,-0.159
2923,-0.087,-0.140
2924,-0.093,-0.154
2925,-0.038,-0.084
2926,-0.062,-0.125
2927,-0.005,-0.058
2928,0.098,0.021
2929,0.163,0.016
2930,0.154,0.010
2931,0.422,0.049
2932,0.315,0.420
2933,0.442,0.504
2934,0.092,0.108
2935,0.292,0.343
2936,0.226,0.269
2937,0.190,0.217
2938,0.239,0.289
2939,0.267,0.317
2940,0.032,0.215
2941,0.201,0.314
2942,0.152,0.165
2943,0.091,0.219
2944,-0.111,-0.375
2945,0.048,0.278
2946,0.176,0.520
2947,0.014,0.174
2948,0.155,0.200
2949,0.174,0.278
2950,0.052,0.044
2951,0.069,0.204
2952,-0.290,-0.570
2953,-0.168,-0.301
2954,-0.180,-0.382
2955,-0.088,-0.125
2956,-0.012,-0.228
2957,0.024,-0.395
2958,-0.038,-0.551
2959,0.057,-0.049
2960,-0.212,-3.512
2961,-0.579,-1.463
2962,0.048,-3.928
2963,0.050,0.058
2964,0.068,0.079
2965,0.058,0.050
2966,0.047,0.059
2967,0.032,0.021
2968,0.049,0.083
2969,0.040,0.067
2970,0.030,0.041
2971,-0.009,0.004
2972,0.000,0.021
2973,-0.014,-0.038
2974,0.001,0.002
2975,-0.002,-0.006
2976,0.052,0.054
2977,0.036,0.076
2978,0.023,0.013
2979,-0.039,-0.026
2980,-0.022,-0.042
2981,0.043,0.033
2982,0.011,-0.037
2983,0.024,0.037
2984,0.048,0.057
2985,0.034,0.039
2986,0.046,0.025
2987,0.035,0.034
2988,0.138,0.157
2989,0.126,0.124
2990,0.125,0.157
2991,0.127,0.108
2992,0.144,0.189
2993,0.070,0.047
2994,0.043,0.035
2995,0.090,0.095
2996,0.060,0.061
2997,0.072,0.041
2998,0.037,0.019
2999,0.074,0.064
3000,0.146,0.127
3001,0.081,0.062
3002,0.075,0.034
3003,0.101,0.079
3004,0.131,0.189
3005,0.046,0.059
3006,0.081,0.081
3007,0.110,0.092
3008,0.003,-0.002
3009,0.049,0.045
3010,0.061,0.047
3011,0.048,0.027
3012,0.050,0.056
3013,0.035,-0.009
3014,0.036,0.055
3015,0.026,0.044
3016,0.035,0.028
3017,0.027,0.042
3018,0.030,0.074
3019,0.037,0.033
3020,0.037,0.027
3021,0.044,0.076
3022,0.051,0.073
3023,0.049,0.103
3024,0.051,0.036
3025,0.007,0.085
3026,0.011,-0.036
3027,0.035,0.017
3028,-0.030,-0.054
3029,0.045,0.098
3030,0.039,0.048
3031,0.027,0.098
3032,0.092,0.081
3033,0.113,0.119
3034,0.089,0.095
3035,0.097,0.105
3036,0.078,0.091
3037,0.114,0.128
3038,0.077,0.088
3039,0.085,0.072
3040,0.032,0.029
3041,0.094,0.086
3042,0.074,0.086
3043,0.060,0.055
3044,0.067,0.051
3045,0.050,0.088
3046,0.204,0.221
3047,0.290,0.306
3048,0.259,0.256
3049,0.147,0.172
3050,0.123,0.131
3051,0.081,0.078
3052,0.099,0.108
3053,0.071,0.063
3054,0.001,0.010
3055,0.026,0.015
3056,-0.122,-0.127
3057,0.113,0.123
3058,0.093,-0.084
3059,-0.139,-0.191
3060,0.010,-0.083
3061,-0.393,-0.358
3062,-0.562,-0.927
3063,-0.301,-0.283
3064,0.138,0.146
3065,0.107,0.160
3066,0.126,0.130
3067,0.090,0.106
3068,0.117,0.137
3069,0.084,0.094
3070,0.088,0.107
3071,0.063,0.065
3072,0.130,0.122
3073,0.144,0.146
3074,0.138,0.176
3075,0.096,0.148
3076,0.077,0.096
3077,0.074,0.135
3078,0.062,0.236
3079,0.045,0.123
3080,0.055,0.554
3081,0.077,0.083
3082,0.104,0.118
3083,0.124,0.132
3084,0.093,0.116
3085,0.162,0.174
3086,0.134,0.168
3087,0.129,0.173
3088,0.184,0.205
3089,0.185,0.198
3090,0.150,0.239
3091,0.170,0.211
3092,0.187,0.197
3093,-3.946,-3.602
3094,-4.567,-9.596
3095,-4.602,-3.122
3096,0.011,0.029
3097,0.019,0.026
3098,-0.054,-0.038
3099,0.001,0.019
3100,-0.032,-0.039
3101,-0.003,0.012
3102,-0.049,-0.050
3103,-0.024,-0.016
3104,-0.002,0.002
3105,0.006,0.049
3106,-0.049,-0.053
3107,-0.015,0.001
3108,-0.018,0.015
3109,-0.010,0.006
3110,-0.067,-0.013
3111,-0.047,-0.047
3112,-0.004,0.019
3113,-0.024,-0.007
3114,0.006,0.047
3115,0.005,-0.011
3116,-0.030,0.041
3117,0.191,0.193
3118,0.144,0.149
3119,0.158,0.157
3120,0.060,0.115
3121,0.086,0.193
3122,0.112,0.166
3123,0.118,0.135
3124,0.154,0.235
3125,0.210,0.255
3126,0.185,0.215
3127,0.163,0.186
3128,0.194,0.225
3129,0.123,0.147
3130,0.166,0.199
3131,0.085,0.129
3132,0.111,0.136
3133,0.088,0.135
3134,0.094,0.126
3135,0.128,0.175
3136,0.151,0.192
3137,0.033,0.091
3138,0.585,0.595
3139,0.616,0.621
3140,0.720,0.976
3141,0.522,0.469
3142,0.556,-0.246
3143,-0.109,-0.127
3144,-0.039,-0.040
3145,0.052,0.015
3146,-0.120,-0.013
3147,-0.012,-0.006
3148,-0.001,-0.018
3149,-0.092,-0.082
3150,-0.177,-0.196
3151,-0.032,-0.052
3152,-0.098,-0.122
3153,-0.103,-0.063
3154,0.019,-0.002
3155,0.079,0.143
3156,0.143,-0.001
3157,0.091,0.799
3158,0.061,-0.305
3159,0.131,0.116
3160,0.067,0.071
3161,0.154,0.180
3162,-0.013,-0.081
3163,0.052,-0.117
3164,0.052,-0.022
3165,0.101,0.004
3166,0.072,-0.284
3167,0.008,0.018
3168,0.062,0.078
3169,0.048,0.060
3170,0.057,-0.005
3171,-0.169,-0.065
3172,-0.185,-0.134
3173,-0.073,-0.066
3174,-0.156,-0.117
3175,-0.428,-0.354
3176,-0.234,-0.226
3177,-0.337,-0.376
3178,-0.388,-0.373
3179,-0.349,-0.355
3180,-0.045,0.065
3181,0.338,0.358
3182,0.027,0.006
3183,-0.133,-0.171
3184,0.023,0.033
3185,0.066,0.042
3186,0.041,0.023
3187,0.054,0.020
3188,0.093,0.053
3189,0.058,0.025
3190,0.117,0.076
3191,0.157,0.158
3192,0.126,0.093
3193,0.099,0.079
3194,0.122,0.128
3195,-0.064,-0.086
3196,0.036,0.031
3197,0.044,0.031
3198,0.047,0.066
3199,0.068,0.061
3200,0.059,0.073
3201,0.107,0.087
3202,0.182,0.181
3203,0.159,0.169
3204,0.147,0.150
3205,0.147,0.160
3206,0.170,0.161
3207,0.102,0.081
3208,0.155,0.151
3209,0.152,0.189
3210,0.143,0.208
3211,0.076,0.088
3212,0.083,0.097
3213,0.094,0.097
3214,0.093,0.105
3215,0.092,0.106
3216,0.114,0.124
3217,0.094,0.099
3218,-0.020,-0.046
3219,0.006,-0.014
3220,0.046,-0.002
3221,0.038,0.017
3222,-0.008,-0.073
3223,-0.069,-0.066
3224,0.025,0.025
3225,-0.050,-0.104
3226,-0.060,-0.073
3227,-0.072,-0.090
3228,-0.122,-0.142
3229,-0.079,-0.222
3230,-0.139,-0.114
3231,0.225,0.220
3232,0.037,0.032
3233,0.066,0.067
3234,-0.035,0.007
3235,-0.039,-0.070
3236,0.046,0.028
3237,-0.007,-0.148
3238,0.013,0.034
3239,0.080,0.137
3240,0.072,0.130
3241,0.068,0.097
3242,0.016,0.022
3243,-0.026,-0.002
3244,0.004,0.029
3245,-0.025,-0.027
3246,-0.158,-0.108
3247,0.006,0.038
3248,-0.021,-0.023
3249,0.022,0.032
3250,-0.034,-0.004
3251,0.048,0.048
3252,0.041,0.069
3253,0.090,0.084
3254,0.086,0.069
3255,0.085,0.077
3256,0.039,0.024
3257,0.064,0.047
3258,0.069,0.042
3259,0.067,0.020
3260,0.042,0.033
3261,0.089,0.075
3262,0.034,0.013
3263,0.072,0.057
3264,0.076,0.074
3265,0.096,0.095
3266,0.021,0.035
3267,0.083,0.076
3268,0.076,0.088
3269,0.093,0.104
3270,0.031,0.049
3271,0.087,0.086
3272,0.014,0.024
3273,0.064,0.068
3274,0,
3275,0.071,-0.164
3276,0.037,-0.466
3277,0.003,-0.020
3278,0.032,0.079
3279,0.051,0.086
3280,0.061,0.086
3281,0.110,0.127
3282,0.146,0.170
3283,0.144,0.191
3284,0.080,0.095
3285,0.078,0.079
3286,0.103,0.106
3287,0.085,0.091
3288,0.091,0.094
3289,0.062,0.067
3290,0.076,0.079
3291,0.072,0.075
3292,0.066,0.163
3293,0.048,0.067
3294,0.056,0.067
3295,0.060,0.069
3296,0.080,0.089
3297,0.063,0.068
3298,0.081,0.092
3299,0.075,0.085
3300,0.083,0.094
3301,0.073,0.084
3302,0.084,0.098
3303,0.034,0.047
3304,0.025,0.038
3305,-0.313,-0.410
3306,-0.223,-0.386
3307,-0.729,-0.970
3308,-0.520,-0.649
3309,0.245,0.113
3310,-0.265,-0.350
3311,-0.141,-0.218
3312,-0.179,-0.412
3313,-0.333,-0.501
3314,-0.746,-0.801
3315,-0.508,-0.649
3316,-0.653,-0.777
3317,-0.394,-0.269
3318,-0.228,-0.460
3319,-0.180,-0.129
3320,-0.103,-0.280
3321,-0.179,0.025
3322,-0.484,-0.543
3323,-0.692,-0.734
3324,-0.474,-0.725
3325,-0.403,-0.527
3326,-0.291,-0.414
3327,0.097,0.075
3328,0.153,0.153
3329,0.105,0.079
3330,-0.110,-0.145
3331,-0.082,0.375
3332,0.085,0.088
3333,0.025,0.059
3334,-0.158,-0.165
3335,-0.030,-0.035
3336,-0.054,-0.127
3337,0.093,0.065
3338,0.052,-0.134
3339,0.124,0.122
3340,0.074,0.051
3341,-0.126,-0.132
3342,0.014,0.096
3343,0.202,0.197
3344,0.092,-0.209
3345,0.101,-0.002
3346,0.048,-0.056
3347,0.081,0.131
3348,0.048,-0.069
3349,0.034,0.032
3350,0.121,0.233
3351,0.179,0.166
3352,0.092,-0.054
3353,-0.047,-0.115
3354,-0.030,-0.172
3355,0.046,-0.134
3356,0.051,0.047
3357,0.059,0.088
3358,0.131,0.139
3359,0.138,0.137
3360,0.140,0.142
3361,0.175,0.177
3362,0.140,0.481
3363,0.128,0.134
3364,0.125,0.126
3365,0.141,0.214
3366,0.124,0.127
3367,0.157,0.160
3368,0.166,0.169
3369,-0.023,-0.015
3370,0.288,0.305
3371,-2.032,-2.039
3372,-1.436,-1.319
3373,-1.559,-1.546
3374,0.008,-0.020
3375,0.056,0.037
3376,0.015,-0.009
3377,0.025,0.011
3378,0.034,0.008
3379,0.020,0.007
3380,0.024,0.007
3381,0.032,-0.021
3382,0.025,0.005
3383,0.041,0.029
3384,0.029,-0.001
3385,0.027,0.009
3386,0.017,0.012
3387,0.024,0.013
3388,0.018,0.010
3389,0.020,0.009
3390,0.012,0.022
3391,0.037,0.009
3392,0.026,0.007
3393,0.030,0.013
3394,0.016,0.013
3395,0.041,0.047
3396,-0.002,0.010
3397,0.065,0.049
3398,0.037,0.012
3399,0.110,0.112
3400,0.093,0.081
3401,0.039,0.028
3402,0.011,0.003
3403,0.012,0.018
3404,0.003,-0.004
3405,0.037,0.060
3406,0.043,0.032
3407,0.052,0.043
3408,0.029,0.034
3409,0.076,0.074
3410,0.040,0.019
3411,0.024,0.023
3412,0.029,0.022
3413,0.044,0.039
3414,0.053,0.045
3415,0.022,0.003
3416,0.028,0.023
3417,0.040,0.014
3418,-0.016,-0.010
3419,0.013,0.023
3420,0.012,0.018
3421,0.095,0.080
3422,0.124,0.127
3423,0.111,0.081
3424,0.032,0.091
3425,0.061,0.021
3426,-0.107,-0.136
3427,-0.043,-0.083
3428,-0.089,-0.151
3429,-0.047,-0.082
3430,0.030,-0.023
3431,-0.029,-0.072
3432,0.066,0.031
3433,0.057,0.012
3434,0.006,-0.022
3435,0.070,0.061
3436,0.037,0.025
3437,0.042,0.028
3438,-0.082,-0.098
3439,0.045,0.022
3440,-0.204,-0.232
3441,-0.080,-0.118
3442,0.106,0.066
3443,0.059,-0.193
3444,-0.208,-0.363
3445,0.009,0.037
3446,0.109,0.061
3447,-0.048,-0.067
3448,0.177,0.176
3449,-0.058,-0.043
3450,-0.133,-0.102
3451,-2.222,-2.476
3452,-0.267,-0.206
3453,-0.137,-0.070
3454,0.042,-0.009
3455,-0.298,-0.265
3456,0.039,0.352
3457,-0.945,-0.683
3458,-1.700,4.350
3459,-1.345,0.570
3460,-1.520,-2.180
3461,-0.664,-5.015
3462,0.289,-0.231
3463,-0.197,-2.523
3464,0.053,0.850
3465,-0.548,-7.257
3466,-0.353,-1.488
3467,-0.515,3.004
3468,-0.309,-2.953
3469,-0.799,-6.024
3470,-0.472,-2.539
3471,-0.640,12.258
3472,0.011,0.003
3473,0.020,0.017
3474,-0.009,0.020
3475,0.008,0.016
3476,-0.020,-0.019
3477,-0.018,-0.020
3478,-0.039,-0.042
3479,-0.009,-0.007
3480,0.234,0.212
3481,0.177,0.162
3482,0.223,0.206
3483,0.217,0.194
3484,0.239,0.240
3485,0.207,0.243
3486,0.250,0.238
3487,0.215,0.226
3488,0.238,0.232
3489,0.190,0.189
3490,0.237,0.251
3491,0.219,0.237
3492,0.243,0.251
3493,0.214,0.229
3494,0.249,0.247
3495,0.228,0.194
3496,0.234,0.211
3497,0.217,0.198
3498,0.248,0.224
3499,0.234,0.211
3500,0.256,0.311
3501,0.222,0.192
3502,-1.510,-1.587
3503,-0.602,-0.795
3504,-0.525,-0.626
3505,-0.496,-0.370
3506,-0.411,-0.534
3507,-0.483,-0.884
3508,-0.881,-1.037
3509,-0.908,-0.345
3510,-0.899,-1.166
3511,0.011,0.019
3512,-0.038,-0.057
3513,-0.040,-0.035
3514,0.005,-0.017
3515,0.026,0.028
3516,-0.024,-0.027
3517,0.023,0.018
3518,0.021,0.021
3519,0.028,0.026
3520,0.007,0.027
3521,-0.014,-0.010
3522,0.005,0.001
3523,0.012,0.005
3524,0.031,0.027
3525,-0.031,-0.011
3526,0.006,0.008
3527,0.041,0.039
3528,0.028,0.023
3529,-0.028,-0.024
3530,0.025,0.018
3531,0.013,0.010
3532,0.045,0.015
3533,0.011,-0.010
3534,0.157,0.693
3535,-0.132,-0.040
3536,0.026,0.034
3537,0.045,0.048
3538,0.048,0.051
3539,0.040,0.044
3540,0.018,0.013
3541,0.023,0.020
3542,0.017,0.014
3543,0.020,0.018
3544,0.007,0.003
3545,0.020,0.017
3546,0.014,0.011
3547,0.206,0.210
3548,0.075,0.107
3549,0.234,0.248
3550,0.174,0.190
3551,0.118,0.130
3552,0.042,0.057
3553,0.183,0.191
3554,0.183,-0.140
3555,0.182,0.181
3556,0.167,-0.173
3557,0.230,-0.326
3558,0.191,0.040
3559,0.173,-0.714
3560,0.035,1.391
3561,0.314,0.498
3562,0.178,0.244
3563,0.007,0.128
3564,0.189,0.051
3565,0.245,0.302
3566,0.079,0.114
3567,0.119,0.158
3568,0.204,0.221
3569,0.290,0.306
3570,0.259,0.256
3571,0.147,0.172
3572,0.123,0.131
3573,0.081,0.078
3574,0.099,0.108
3575,0.071,0.063
3576,0.001,0.010
3577,0.026,0.015
3578,-0.122,-0.127
3579,-0.139,-0.191
3580,0.010,-0.083
3581,-0.393,-0.358
3582,-0.562,-0.927
3583,-0.301,-0.283
3584,0.170,0.188
3585,0.154,0.178
3586,0.147,0.180
3587,0.184,0.198
3588,0.228,0.222
3589,0.165,0.168
3590,0.080,0.112
3591,-0.098,0.709
3592,-0.161,-0.155
3593,-0.093,-0.196
3594,-0.099,0.092
3595,0.008,0.450
3596,-0.016,0.126
3597,-0.159,-0.125
3598,-0.074,0.103
3599,0.004,0.673
3600,0.042,0.179
3601,0.020,0.001
3602,0.052,0.533
3603,0.011,1.014
3604,-0.029,0.000
3605,-0.011,0.027
3606,-0.005,0.214
3607,0.037,0.915
3608,0.112,0.113
3609,0.033,-0.034
3610,0.077,0.290
3611,0.147,0.778
3612,0.158,0.164
3613,0.119,0.125
3614,-0.308,-0.551
3615,-0.157,-0.129
3616,-1.009,-1.082
3617,-0.401,-0.840
3618,-0.368,-0.443
3619,-0.333,-0.113
3620,0.405,0.399
3621,-0.172,-0.870
3622,-1.935,-1.478
3623,0.045,0.009
3624,0.047,0.061
3625,0.035,-0.083
3626,0.028,0.041
3627,0.008,-0.276
3628,0.031,0.005
3629,-0.007,0.009
3630,-0.191,-0.710
3631,-0.038,-0.018
3632,-0.448,-0.123
3633,-0.069,-0.124
3634,0.010,-0.489
3635,-0.218,0.054
3636,0.040,0.093
3637,-0.208,-0.150
3638,-0.069,-0.571
3639,-0.375,-0.393
3640,-0.178,-2.229
3641,-0.993,-2.083
3642,-0.744,-3.981
3643,-0.495,-0.557
3644,-0.383,-1.455
3645,-0.236,-0.407
3646,-0.685,-0.641
3647,-2.126,-1.992
3648,-0.897,-0.872
3649,-0.576,-0.576
3650,-0.299,-0.465
3651,-0.220,-0.363
3652,-0.321,-0.492
3653,-0.425,-0.598
3654,-0.322,-1.055
3655,-0.431,-0.852
3656,-0.487,-1.949
3657,-0.453,-0.898
3658,-0.381,-0.335
3659,-0.373,-0.772
3660,-0.384,-1.352
3661,-0.312,0.427
3662,0.091,0.261
3663,0.121,0.130
3664,0.105,0.160
3665,0.123,0.135
3666,0.116,0.192
3667,0.152,0.152
3668,0.166,0.178
3669,0.146,0.182
3670,0.157,0.179
3671,0.197,0.199
3672,0.187,0.213
3673,0.188,0.199
3674,0.205,0.299
3675,0.172,0.298
3676,0.167,0.070
3677,0.181,0.248
3678,0.160,0.176
3679,0.133,0.150
3680,0.103,0.148
3681,0.127,0.163
3682,-0.034,-0.114
3683,-0.060,-0.138
3684,0.034,0.236
3685,-0.209,-0.249
3686,-0.273,0.578
3687,0.006,-0.043
3688,0.110,0.085
3689,0.098,0.039
3690,0.223,0.225
3691,0.299,0.278
3692,0.278,0.274
3693,-0.067,-0.111
3694,-0.042,-0.048
3695,0.013,-0.035
3696,-0.039,-0.159
3697,0.039,0.010
3698,0.017,0.170
3699,0.006,-0.048
3700,0.023,0.022
3701,0.019,-0.013
3702,0.008,0.035
3703,0.059,0.067
3704,0.028,0.018
3705,0.033,0.111
3706,0.046,0.127
3707,0.099,0.093
3708,0.064,0.137
3709,0.064,0.069
3710,0.063,0.076
3711,0.053,0.057
3712,0.059,0.067
3713,0.042,0.048
3714,0.047,0.057
3715,0.036,0.043
3716,0.045,0.051
3717,0.036,0.048
3718,0.039,0.051
3719,0.056,0.064
3720,0.046,0.055
3721,0.040,0.052
3722,0.045,0.058
3723,0.046,0.065
3724,0.126,0.117
3725,0.123,0.141
3726,0.157,0.158
3727,0.193,0.190
3728,0.154,0.154
3729,0.282,0.263
3730,0.008,-0.006
3731,0.016,-0.034
3732,0.021,0.008
3733,0.008,-0.191
3734,0.006,0.012
3735,0.001,0.127
3736,-0.030,-0.042
3737,-0.022,0.019
3738,-0.051,-0.152
3739,-0.118,-0.135
3740,-0.011,-0.033
3741,-0.063,-0.148
3742,-0.130,-0.099
3743,-0.056,-0.161
3744,-0.060,-0.128
3745,-0.059,-0.078
3746,0.022,-0.004
3747,-0.024,0.090
3748,-0.020,-0.019
3749,0.038,0.041
3750,0.018,0.046
3751,-0.046,0.005
3752,-0.046,0.051
3753,-0.006,-0.037
3754,0.051,0.023
3755,0.052,0.081
3756,-0.022,-0.031
3757,0.020,0.009
3758,-0.077,-0.064
3759,-0.064,-0.076
3760,-0.150,-0.209
3761,0.030,0.084
3762,0.006,0.049
3763,0.001,0.008
3764,-0.328,-0.194
3765,0.048,-0.050
3766,0.012,0.027
3767,-0.202,-0.452
3768,0.020,0.430
3769,0.108,-0.010
3770,-0.085,-0.098
3771,-0.116,-0.042
3772,0.076,0.083
3773,0.411,0.417
3774,-0.064,-0.158
3775,-0.015,-0.007
3776,-0.070,-0.125
3777,-0.607,-0.571
3778,-0.159,-0.211
3779,-5.687,-5.154
3780,-1.087,-1.742
3781,0.070,0.058
3782,0.057,0.054
3783,0.051,0.082
3784,0.045,0.049
3785,0.052,0.035
3786,0.030,0.015
3787,0.037,0.009
3788,0.028,0.009
3789,-0.068,-0.098
3790,0.051,0.012
3791,0.054,0.047
3792,0.035,0.004
3793,0.090,0.098
3794,0.084,0.095
3795,0.093,0.098
3796,0.094,0.104
3797,0.087,0.093
3798,0.083,0.085
3799,0.084,0.091
3800,0.046,0.072
3801,0.051,0.053
3802,0.052,0.060
3803,0.065,0.091
3804,0.059,0.082
3805,0.055,0.079
3806,0.054,0.069
3807,0.083,0.098
3808,0.063,0.063
3809,0.055,0.063
3810,0.058,0.052
3811,0.073,0.095
3812,-4.417,-4.106
3813,-585.799,-561.818
3814,-985.360,-953.581
3815,-32.147,-30.939
3816,-930.078,-912.620
3817,-894.290,-937.984
3818,-11.264,-10.970
3819,-6.910,-7.401
3820,-1.912,-1.945
3821,-2.863,-2.451
3822,-1.581,-0.163
3823,-2.164,-2.058
3824,-3.502,-4.578
3825,-3.272,-3.191
3826,-2.921,-5.699
3827,-3.746,-4.567
3828,-3.446,-4.032
3829,-0.592,-0.486
3830,0.062,0.086
3831,0.025,0.076
3832,0.315,0.322
3833,-0.372,-0.297
3834,0.235,0.262
3835,0.037,0.138
3836,-0.358,-0.231
3837,-0.318,-1.400
3838,-0.661,-1.440
3839,-0.677,-0.259
3840,-0.493,-0.839
3841,-0.629,0.539
3842,-0.538,-0.438
3843,-0.701,-0.976
3844,-1.007,-1.067
3845,-0.951,-2.981
3846,-0.489,0.898
3847,0.124,0.137
3848,0.140,0.107
3849,0.120,0.139
3850,0.116,0.131
3851,0.168,0.168
3852,0.016,0.041
3853,0.111,0.119
3854,0.057,0.061
3855,0.016,0.046
3856,-0.042,-0.045
3857,0.003,0.016
3858,-0.060,-0.067
3859,0.010,0.048
3860,0.025,0.055
3861,0.045,0.047
3862,0.016,0.036
3863,-0.061,-0.136
3864,0.042,0.092
3865,-0.105,-0.021
3866,-0.078,-0.035
3867,-0.165,-0.078
3868,-0.169,-0.111
3869,-0.164,-0.154
3870,0.019,0.077
3871,0.142,0.138
3872,0.172,0.167
3873,0.081,0.090
3874,-0.052,0.006
3875,0.026,0.022
3876,0.122,0.116
3877,0.026,0.036
3878,-0.093,-0.065
3879,-0.053,-0.056
3880,0.045,0.044
3881,-0.036,-0.030
3882,-0.160,-0.152
3883,0.020,0.011
3884,0.042,0.002
3885,-0.048,-0.063
3886,-0.037,-0.020
3887,0.040,0.028
3888,0.103,0.099
3889,0.048,0.047
3890,-0.066,-0.045
3891,-0.077,-0.083
3892,-0.077,-0.080
3893,-0.021,-0.043
3894,-0.072,0.002
3895,-0.125,-0.138
3896,-0.018,-0.537
3897,-0.126,-0.107
3898,0.142,0.152
3899,0.058,0.070
3900,0.045,0.073
3901,-0.070,-0.059
3902,0.116,0.162
3903,0.055,0.077
3904,-0.006,0.052
3905,-0.173,-0.135
3906,0.117,0.125
3907,-0.077,-0.054
3908,0.179,0.200
3909,0.044,0.042
3910,0.865,0.824
3911,0.299,0.508
3912,-0.053,-0.084
3913,-0.133,-0.204
3914,-0.061,-0.141
3915,-0.234,-0.280
3916,-0.029,-0.064
3917,-0.067,-0.225
3918,-0.064,-0.101
3919,-0.128,-0.611
3920,-0.253,-0.299
3921,-0.719,-1.201
3922,-0.319,-0.390
3923,-0.276,-0.374
3924,-0.219,-0.287
3925,-0.120,-0.104
3926,-0.023,-0.061
3927,-0.077,-0.152
3928,0.047,0.037
3929,0.076,0.044
3930,0.125,0.093
3931,0.080,0.053
3932,0.089,0.063
3933,0.050,0.009
3934,0.029,0.020
3935,0.048,0.026
3936,-0.083,-0.108
3937,-0.060,-0.069
3938,-0.133,-0.159
3939,0.455,0.455
3940,0.002,0.004
3941,0.202,0.172
3942,0.034,0.011
3943,-0.900,-0.797
3944,-0.467,-0.451
3945,-0.397,-0.504
3946,-0.601,-0.744
3947,-0.285,-0.363
3948,0.046,0.090
3949,0.062,0.079
3950,0.055,0.055
3951,0.066,0.083
3952,0.079,0.078
3953,0.053,0.093
3954,0.013,0.028
3955,0.062,0.076
3956,0.110,0.112
3957,0.093,0.081
3958,0.119,0.158
3959,0.011,0.006
3960,0.018,0.013
3961,0.023,0.020
3962,0.017,0.014
3963,0.020,0.018
3964,0.007,0.003
3965,0.020,0.017
3966,0.050,0.075
3967,0.178,0.198
3968,-0.158,-0.131
3969,0.037,0.062
3970,-0.049,-0.014
3971,0.050,0.085
3972,0.050,0.081
3973,0.068,0.101
3974,-0.004,0.048
3975,0.073,0.130
3976,0.023,0.039
3977,0.035,0.072
3978,0.107,0.150
3979,0.118,0.156
3980,0.005,0.004
3981,-0.002,-0.010
3982,0.029,0.026
3983,0.022,0.016
3984,0.024,0.038
3985,0.014,0.010
3986,0.162,0.182
3987,0.065,0.087
3988,0.123,0.182
3989,0.084,-0.036
3990,0.094,0.122
3991,0.079,0.013
3992,0.044,0.070
3993,0.082,0.089
3994,0.050,0.039
3995,0.024,0.052
