,STDR_YM_CD,TRDAR_SE_C,TRDAR_SE_1,TRDAR_NO,TRDAR_NM,XCNTS_VALU,YDNTS_VALU,SIGNGU_CD,ADSTRD_CD,geometry
1229,202112,D,발달상권,2120138,당산2동(영등포우체국),190879.0,447814.0,11560,11560560,"POLYGON ((190958.64 447681.03, 190905.61 447594.77, 190827.14 447642.38, 190826 447643.12, 190790.33 447665.55, 190739.25 447695.7, 190643.38 447751.62, 190699.71 447844.16, 190700.11 447844.85, 190783.1 447792.36, 190800.76 447781.17, 190881.71 447729.9, 190905.34 447767.84, 190932.96 447812.13, 190874.45 447848.58, 190846.51 447865.97, 190882.38 447922.48, 190891.67 447937.08, 190913.89 447972.13, 190952.12 448032.41, 191114.53 447933, 191061.03 447847.68, 191099.82 447822.97, 191067.78 447770.44, 191049.07 447740.37, 191101.51 447707.98, 191080.06 447673.63, 191050.5 447623.38, 191019.83 447642.61, 190958.64 447681.03))"
1230,202112,D,발달상권,2120202,압구정로데오역(압구정로데오),203552.0,447483.0,11680,11680545,"POLYGON ((203814.91 447323.69, 203809.43 447303.32, 203788.12 447221.4, 203716.87 447209.14, 203644.31 447195.93, 203677.4 447323.17, 203636.34 447334.8, 203602.92 447344.25, 203530.83 447364.74, 203530.29 447362.8, 203513.41 447303.49, 203495.28 447239.67, 203420.74 447260.19, 203344.13 447255.38, 203281.63 447249.4, 203275.42 447310.4, 203222.64 447324.84, 203164.28 447340.72, 203178.51 447395.81, 203195.54 447457.69, 203263.2 447437.53, 203254.32 447525.44, 203251.64 447557.04, 203247.15 447598.18, 203240.42 447607.42, 203248.05 447639.44, 203261.2 447701.9, 203264.84 447700.75, 203346.31 447674.36, 203394.45 447658.81, 203464.97 447636.06, 203477.03 447687.31, 203493.26 447747.55, 203498.94 447769.11, 203540.6 447756.93, 203592.71 447741.67, 203635.99 447729.82, 203628.77 447703.8, 203663.68 447691.17, 203739.4 447671.35, 203776.97 447662.31, 203759.86 447604.69, 203888.88 447564.8, 203883.29 447547.18, 203870.74 447507.55, 203871.74 447507.31, 203939.17 447485.4, 203915.21 447407.95, 203931.57 447402.81, 203913.64 447340.24, 203826.47 447364.75, 203814.91 447323.69))"
1231,202112,D,발달상권,2120186,가로수길,201997.0,446820.0,11680,11680510,"POLYGON ((202129.15 446508.31, 202067.81 446475.47, 202012.46 446445.82, 202003.98 446441.29, 201969.3 446422.73, 201937.01 446405.58, 201871.47 446371.13, 201870.63 446370.68, 201838.5 446432.41, 201916.51 446473.49, 201892.4 446518.36, 201869.9 446560.25, 201827.36 446639.74, 201826.5 446641.92, 201806.64 446681.27, 201780.03 446732.93, 201809.73 446751.93, 201839.6 446702.56, 201864.06 446718.32, 201834.1 446767.57, 201840.93 446772.02, 201812.87 446815.35, 201775.03 446873.76, 201791.9 446915.44, 201794.28 446921.28, 201763.15 446968.26, 201728.7 447022.9, 201732.95 447025.57, 201797.05 447066.38, 201833.99 447089.84, 201859.97 447106.36, 201920.07 447144.57, 201979.77 447182.58, 202042.19 447222.24, 202108.62 447264.51, 202117.59 447270.23, 202151.58 447215.59, 202168.05 447189.08, 202184.49 447162.56, 202057.3 447082.14, 202063.29 447019.14, 202071.34 446966.85, 202118.28 446996.66, 202151.92 446942.51, 202127.95 446927.57, 202167.7 446865.8, 202165.06 446858.59, 202211.89 446815.58, 202226.7 446801.05, 202221.97 446779, 202149.8 446773.67, 202170.09 446717.44, 202178.4 446688.28, 202233.91 446696.75, 202246.29 446698.75, 202240.44 446654.94, 202265.01 446578.57, 202233.69 446564.24, 202231.92 446563.28, 202135.21 446511.56, 202129.15 446508.31))"
1232,202112,D,발달상권,2120109,서울남부지방법원,187677.0,446890.0,11470,11470620,"POLYGON ((187630.54 446700.67, 187611.92 446691.53, 187562.61 446679.2, 187507.61 446667.49, 187500.64 446717.35, 187493.54 446767.9, 187485.83 446822.95, 187480.02 446864.32, 187453.27 446861.1, 187426.28 446857.13, 187400.91 446853.36, 187374.33 446849.51, 187354.83 446846.74, 187346.98 446908.47, 187334.53 446906.66, 187325.85 446968.31, 187319.07 447014.99, 187431.44 447031.06, 187456.49 447034.45, 187459.23 447015.42, 187434.29 447012.4, 187438.81 446984.2, 187463.18 446987.65, 187495.54 446991.8, 187542.13 446997.8, 187585.26 447004.13, 187686.82 447019.4, 187690.22 446996.31, 187723.5 447001.72, 187750.61 447006.14, 187778.25 447010.62, 187775.82 447031.16, 187808.15 447035.44, 187866.8 447044.37, 187918.91 447052.05, 187911.81 447099.85, 188009.67 447113.39, 188021.72 447064.89, 188034.71 447006.34, 187927.61 446992.2, 187872.44 446984.62, 187878.05 446929.99, 187825.7 446922.12, 187826.56 446911.69, 187723.22 446898.53, 187725.31 446884.37, 187723.04 446898.53, 187697.16 446895.25, 187675.04 446892.46, 187603.85 446883.45, 187609.98 446841.45, 187610.19 446840.14, 187618.21 446785.29, 187675.59 446793.59, 187680.92 446761.83, 187696.85 446742, 187676.61 446729.41, 187630.54 446700.67))"
1233,202112,D,발달상권,2120197,역삼역,203197.0,444543.0,11680,11680640,"POLYGON ((203387.46 444265.85, 203340.2 444248.91, 203251.66 444233.78, 203180.61 444220.96, 203112.1 444209.23, 203092.55 444149.15, 203076.98 444102.54, 203037.73 444088.06, 202976.36 444063.78, 202965.22 444059.42, 202884.07 444028.62, 202814.96 444209.77, 202744.77 444394.47, 202699.05 444512.87, 202777.11 444542.89, 202741.55 444633.2, 202760.35 444641.03, 202778.83 444648.72, 202768.93 444674.12, 202808.46 444689.6, 202841.36 444702.33, 202859.68 444709.83, 202910.82 444729.88, 202931.17 444676.47, 202960.72 444703.97, 202975.38 444715.5, 202971.47 444821.78, 203009.45 444835.99, 203082.42 444863.08, 203059.12 444917.53, 203027.12 445002.32, 203102.11 445030.36, 203176.82 445058.35, 203229.27 444918.71, 203281.5 444939.01, 203308.07 444867.66, 203321.03 444832.86, 203381.31 444857, 203367.78 444891.92, 203398.15 444904.68, 203429.64 444917.33, 203459.57 444929.96, 203490.06 444942.79, 203521.37 444955.5, 203551.33 444967.63, 203578.95 444895.42, 203640.49 444741.56, 203640.15 444741.43, 203658.47 444699.25, 203662.02 444691.1, 203674.23 444663.04, 203676.95 444656.75, 203693.35 444618.99, 203652.55 444602.93, 203672.61 444550.26, 203695.05 444491.31, 203609.79 444462.9, 203565.06 444446.12, 203526.18 444551.71, 203483.53 444533.38, 203447.38 444517.81, 203443.69 444512.33, 203410.65 444463.23, 203436.19 444397.12, 203479.93 444413.77, 203516.92 444314.53, 203473.65 444298.26, 203387.46 444265.85))"
1234,202112,D,발달상권,2120133,서울시흥동우체국(홈플러스시흥점),191300.0,439286.0,11545,11545670,"POLYGON ((191284.65 439213.96, 191358.33 439236.43, 191402.15 439250.27, 191502.66 439281.83, 191506.86 439242.38, 191476.59 439241.43, 191452.69 439226.36, 191410.05 439223.91, 191439.37 439125.91, 191394.99 439112.31, 191321.53 439090.53, 191313.75 439116.58, 191233.72 439089.91, 191202.75 439080.65, 191158.11 439217.62, 191157.4 439249.8, 191159.19 439265.82, 191182.81 439270.01, 191210.57 439286.74, 191200.67 439312.32, 191184.78 439355.34, 191161.59 439411.72, 191116.27 439390.87, 191110.66 439401.56, 191093.12 439438.19, 191142.61 439462.34, 191201.84 439491.21, 191202.84 439487.79, 191239.59 439364.86, 191243.21 439352.65, 191267.38 439271.84, 191272.7 439254.02, 191284.65 439213.96))"
1235,202112,D,발달상권,2120152,신대방삼거리역,193563.0,444469.0,11590,11590660,"POLYGON ((193722.86 444383.62, 193733.45 444383.8, 193731.39 444330.21, 193712.23 444348.07, 193701.63 444307.4, 193688.36 444268.57, 193672.04 444210.39, 193675.82 444183.87, 193678.76 444165.59, 193679.98 444148.16, 193614.97 444157.91, 193618.09 444175.38, 193629.72 444240.44, 193590.56 444246.65, 193551.37 444263.61, 193578.73 444321.53, 193604.49 444332.49, 193571.95 444368.4, 193546.19 444366.69, 193540.01 444341.93, 193525.88 444345.16, 193528.63 444354.31, 193486.59 444367.18, 193462.07 444406.86, 193411.71 444387.26, 193395.22 444380.52, 193282.24 444334.32, 193283.24 444381.52, 193284.19 444427.28, 193285.48 444487.93, 193286.91 444545.13, 193349.4 444543.48, 193395.01 444541.84, 193514.59 444537.67, 193626.82 444533.74, 193630.64 444530.46, 193642.35 444540.53, 193673.88 444540.55, 193672.03 444594.34, 193675.57 444719.82, 193662.62 444770.94, 193684.27 444788.98, 193684.38 444787.79, 193704.18 444726.81, 193697.94 444634.68, 193713.65 444595.1, 193751.52 444595.37, 193753.21 444589.33, 193758.6 444582.07, 193803.25 444567.8, 193820.12 444550.48, 193806.26 444537.95, 193837.32 444502.72, 193843.91 444476.66, 193842.72 444473.9, 193837.11 444460.65, 193753.21 444412.26, 193722.86 444383.62))"
1236,202112,D,발달상권,2120062,신설동역,202105.0,452848.0,11230,11230536,"POLYGON ((202310.94 452596.22, 202311.96 452517.85, 202238.02 452544.19, 202128.28 452584.02, 202061.12 452607.12, 202061.09 452607.37, 201994.65 452612.92, 201938.13 452614.82, 201934.82 452693.6, 201902.02 452680.12, 201879.68 452670.89, 201848.01 452657.86, 201817.21 452647.22, 201798.06 452693.33, 201745.16 452672.08, 201738.76 452689.64, 201753.29 452695.67, 201732.39 452741.26, 201772.49 452758.56, 201872.68 452800.82, 201903.45 452816.08, 201896.31 452840.95, 201910.63 452896.54, 201912.2 452901.31, 201921.89 452931.04, 201931.13 452964.26, 201938.69 452996.97, 201943.73 453028.84, 201959.54 453028.94, 201972.19 452997.33, 201981.4 453000.74, 201998.16 452967.66, 202017.51 452935.24, 202051.39 452928.85, 202050.12 452989.47, 202049.4 453025.09, 202048.31 453077.33, 202047.42 453120.07, 202064.86 453120, 202081.9 453063.37, 202101.9 453042.39, 202125.02 453043.2, 202155.55 453005.02, 202180.31 453036.6, 202207.06 453072.01, 202216.24 453085.05, 202243.69 453121.59, 202260.38 453139.46, 202311.26 453177.75, 202327.52 453150.36, 202347.61 453164.89, 202353.78 453157.89, 202380.64 453171.55, 202387.36 453165.12, 202420.93 453120.73, 202429.8 453039, 202445.49 453044.61, 202452.34 452979.74, 202458.25 452923.86, 202405.73 452913.43, 202346.78 452896.86, 202360.59 452855.45, 202362.33 452820.96, 202420.49 452815.02, 202469.6 452817.35, 202469.7 452816.35, 202473.56 452779.77, 202478.1 452707.87, 202415.57 452708.02, 202419.11 452594.86, 202402.92 452595.07, 202369.36 452595.4, 202310.94 452596.22))"
1237,202112,D,발달상권,2120003,광화문역,197731.0,452507.0,11110,11110530,"POLYGON ((197465.28 452152.2, 197451.09 452142.92, 197439.22 452137.17, 197373.9 452105.35, 197311.5 452075, 197304.1 452071.1, 197294.93 452095.63, 197289.99 452104.83, 197359.9 452163.95, 197412.55 452208.64, 197470.99 452258.26, 197525.32 452286.72, 197522.03 452343.25, 197527.34 452408.56, 197459.35 452468.84, 197385.09 452534.55, 197414.7 452567.68, 197429.86 452579.46, 197501.05 452611.97, 197464.21 452667.58, 197414.93 452684.62, 197379.7 452700.12, 197368.95 452705.82, 197340.45 452720.96, 197344.42 452729.13, 197349.28 452739.62, 197358.56 452765.9, 197391.26 452800.5, 197364.36 452817.28, 197382.67 452884.98, 197385.57 452915.2, 197377.21 452942.86, 197482.81 452937.48, 197478.13 452845.68, 197480.25 452799.01, 197488.78 452784.73, 197485 452754.56, 197511.29 452745.15, 197597.05 452724.44, 197582.59 452750.1, 197588.46 452906.35, 197580.12 452929.33, 197640.29 452919.65, 197731.77 452918.31, 197732.53 452911.76, 197744.19 452731.88, 197961.63 452744.5, 197963.9 452572.33, 197965.43 452454.46, 198102.28 452454.85, 198098.72 452542.88, 198169.35 452545.38, 198172.7 452295.28, 198169.36 452177.43, 198168.42 452177.54, 198092.43 452184.55, 198026.78 452189.54, 197972.99 452184.22, 197971.74 452184.14, 197939.63 452183.3, 197927.21 452169.36, 197889.88 452168.02, 197854.87 452106.71, 197812.37 452127.51, 197824.5 452197.58, 197825.14 452208.02, 197740.66 452208.31, 197729.26 452208.38, 197577.12 452208.95, 197478.8 452149.84, 197465.28 452152.2))"
1238,202112,D,발달상권,2120040,용산전자상가(용산역),196566.0,448200.0,11170,11170570,"POLYGON ((196277.85 448042.71, 196277.14 447994.07, 196052.76 447855.12, 195992.38 447929.23, 195996.34 447950.84, 195988.35 447999.88, 195930.15 447971.26, 195944.2 448019.98, 195942.28 448073.71, 196006.63 448079.45, 196059.92 448099.46, 196128.35 448144.56, 196173.99 448178.99, 196237.54 448233.41, 196261.75 448260.3, 196296.64 448297.48, 196351.36 448353.5, 196384.03 448370.35, 196464.04 448413.7, 196488.06 448367.64, 196561.94 448405.55, 196609.78 448430.12, 196648.71 448451.41, 196692.09 448480.63, 196696.61 448484.49, 196707.02 448493.41, 196767.16 448544.74, 196760.02 448443.35, 196836.92 448465.16, 196844.92 448438.31, 196854.83 448408.29, 196899.22 448424.82, 196901.39 448417.97, 196911.82 448421.14, 196957.48 448430.19, 196951.79 448456.88, 196962.14 448459.12, 196968.02 448444.49, 196964.94 448428.02, 196959.69 448399.03, 196996.04 448383.6, 197046.76 448386.45, 197052.16 448322.75, 197124.39 448321.58, 197158.15 448321, 197160.67 448277.47, 197202.04 448281.16, 197174.08 448218.79, 197079.8 448156.35, 196939.31 448039.98, 196983.98 447988.45, 196944.81 447983.91, 196907.45 447967.33, 196828.58 447990.87, 196789.83 447987.39, 196727.66 448003.61, 196693.36 447972.68, 196433.55 448059.36, 196387.19 448060.93, 196312.82 448041.89, 196277.85 448042.71))"
1239,202112,D,발달상권,2120217,대치사거리,205119.0,444861.0,11680,11680630,"POLYGON ((205303.35 444787.64, 205313.53 444753.69, 205324.01 444719.86, 205330.78 444694.8, 205307.32 444684.49, 205316.65 444662.21, 205268.93 444656.77, 205230.65 444641.17, 205201.74 444629.37, 205175.36 444618.59, 205147.57 444607.23, 205092.65 444584.71, 205067.31 444645.44, 205041.47 444707.42, 205004.29 444691.78, 204971.49 444677.99, 204933.32 444661.96, 204899.31 444647.72, 204877.97 444638.75, 204882.23 444687.42, 204885.66 444726.71, 204856.32 444714.52, 204827.44 444787.91, 204851.9 444797.85, 204884.15 444813.38, 204893.33 444817.04, 204918.97 444827.07, 204956.1 444841.65, 204981.4 444851.61, 204983.55 444852.44, 205025.27 444870.2, 205062.42 444886.03, 205066.87 444887.95, 205107.06 444905.07, 205156.25 444926.03, 205128.52 444991.74, 205107.3 445041.95, 205177.63 445070.33, 205230.99 445091.89, 205286.39 445114.11, 205345.23 445138.11, 205392.07 445020.79, 205410.77 444940.17, 205364.47 444920.86, 205388.46 444869.49, 205379.87 444836.9, 205307.13 444864.5, 205303.35 444787.64))"
1240,202112,D,발달상권,2120155,총신대학교,196869.0,443223.0,11590,11590651,"POLYGON ((196998.58 443068.19, 196953.95 443020.84, 196924.99 443061.41, 196914.26 443097.8, 196908.91 443115.93, 196875.67 443150.21, 196841.5 443177.6, 196808.55 443184.31, 196797.16 443204.06, 196799.72 443218.84, 196785.51 443238.32, 196775.39 443244.09, 196751.37 443257.83, 196746.18 443260.78, 196735.67 443267.6, 196720.49 443295.88, 196714.54 443309.44, 196703.17 443335.32, 196677.06 443389.42, 196707.29 443397.06, 196725.59 443360.06, 196744.7 443367.27, 196751.99 443370.03, 196778.92 443379.44, 196811.01 443388.66, 196835.85 443398.17, 196880.33 443418.33, 196894.88 443425.24, 196919.63 443389.43, 196872.94 443345.19, 196872.15 443329.12, 196862.88 443327.33, 196862.74 443311.14, 196862.58 443291.26, 196856.54 443280.07, 196872.65 443239.93, 196875.25 443171.89, 196920.62 443193.37, 196992.41 443171.76, 197003.51 443156.56, 197027.2 443171.69, 197061.29 443136.3, 197025.9 443099.17, 196998.58 443068.19))"
1241,202112,D,발달상권,2120120,화곡역,185752.0,449080.0,11500,11500540,"POLYGON ((185705.6 449001.59, 185653.7 448982.67, 185605.24 448967.34, 185594.31 448963.91, 185582.94 448960.29, 185571.51 448956.67, 185542.23 448947.42, 185544.66 448933.82, 185484.85 448924.5, 185486.87 448913.96, 185408.4 448887.19, 185345.5 448865.77, 185315.87 448925.27, 185309.63 448942.08, 185309.59 448942.26, 185322.73 448946.59, 185343.35 449023.94, 185450.01 449059.13, 185519.75 449084.06, 185574.59 449101.83, 185626.34 449119.57, 185660.44 449131.06, 185698.27 449143.77, 185792.04 449174.89, 185854.67 449195.37, 185843.51 449210, 185888.23 449245.41, 185916.91 449208.16, 186001.03 449273.49, 186041 449223.16, 186091.07 449281.32, 186100.29 449293.29, 186125.85 449272.81, 186156.31 449255.57, 186195.02 449232.99, 186100.68 449150.73, 186055.31 449087.75, 186032.25 449049.94, 185992.68 448985.21, 185963.53 449031.83, 185926.9 448994.32, 185918.49 448985.73, 185909.28 448976.32, 185886.29 449013.2, 185915.03 449031.38, 185906.15 449044.35, 185877.99 449026.55, 185860.47 449054.68, 185846.09 449049.71, 185800.36 449032.91, 185793.42 449030.59, 185705.6 449001.59))"
1242,202112,D,발달상권,2120066,장한평역(장한평),205638.0,451425.0,11230,11230650,"POLYGON ((206106.89 451170.15, 205958.6 450990.06, 205948.37 450988.52, 205896.95 451027.85, 205678.66 451188.79, 205530.3 451215.72, 205399.42 451239.14, 205373.65 451243.68, 205300.51 451256.59, 205218.88 451270.97, 205231.08 451323.29, 205247.79 451412.48, 205246.38 451412.9, 205186.86 451437.77, 205137.06 451471.37, 205119.77 451486.56, 205104.44 451500.02, 205021.59 451582.83, 205029.54 451658.05, 205030.17 451660.24, 205041.8 451716.31, 205100.1 451658.42, 205134.53 451624.35, 205181.65 451577.66, 205203.21 451599.33, 205262.92 451653.46, 205312.52 451614.93, 205316.2 451612.09, 205339.1 451595.52, 205361.21 451579.75, 205413.51 451542.5, 205417.7 451539.91, 205466.22 451517.55, 205525.22 451506.37, 205643.61 451485.12, 205662.93 451519.52, 205671.03 451533.67, 205678.67 451547, 205693.29 451573.85, 205721.96 451625.72, 205647.93 451678.31, 205603.47 451709.77, 205561.14 451739.76, 205593.6 451784.92, 205680.17 451722.97, 205747.82 451674.81, 205792.85 451642.78, 205819.28 451690.07, 205846.09 451737.98, 205879.59 451799.96, 205914.02 451862.21, 205978.44 451832.14, 205979.18 451833.46, 206044.89 451802.16, 206009.33 451739.4, 205949.98 451630.89, 205940.26 451613.41, 205930.3 451595.43, 205919.71 451576.5, 205910.15 451559.34, 205961.69 451523.19, 206003.98 451493.58, 206047.75 451462.23, 206092.13 451430.01, 206129.32 451403.09, 206135.71 451398.47, 206179.01 451367.62, 206223.7 451335.78, 206202.82 451330.56, 206182.56 451278.15, 206157.46 451249.26, 206247.26 451230.52, 206255.03 451228.17, 206187.62 451140.38, 206160.23 451161.72, 206106.89 451170.15))"
1243,202112,D,발달상권,2120112,등촌역,188078.0,450164.0,11470,11470530,"POLYGON ((187937.55 449926.39, 187910.93 449819.16, 187837.88 449820.76, 187854.24 449886.87, 187868.87 449942.78, 187839.36 449949.66, 187851.41 450000.85, 187880.83 449993.35, 187891.1 450035.46, 187834.36 450049.11, 187853.67 450122.87, 187909.63 450109.16, 187932.46 450160.78, 187870.56 450195.56, 187880.3 450237.54, 187889.98 450279.2, 187785.73 450335.03, 187825.96 450396.21, 187846.32 450386.05, 187880.17 450447.04, 187860.93 450460.96, 187888.51 450509.5, 187941.36 450479.25, 187975.82 450459.49, 188025.03 450431.33, 188053.11 450415.25, 188100.11 450388.31, 188131.68 450370.27, 188174.28 450345.85, 188174.87 450346.86, 188191.43 450337.59, 188199.01 450283.8, 188205.5 450254.87, 188209.44 450237.34, 188216.29 450206.92, 188223.84 450173.31, 188228.43 450152.79, 188246.08 450074.23, 188214.24 450076.08, 188250.44 450048.78, 188280.62 450025.85, 188294.64 450015.18, 188308.6 450004.58, 188328.16 449989.72, 188362.51 449963.59, 188371.17 449957.05, 188279.45 449838.83, 188230.47 449854.56, 188264.3 449882.42, 188137.34 449978.45, 188067.83 450029.77, 188057.41 449986.54, 188010.88 449998.29, 188021.85 450042.22, 187968.83 450056.03, 187949.49 449975.83, 187938.17 449928.95, 187937.55 449926.39))"
1244,202112,D,발달상권,2120236,장지역(가든파이브),210822.0,442113.0,11710,11710642,"POLYGON ((211254.4 442120.96, 211271.28 442073.57, 211299.72 441993.62, 211302.92 441945.4, 211306.38 441893.12, 211233.5 441890.59, 211236.01 441874.49, 211099.65 441881.24, 211072.43 441886.63, 210919.13 441917.26, 210702.78 441960.41, 210437.69 442052.35, 210337.01 442234.11, 210479.38 442311.81, 210529.77 442219.53, 210553.15 442183.78, 210602.68 442134.3, 210638.89 442114.68, 210698.04 442101.31, 210768.15 442091.05, 210838.08 442097.79, 210909.61 442128.49, 211126.4 442231.8, 211103.34 442290.43, 211092.49 442318, 211152.29 442342.95, 211209.98 442351.44, 211218.19 442279.34, 211219.79 442257.73, 211220.61 442215.79, 211232.05 442183.72, 211254.4 442120.96))"
1245,202112,D,발달상권,2120041,신용산역(용산역),196762.0,447604.0,11170,11170625,"POLYGON ((196746.53 447061.76, 196698.31 446982.37, 196624.51 447013.34, 196640.52 447041.76, 196675.71 447097.7, 196712.66 447152.1, 196721.3 447163.25, 196758.48 447211.21, 196789.76 447251.98, 196842.56 447321.11, 196856.13 447338.82, 196879.12 447368.87, 196888.43 447381.1, 196921.63 447424.51, 196837.64 447487.63, 196826.58 447495.95, 196783.62 447527.37, 196738.42 447560.45, 196791.92 447634.96, 196757.43 447662.53, 196645.45 447572.21, 196600.1 447534.48, 196440.9 447402.16, 196432.85 447395.39, 196414.64 447380.01, 196373.94 447345.7, 196273.28 447254.5, 196262.12 447263.07, 196168.69 447359.71, 196195.76 447382.56, 196140.27 447425.16, 196104.5 447468.15, 196088.08 447490.23, 196073.24 447480.51, 196059.04 447502.42, 196030.14 447554.68, 196016.83 447583.6, 195996.79 447625.95, 195986.08 447671.78, 195984.38 447690.76, 195982.51 447711.06, 195976.45 447787.06, 195974.24 447847.85, 195992.38 447929.23, 196052.76 447855.12, 196277.14 447994.07, 196277.85 448042.71, 196312.82 448041.89, 196387.19 448060.93, 196433.55 448059.36, 196693.36 447972.68, 196727.66 448003.61, 196789.83 447987.39, 196828.58 447990.87, 196907.45 447967.33, 196944.81 447983.91, 196983.98 447988.45, 197054.07 447909.94, 197157.97 447981.61, 197218.83 448033.7, 197342.58 448225.33, 197373.16 448220.78, 197434.17 448207.99, 197456.78 448201.17, 197485.01 448173.91, 197449.21 448125.34, 197421.14 448087.35, 197508.81 448021.84, 197542.31 447995.88, 197530.2 447979.56, 197516.95 447961.8, 197500.24 447939.81, 197550.65 447904.34, 197541.4 447860.37, 197534.04 447835.6, 197483.55 447769.93, 197440.76 447714.16, 197386.38 447653.08, 197370.9 447651.23, 197287.81 447600.04, 197279.38 447593.26, 197273.63 447529.01, 197210.58 447577.34, 197174.43 447529.08, 197156.37 447505.01, 197292.72 447416.77, 197273.22 447387.37, 197234.03 447331.7, 197206.48 447292.66, 197168.64 447238.94, 197163.13 447243.01, 197142.56 447258.17, 197120.79 447274.81, 197097.25 447293.06, 197074.94 447310.32, 197055.69 447325.25, 197042.61 447335.42, 197034.16 447341.96, 197011.6 447359.4, 196989.35 447376.67, 196960.99 447396.56, 196958.94 447398.16, 196917.23 447341.03, 196907.81 447347.93, 196870.7 447299.16, 196907.73 447270.24, 196924.09 447257.47, 196949.74 447237.43, 196869.21 447130.82, 196826.53 447161.81, 196822.85 447164.52, 196792.18 447121.31, 196746.53 447061.76))"
1246,202112,D,발달상권,2120030,중부경찰서(영화인의거리),199148.0,451426.0,11140,11140550,"POLYGON ((199255.36 451282.17, 199238.4 451225.24, 199203.42 451193.49, 199190.39 451190.92, 199168.87 451183.38, 199152.63 451150.76, 199132.93 451168.74, 199075.17 451219.94, 199061.04 451249.23, 199054.3 451295.6, 199032.07 451293.87, 199022.34 451380.33, 199018.3 451415.85, 199017.64 451422.09, 199013.64 451460.74, 199006 451479.41, 198914.74 451668.64, 198984.74 451671.82, 199048.28 451689.12, 199112.64 451701.93, 199170.17 451685.16, 199244.37 451663.7, 199289.64 451655.62, 199312.53 451651.68, 199358.03 451648.97, 199368.86 451650.21, 199377.82 451560.43, 199381.3 451521.21, 199329.65 451528.85, 199320.28 451513.88, 199293.85 451518.53, 199292.5 451512.89, 199256.37 451525.45, 199245.46 451513.77, 199225.81 451524.87, 199230.75 451481.05, 199236.09 451442.48, 199246.77 451402.28, 199260.55 451379.17, 199255.36 451282.17))"
1247,202112,D,발달상권,2120107,공덕역(공덕오거리),195765.0,449397.0,11440,11440565,"POLYGON ((195501.38 449081.38, 195463.97 449046.23, 195428.23 449088.48, 195433.93 449094.04, 195388.13 449136.49, 195458.66 449201.68, 195392.25 449243.04, 195343.86 449273.15, 195387.3 449317.87, 195393.82 449324.56, 195407.08 449305.64, 195481.59 449258.37, 195513.42 449312.27, 195553.14 449368.69, 195546.38 449372.62, 195462.64 449420.86, 195449.78 449428.29, 195479.82 449486.8, 195488.28 449482.07, 195550.94 449446.67, 195590.23 449518.72, 195609.12 449553.36, 195635.78 449567.83, 195657.81 449555.94, 195689.18 449539.08, 195734.1 449613.94, 195742.67 449628.22, 195766.32 449667.6, 195777.99 449680.28, 195757.43 449733.07, 195773.66 449735.68, 195780.4 449722, 195810.55 449748.57, 195826.5 449774.61, 195848.64 449810.85, 195860.38 449829.98, 195910.81 449795.32, 195897.64 449772.87, 195951.6 449747.44, 195995.17 449726.09, 195994.09 449719.27, 195967.14 449628.79, 195918.17 449658.15, 195906.32 449665.27, 195850.64 449566.74, 195801.1 449479.02, 195797.51 449472.67, 195757.11 449401.24, 195805.17 449411.19, 195785.42 449317.03, 195820.53 449294.47, 195848.91 449276.21, 195851.78 449274.36, 195881.71 449257.55, 195900.48 449247, 195937.98 449225.9, 195957.32 449215.04, 195950.24 449202.15, 195940.64 449205.05, 195929.5 449174.06, 195920.04 449152.58, 195994.09 449107.24, 196083.07 449047.68, 196146.82 449009.42, 196186.33 448985.4, 196163.48 448974.35, 196121.5 448963.09, 196103.98 448976.96, 196055.59 449015.89, 195996.27 449063.45, 195962.99 449093.22, 195844.83 449148.41, 195790.95 449163.9, 195750.22 449176.72, 195704.83 449189.8, 195697.65 449191.91, 195630.6 449199.26, 195537.66 449116.14, 195537.98 449115.83, 195501.38 449081.38))"
