,STDR_YM_CD,TRDAR_SE_C,TRDAR_SE_1,TRDAR_NO,TRDAR_NM,XCNTS_VALU,YDNTS_VALU,SIGNGU_CD,ADSTRD_CD,geometry
1144,202112,D,발달상권,2120009,종로3가역,199198.0,452580.0,11110,11110615,"POLYGON ((199326.12 452093.66, 199193.27 452078.24, 199080.9 452068.61, 199080.65 452068.55, 199037.22 452064.83, 199017.95 452063.44, 198907.07 452069.89, 198909.92 452145.67, 198911.31 452182.31, 198913.11 452230.27, 198915.56 452294.24, 198985.69 452299.61, 199007.92 452301.28, 199012.01 452428.4, 199001.06 452459.09, 198983.31 452479.34, 198931.18 452491.35, 198938.97 452546.63, 198955.3 452556.93, 198983.22 452552.91, 198984 452558.61, 198985.28 452567.56, 198986.5 452576.26, 198937.01 452649.17, 198928.54 452669.08, 198915.83 452663.07, 198914.29 452666.25, 198855.82 452786.38, 198834.05 452841.65, 198986.27 452874.46, 199047.58 452886.55, 199056.62 453065.34, 199054.82 453093.26, 199122.6 453096.98, 199170.95 452902.42, 199171.51 452899.93, 199195.16 452797.8, 199202.43 452766.69, 199210.09 452733.95, 199251.43 452742.64, 199266 452686.67, 199307.59 452698.49, 199322.11 452729.33, 199413.25 452560.73, 199428.29 452533.95, 199448.66 452507.98, 199449.77 452370.67, 199450.38 452330.8, 199538.82 452333.93, 199561.98 452116.73, 199560.7 452116.59, 199521.86 452113.05, 199452.36 452106.19, 199451.05 452106.05, 199326.93 452093.73, 199326.12 452093.66))"
1145,202112,D,발달상권,2120215,포스코사거리,204984.0,445257.0,11680,11680590,"POLYGON ((204871.1 444944.57, 204894.97 444886, 204859.37 444871.63, 204834.79 444929.31, 204803.17 444916.47, 204775.94 444905.43, 204747.65 444977.01, 204727.54 445025.61, 204720.84 445041.79, 204708.36 445071.91, 204705.54 445078.69, 204682.96 445133.21, 204681.96 445132.82, 204656.82 445199.12, 204649.77 445215.98, 204639.44 445240.81, 204623.09 445279.96, 204732.52 445337, 204734.43 445383.27, 204695.34 445441.86, 204751.84 445465.58, 204779.17 445399.68, 204811.01 445414.9, 204797.41 445447.94, 204835.04 445464.72, 204822.29 445494.46, 204814.41 445512.81, 204841.32 445524.35, 204888.33 445544.47, 204888.51 445544.54, 204888.58 445544.35, 204964.93 445576.1, 205023.57 445598.66, 205073.55 445618.69, 205133.36 445642.77, 205152.64 445598.6, 205175.35 445546.58, 205224.33 445433.91, 205256.34 445360.31, 205254.65 445359.66, 205293.59 445260.13, 205312.96 445210.58, 205329.1 445171.32, 205345.23 445138.11, 205286.39 445114.11, 205230.99 445091.89, 205177.63 445070.33, 205107.3 445041.95, 205107.17 445042.27, 205045.1 445015.85, 205037.76 445012.78, 204996.13 444995.08, 204959.58 444979.57, 204966.43 444943.27, 204921.81 444924.73, 204907.47 444959.27, 204871.1 444944.57))"
1146,202112,D,발달상권,2120207,선정릉역,204015.0,445771.0,11680,11680590,"POLYGON ((203947.08 445476.86, 203967.19 445445.69, 204037.14 445383.74, 203989.19 445322.17, 203887.44 445401.03, 203845.31 445431.15, 203837.3 445461.32, 203827.35 445497.77, 203776.6 445512.17, 203747.8 445501.62, 203739.34 445524.84, 203732.69 445544.96, 203705.96 445536.43, 203713.03 445515.44, 203720.91 445491.71, 203684.27 445478.26, 203675.43 445474.91, 203630.94 445458.63, 203574.25 445437.65, 203556.36 445489.15, 203544.5 445523.27, 203541.73 445522.25, 203524.59 445579, 203516.82 445604.8, 203579.57 445628.47, 203637.48 445648.96, 203679.38 445664.53, 203715 445677.72, 203718.37 445680.82, 203769.11 445699.23, 203777.62 445702.13, 203766.3 445740.2, 203810.62 445754.8, 203806.51 445771.01, 203760.6 445759.39, 203748.42 445800.33, 203732.34 445854.35, 203722.29 445888.18, 203697.89 445970.43, 203688.44 446001.21, 203763.8 446023.19, 203763.87 446023.01, 203806.14 446035.77, 203823.01 445980.63, 203856.81 445990.31, 203867.07 445954.72, 203869.62 445946.44, 203883.22 445902.14, 203911.08 445912.69, 203938.26 445921.85, 203968.39 445933.17, 203995.26 445943.21, 204023.25 445952.94, 204031.91 445955.97, 204049.72 445962.16, 204108.11 445984.16, 204149.05 445872.21, 204216.65 445896.18, 204227.29 445868.1, 204288.12 445889.75, 204268.18 445943.17, 204249.58 445993.72, 204235.81 446031.2, 204184.2 446173.42, 204248.08 446197.35, 204281.64 446209.64, 204311.27 446220.45, 204323.72 446187.52, 204344.91 446131.37, 204364.14 446080.38, 204390.8 446009.6, 204453.36 446033.7, 204470.14 445989.69, 204481.61 445959.56, 204487.21 445944.93, 204512.31 445879.13, 204448.12 445855.51, 204374.03 445828.35, 204414.29 445778.08, 204435.04 445751.55, 204296.43 445699.14, 204253.69 445683, 204068.6 445614.4, 203913.24 445532.5, 203914.18 445529.45, 203947.08 445476.86))"
1147,202112,D,발달상권,2120178,신사역,201811.0,446259.0,11650,11650540,"POLYGON ((201559.6 445870.85, 201573.39 445861.19, 201531.33 445801.99, 201479.8 445784.44, 201464.16 445829.65, 201484.08 445837.43, 201524.4 445895.48, 201540.73 445917.59, 201558.78 445942.04, 201525.08 445966.93, 201512.83 445975.99, 201502.65 445983.51, 201467.26 445937.75, 201426.6 445967.89, 201415.85 445975.9, 201423.5 446041.98, 201430.11 446104.87, 201437.83 446178.39, 201365.75 446165, 201385.28 446253.78, 201387.16 446261.98, 201403.5 446312.22, 201413.99 446343.02, 201416.24 446348.92, 201454.58 446449.02, 201473.77 446499.04, 201483.41 446524.21, 201530 446475.39, 201582.53 446528.01, 201619.03 446537.71, 201676.31 446549.94, 201659.2 446616.02, 201727.52 446632.93, 201712.71 446691.71, 201780.03 446732.93, 201806.64 446681.27, 201826.5 446641.92, 201827.36 446639.74, 201787.38 446614.38, 201829.21 446539.07, 201869.9 446560.25, 201892.4 446518.36, 201916.51 446473.49, 201838.5 446432.41, 201870.63 446370.68, 201871.47 446371.13, 201937.01 446405.58, 201969.3 446422.73, 202003.98 446441.29, 202012.46 446445.82, 202067.81 446475.47, 202129.15 446508.31, 202135.21 446511.56, 202180.36 446427.16, 202197.86 446406.78, 202257.03 446337.91, 202206 446287.05, 202162.83 446244.03, 202106.1 446309.55, 202061.05 446363.89, 202023.39 446343.55, 202054.83 446287.76, 202066.68 446292.82, 202087.91 446230.04, 202008.25 446200.95, 201991.53 446194.71, 201984.19 446191.88, 201959.48 446182.24, 201906.47 446161.62, 201894.87 446194.68, 201883.44 446226.37, 201829.59 446206.55, 201836.53 446173.81, 201845.26 446142.78, 201874.54 446149.4, 201876.22 446149.86, 201908.87 446053.95, 201868.93 446044.52, 201789.78 446025.87, 201782.97 446055.17, 201712.7 446039.36, 201694.17 445989.1, 201705.01 445960.15, 201683.87 445952.49, 201661.38 445959.94, 201651.49 445934.83, 201615.07 445947.76, 201616.1 445915.77, 201592.94 445918.52, 201559.6 445870.85))"
1148,202112,D,발달상권,2120017,동묘앞역(동묘),201318.0,452606.0,11110,11110670,"POLYGON ((201462.36 452566.2, 201496.47 452570.87, 201505.21 452586.84, 201516.98 452587.71, 201523.17 452564.72, 201490.96 452560.62, 201499.22 452450.52, 201493.73 452450.15, 201467.48 452449.24, 201432.7 452449.06, 201391.31 452447.5, 201387.6 452516.96, 201313.94 452511.11, 201311.47 452502.71, 201240.38 452487.27, 201217.01 452548.15, 201203.47 452543.07, 201186.6 452536.76, 201120.58 452512, 201112.83 452564.67, 201129.51 452583.6, 201123.21 452590.78, 201133.5 452604.33, 201125.7 452612.68, 201139.09 452619.51, 201145.54 452615.52, 201167.6 452624.63, 201181.79 452589.53, 201196.6 452589.56, 201213.92 452598.06, 201243.72 452616.62, 201217.6 452680.79, 201241.57 452681.11, 201310.61 452700.96, 201325.2 452731.37, 201341 452764.42, 201382.78 452738.3, 201382.73 452704.61, 201382.68 452689.11, 201382.51 452625.54, 201382.46 452610.16, 201382.45 452607.79, 201458 452632.65, 201459.81 452633.3, 201462.36 452566.2))"
1149,202112,D,발달상권,2120042,"숙대입구역(남영역, 남영동)",197522.0,449226.0,11170,11170530,"POLYGON ((197613.97 449069.38, 197630.37 448987.8, 197632.15 448979.01, 197528.02 448955.27, 197468.98 448941.83, 197468.97 448951.02, 197423.76 448947.23, 197421.64 449026.52, 197418.95 449126.5, 197416.34 449239.73, 197416.12 449307.48, 197415.45 449330.03, 197411.09 449407.12, 197440.38 449409.87, 197435 449495.5, 197434.92 449496.94, 197468.47 449501.86, 197525.01 449510.14, 197541.86 449426.82, 197560.66 449334.39, 197583.75 449219.5, 197593.06 449173.29, 197606.68 449105.62, 197613.97 449069.38))"
1150,202112,D,발달상권,2120074,안암역,202608.0,454027.0,11290,11290600,"POLYGON ((202704.07 454032.6, 202729.87 453998.06, 202735.04 453991.12, 202731.9 453971.77, 202722.77 453963.98, 202676.21 453966.18, 202672.77 453966.52, 202645.89 453970.11, 202597.21 453968.78, 202549.16 453967.08, 202548.49 453985.88, 202514.98 453989.71, 202516.14 454015.85, 202526.51 454033.78, 202474.36 454045.22, 202461.93 454055.59, 202473.38 454078.78, 202545.02 454080.1, 202592.71 454080.73, 202663.71 454086.61, 202754.68 454089.89, 202749.21 454063.52, 202728.43 454059.99, 202702.1 454035.21, 202704.07 454032.6))"
1151,202112,D,발달상권,2120180,양재화물트럭터미널앞,203283.0,440549.0,11650,11650652,"POLYGON ((203298.31 440236.72, 203184.25 440141.63, 203031.28 440317.65, 203037.12 440338.59, 203138.22 440424.04, 203088.59 440477.51, 203077.66 440487.77, 203110.08 440516.18, 203099.61 440537.45, 203099.12 440574.32, 203112.8 440581.28, 203152.25 440659.64, 203213.26 440744.35, 203205.22 440754.33, 203132 440845.43, 203086.1 440900.26, 203086.92 440908.77, 203148.13 440956.86, 203534.81 440446.74, 203298.31 440236.72))"
1152,202112,D,발달상권,2120164,내방역,199492.0,443192.0,11650,11650621,"POLYGON ((199529.54 443044.85, 199542.02 443020.23, 199568.19 442968.7, 199622.06 442996.08, 199654.27 443012.42, 199681.36 442959.71, 199602.67 442918.5, 199560.51 442897.61, 199497.66 442865.38, 199445.07 442838.38, 199408.17 442908.68, 199380.88 442962.02, 199346.73 443029.29, 199316.27 443089.78, 199263.86 443069.79, 199259.75 443068.24, 199203.84 443046.96, 199147.91 443025.37, 199146.39 443024.79, 199124.72 443067.43, 199231.98 443122.33, 199215.87 443153.53, 199200.11 443184.37, 199134.81 443312.12, 199076.89 443425.38, 199129.94 443452.7, 199154.71 443404.52, 199188.28 443339.12, 199227.24 443263.28, 199253.69 443211.75, 199306.57 443238.81, 199280.45 443290.35, 199242.26 443367.63, 199212.71 443425.01, 199252.33 443446.31, 199224.53 443501.39, 199250.73 443514.92, 199312.28 443545.95, 199327.24 443517.04, 199341.79 443489.01, 199370.45 443433, 199400.32 443448.25, 199425.74 443461.21, 199443.37 443422.9, 199458.75 443392.81, 199470.11 443370.61, 199489.33 443332.69, 199509.37 443293.9, 199521.17 443271.03, 199532.56 443249.02, 199539.9 443234.78, 199596.36 443262.88, 199598.56 443258.41, 199705.64 443313.55, 199738.03 443250.26, 199771.02 443262.86, 199897.49 443310.96, 199902.09 443257.38, 199906.46 443222.61, 199861.41 443229.57, 199856.02 443183.57, 199786.35 443193.58, 199739.53 443200.34, 199646.04 443166.28, 199656.03 443146.76, 199669.78 443119.78, 199641.68 443105.73, 199635.65 443102.73, 199626.86 443118.45, 199562.76 443115.52, 199566.37 443105.5, 199515.87 443089.9, 199529.54 443044.85))"
1153,202112,D,발달상권,2120199,경복아파트교차로,203439.0,445451.0,11680,11680640,"POLYGON ((203671.2 445086.91, 203586.38 445104.51, 203566.46 445152.74, 203528.39 445203.9, 203490.44 445252.18, 203444.63 445312.95, 203421.49 445343.77, 203326.17 445341.51, 203319.77 445343.69, 203288.74 445428.12, 203289.37 445428.37, 203262.96 445493.47, 203225.55 445542.89, 203162.32 445626.35, 203138.33 445672.29, 203107.05 445728.39, 203099.78 445750.26, 203087.39 445787.5, 203117.64 445799.39, 203162.17 445816.86, 203205.04 445832.94, 203225.71 445799.03, 203242.25 445765.96, 203194.42 445752.45, 203244.94 445668.17, 203275.58 445628.93, 203296.33 445602.33, 203316.71 445576.24, 203361.98 445518.28, 203400.03 445469.49, 203403.02 445470.65, 203427.6 445436.47, 203482.49 445364.54, 203543.98 445392.51, 203568.86 445360.09, 203614.98 445299.2, 203662.94 445317.21, 203725.79 445340.88, 203790.58 445290.5, 203685.62 445209.07, 203753.42 445122.72, 203741.76 445069.72, 203671.2 445086.91))"
1154,202112,D,발달상권,2120170,삼호가든사거리,200967.0,444745.0,11650,11650581,"POLYGON ((201055.34 444644.69, 201067.49 444580.06, 201080.54 444510.7, 201085.38 444485, 201030.86 444474.85, 200936.44 444457.41, 200943.01 444603.87, 200885.03 444605.13, 200824.23 444606.48, 200832 444577.56, 200810.43 444563.52, 200788.51 444615.6, 200824.46 444664.24, 200878.75 444737.69, 200898.38 444736.96, 200949.98 444827.52, 200926.11 444874.08, 200822.46 444832.41, 200819.92 444838.64, 200782.88 444924.62, 200766.95 444968.58, 200867.15 445014.52, 200921.56 445031.91, 200922.27 445030.23, 200955.4 444950.02, 200973.53 444906.02, 201003.39 444833.58, 201046.8 444851.11, 201084.36 444866.26, 201107.9 444868.38, 201137.69 444811.57, 201166.17 444804.93, 201096.02 444739.19, 201126.36 444692.82, 201055.34 444644.69))"
1155,202112,D,발달상권,2120088,구산역,192655.0,456922.0,11380,11380552,"POLYGON ((192749.75 456818.63, 192766.92 456805.06, 192703.06 456721.63, 192661.98 456755.26, 192660.76 456752.37, 192578.51 456790.31, 192602.42 456845.81, 192628.94 456909.16, 192590.52 456936.82, 192577.63 456946.12, 192525.8 456983.44, 192551.81 457043.97, 192624.22 457011.43, 192627.41 457035.03, 192637.04 457102.38, 192640.83 457121.8, 192724.29 457084.93, 192724.78 457088.63, 192785.08 457080.89, 192779.18 457033.2, 192771.05 456969.61, 192764.41 456923.79, 192749.75 456818.63))"
1156,202112,D,발달상권,2120218,코엑스,205224.0,445843.0,11680,11680580,"POLYGON ((205324.16 446086.82, 205381.32 445957.48, 205477.44 445740.11, 205152.64 445598.6, 205133.36 445642.77, 205070.66 445778.67, 205020.57 445893.03, 204986.69 445972.92, 204971.02 446009.94, 205160.4 446051.21, 205267.35 446074.47, 205324.16 446086.82))"
1157,202112,D,발달상권,2120018,중림동,197214.0,451056.0,11140,11140680,"POLYGON ((197213.3 450772.89, 197201.29 450717.76, 197178.44 450682.39, 197131.22 450717.7, 197133.43 450751.54, 197135.92 450790.2, 197139.46 450833.23, 197175.95 450887.63, 197110.81 450936.12, 197066.9 450968.1, 197023.66 450999.51, 197039.9 451018.69, 197044.1 451037.29, 197034.54 451039.94, 197044.67 451089.99, 197036.33 451095.09, 197040.97 451114.58, 197121.32 451108.8, 197163.04 451120.62, 197160.07 451135.34, 197116.53 451123.82, 197073.85 451123.36, 197071.23 451179.03, 197033.46 451173.94, 197015.29 451145.93, 196955.61 451206.92, 197013.75 451258.73, 196969.57 451299.2, 196982.61 451304.59, 197010.79 451331.83, 197030.15 451344.28, 197034.09 451373.83, 197032.96 451409.57, 197030.27 451430.48, 197066.13 451425.73, 197120.94 451415, 197130.93 451413.05, 197160.57 451402.61, 197242.45 451367.6, 197179.97 451350.19, 197224.45 451226.34, 197270.54 451153.64, 197287.69 451100.7, 197473 451119.6, 197462.27 451114.93, 197399.87 451087.58, 197356.81 451083.81, 197356.66 451077.62, 197290.33 451076.41, 197289.57 451017.78, 197287.36 450937.44, 197260.81 450830.34, 197243.77 450839.78, 197221.49 450810.36, 197213.3 450772.89))"
1158,202112,D,발달상권,2120079,창동역,204240.0,461461.0,11320,11320514,"POLYGON ((204120.7 461298.3, 204116.03 461296.69, 204070.15 461282.38, 204007.88 461277.85, 203997.93 461278.49, 203976.12 461281.82, 203884.61 461299.66, 203880.32 461300.55, 203869.05 461340.25, 203851.35 461402.75, 203882.08 461410.76, 203980.29 461438.69, 204061.32 461463.24, 204063.25 461463.82, 204061.56 461487.31, 204057.53 461557.95, 204054.75 461607.18, 204059.07 461644.35, 204062.91 461633.02, 204085.17 461567.81, 204102.55 461573.5, 204105.48 461564.97, 204114.73 461568, 204130.27 461517.79, 204189.96 461538.24, 204201.56 461505.98, 204201.85 461505.17, 204217.85 461460.72, 204229.12 461429.46, 204240.2 461398.64, 204297.76 461405.69, 204298.86 461413.83, 204392.74 461442.7, 204499.08 461473.46, 204489.65 461504.74, 204480.06 461536.51, 204465.26 461585.55, 204578.79 461620.82, 204593.94 461569.42, 204612.52 461506.23, 204627.95 461453.71, 204600.39 461445.1, 204515.63 461418.57, 204409.57 461385.75, 204400.5 461382.97, 204261.36 461339.86, 204262.13 461337.74, 204227.88 461328.5, 204150.54 461307.99, 204130.6 461301.78, 204120.7 461298.3))"
1159,202112,D,발달상권,2120129,구로디지털단지,190745.0,442733.0,11530,11530540,"POLYGON ((190640.53 442350.61, 190640.87 442336.42, 190658.13 442312.04, 190644.29 442308.58, 190601.86 442302.38, 190570.85 442320.37, 190547.02 442331.24, 190501.82 442347.07, 190458.07 442361.23, 190454.15 442418.88, 190454 442420.94, 190457.1 442434.79, 190443.12 442477.27, 190425.8 442507.77, 190408.44 442533.02, 190371.94 442582.95, 190357.99 442631.31, 190408.73 442699.6, 190436.15 442675.39, 190459.56 442715.95, 190454.63 442720.9, 190466.82 442791.96, 190469.32 442824.49, 190468.55 442876.24, 190440.55 442876.31, 190482.77 442946.95, 190401.48 442994.72, 190468.72 443048.37, 190525.06 443090.47, 190547.42 443106.33, 190570.89 443121.2, 190588.34 443131.64, 190588.81 443131.96, 190598.67 443138.75, 190623.34 443155.45, 190626.41 443157.48, 190634.25 443164.19, 190667.71 443147.23, 190692.73 443134, 190712.12 443126.33, 190722.93 443123.75, 190725.01 443122.28, 190801.45 443075.21, 190882.92 443015.76, 191070.47 442890.87, 191089.95 442872.26, 191094.51 442851.75, 191116.77 442839.8, 191131.05 442765.82, 191111.97 442655.87, 191056.53 442573.59, 191046.56 442558.79, 191003.38 442587.21, 190990.59 442578.76, 190973.72 442540.15, 190954.82 442554.01, 190921.69 442489.84, 190904.93 442467.66, 190848.62 442410.69, 190770.55 442367.61, 190682.51 442350.3, 190640.53 442350.61))"
1160,202112,D,발달상권,2120052,성수역,205054.0,449481.0,11200,11200690,"POLYGON ((205027.02 449165.74, 204998.94 449081.06, 204989.41 449049.39, 204967.33 449056.16, 204931.28 449067.15, 204971.26 449186.83, 204970.85 449186.96, 204915.47 449207.87, 204932.71 449261.49, 204872.34 449284.79, 204883.13 449313.34, 204825.03 449337.1, 204796.15 449346.36, 204759.85 449359.35, 204747.55 449363.78, 204665.58 449393.16, 204697.72 449477.45, 204722.3 449543.15, 204605.89 449586.98, 204588.13 449593.67, 204608.65 449654.2, 204798.97 449580.59, 204801.28 449586.87, 204641.01 449749.68, 204742.14 449855.69, 204760.37 449869.01, 204808.19 449912.59, 204861.45 449856.09, 204895.71 449838.32, 204919.12 449899.51, 204939.16 449889.73, 204924.9 449849.88, 204913.06 449816.88, 204932.55 449809.21, 204926.23 449792.64, 204914.7 449762.58, 204905.28 449737.92, 204887.82 449692.17, 204878.07 449665.44, 204874.64 449655.96, 204862.47 449622.64, 204852.87 449596.23, 204874.47 449587.02, 204865 449557.42, 204906.61 449541.48, 204915.81 449537.96, 204961.68 449520.38, 204976.97 449558.04, 205024.65 449541.24, 205039.16 449596.46, 205002.33 449630.38, 205044.35 449672.52, 205061.25 449667.95, 205098.04 449658.09, 205179.63 449626.58, 205152.09 449542.47, 205267.59 449498.5, 205394.33 449450.47, 205520.77 449403.31, 205489.99 449321.16, 205468.23 449263.06, 205342.57 449309.91, 205315.9 449243.31, 205189.83 449290.29, 205159.19 449208.83, 205128.55 449127.44, 205128.12 449127.56, 205027.02 449165.74))"
1161,202112,D,발달상권,2120171,서초3동사거리,201060.0,442541.0,11650,11650530,"POLYGON ((200937 442218.86, 200789.6 442125.79, 200747.9 442185.67, 200798.7 442213.77, 200799.41 442247.4, 200905.94 442241.97, 200935.52 442261.29, 200933.02 442331.64, 200932.44 442348.7, 200931.41 442377.31, 200939.48 442374.21, 201007.94 442398.37, 200988.51 442450.48, 200929.63 442427.67, 200928.1 442471.53, 200926.5 442516.58, 200925.68 442564.2, 200925.61 442567.95, 200924.76 442618.25, 200790.42 442614.77, 200732.43 442598.4, 200648.85 442579.57, 200651.63 442649.98, 200728.72 442668.61, 200787.95 442682.93, 200773.24 442743.65, 200770.85 442753.57, 200790.45 442797.03, 200837.68 442776.09, 200920.91 442787.41, 200883.75 442875.71, 200868.58 442918.11, 200933.53 442944.24, 200953.67 442892.7, 200981.1 442822.61, 201038.95 442857.91, 201091.98 442890.29, 201143.37 442921.28, 201200.36 442955.57, 201223.29 442859.12, 201239.25 442792.04, 201201.28 442782.82, 201173.45 442776.09, 201186.44 442717.91, 201171.63 442711.56, 201190.46 442689.83, 201204.64 442675.29, 201218.77 442639.87, 201159.79 442643, 201158.52 442607.42, 201217.61 442604.86, 201216.73 442584.85, 201214.29 442549.88, 201231.3 442548.31, 201231.52 442524.63, 201315.17 442517.51, 201305.19 442491.78, 201326.93 442492.26, 201405.93 442533.85, 201434.53 442548.97, 201472.12 442475.74, 201467.64 442474, 201266.56 442397.49, 201256.66 442393.76, 201203.59 442373.63, 201159.08 442356.72, 201048.6 442289.36, 200937 442218.86))"
1162,202112,D,발달상권,2120047,한남오거리,200660.0,448135.0,11170,11170685,"POLYGON ((200622 448057.15, 200676.32 447977.34, 200678.24 447922.42, 200673.46 447905.18, 200651.57 447867.76, 200614.44 447806.68, 200610.41 447820.82, 200586.66 447862.07, 200561.32 447897.43, 200540.88 447943.84, 200524.64 447969.61, 200507.19 448003.61, 200500.15 448030.23, 200498.9 448033.09, 200486.51 448073.33, 200488.69 448088.8, 200414.45 448166.64, 200400.32 448179.11, 200387.99 448210.11, 200498.55 448199.22, 200509.81 448198.09, 200515.9 448254.53, 200521.3 448304.65, 200562.19 448301.02, 200550.99 448393.04, 200561.72 448397.9, 200562.25 448398.16, 200596.79 448438.27, 200628.59 448463.61, 200664.91 448403.87, 200673.88 448389.09, 200713.07 448418.51, 200723.11 448400.61, 200823.55 448370.93, 200847.03 448367.12, 200917.06 448376.17, 200931.67 448360.14, 200903.06 448338.58, 200913.27 448303.88, 200881.89 448271.36, 200871.51 448213.05, 200862.67 448172.02, 200808.01 448192.5, 200810.35 448219.41, 200796.17 448227.01, 200791.47 448207.39, 200783.08 448170.8, 200797.95 448153.52, 200795.18 448140.55, 200771.36 448129.8, 200773.97 448107.26, 200744.94 448098.7, 200816.63 447987.21, 200851.82 447933.52, 200899.5 447860.83, 200821.78 447845.94, 200818.98 447853.6, 200777.35 447939.6, 200757.81 447954.83, 200725.24 448022.8, 200686.01 448080.2, 200622.3 448166.91, 200605.25 448125.03, 200608.8 448084.95, 200622 448057.15))"
1163,202112,D,발달상권,2120136,영등포구청역,190715.0,447360.0,11560,11560550,"POLYGON ((191020.41 447143.54, 191013.41 447116.4, 190923.42 447133.51, 190918.89 447109.78, 190886.69 447116.43, 190854.74 447123.03, 190818.1 447130.58, 190827.82 447180.94, 190738.66 447198.3, 190698.48 447206.13, 190682.23 447209.27, 190636.67 447218.16, 190620.64 447131.86, 190608.64 447067.17, 190544.55 447081.36, 190547.63 447100.58, 190552.67 447132.26, 190437 447156.66, 190445.8 447201.82, 190446.1 447203.45, 190455.82 447253.36, 190334.81 447277.52, 190343.77 447321.93, 190353.18 447368.65, 190370.97 447456.97, 190388.36 447543.16, 190409.14 447608.25, 190438.88 447653.38, 190479.94 447627.44, 190477.43 447622.73, 190539.31 447584.14, 190507.91 447521.24, 190507.73 447520.42, 190566.64 447508.67, 190622.79 447497.39, 190618.85 447468.85, 190608.43 447411.36, 190599.32 447365.64, 190590.63 447321.8, 190694.58 447302.59, 190717.57 447298.33, 190845.35 447274.75, 190861.63 447360.8, 190879.48 447448.68, 190751.2 447471.69, 190767.1 447545.12, 190894.03 447520.27, 190908.35 447593.18, 190953.41 447575.41, 190970.54 447569.28, 191005.17 447556.89, 191019.26 447551.86, 191035.01 447546.27, 191044.32 447542.93, 191094.33 447525.03, 191073.16 447411.24, 191066.69 447376.42, 191054.57 447322.28, 190963.18 447341.25, 190955.23 447298.73, 191047.5 447285.02, 191037.76 447233.67, 191035.87 447223.71, 191031.68 447203.29, 191028.86 447189.7, 190939.11 447212.18, 190935.28 447193.08, 191024.37 447167.27, 191020.41 447143.54))"
1164,202112,D,발달상권,2120055,군자역,207020.0,450892.0,11215,11215730,"POLYGON ((206997.02 450633.57, 206971.65 450571.49, 206942.95 450507.99, 206921.43 450527.2, 206887.4 450541.53, 206886.06 450538.51, 206842.32 450557.3, 206827.57 450563.7, 206805.37 450573.22, 206770.36 450588.35, 206766.52 450623.43, 206771.38 450627.86, 206780.99 450637.96, 206841.61 450710.18, 206789.6 450737, 206820.74 450800.52, 206747.68 450834.87, 206729.15 450793.05, 206687.6 450830.3, 206665.16 450854.06, 206662.99 450870.35, 206661.76 450879.4, 206709.88 450857.35, 206732.19 450901.21, 206653.38 450939.07, 206597.18 450966.03, 206543.71 450995.97, 206577 451071.33, 206578.63 451070.53, 206612.89 451146.46, 206631.02 451137.72, 206662.09 451122.36, 206721.42 451094.42, 206774.28 451067.17, 206795.86 451056.71, 206835.66 451037.45, 206894.88 451008.64, 206944.39 450984.47, 206968.34 451038.86, 207025.17 451011.02, 207068.05 451107.8, 207093.71 451096.26, 207102.71 451116.73, 207115.13 451144.99, 207139.09 451199.06, 207168.67 451185.75, 207208.27 451276.92, 207269.33 451250.94, 207204.28 451104.43, 207138.58 450955.78, 207158.53 450946, 207132.42 450893.72, 207161.33 450879.21, 207184.42 450932.77, 207237.26 450906.83, 207288.36 450883.43, 207263.4 450829.04, 207382.25 450770.3, 207425.48 450749.44, 207453.91 450735.74, 207480.73 450722.84, 207495.31 450715.81, 207458.03 450638.41, 207458.19 450638.35, 207422.16 450564.71, 207308.32 450619.82, 207192.74 450675.78, 207165.12 450620.11, 207136.51 450635.62, 207022.54 450690.97, 206997.02 450633.57))"
1165,202112,D,발달상권,2120205,매봉역,203857.0,442719.0,11680,11680656,"POLYGON ((203880.76 442531.41, 203855.85 442499.71, 203814.15 442446.76, 203797.55 442494.34, 203795.65 442499.82, 203772.19 442567.2, 203769.67 442574.36, 203821.53 442638.67, 203851.26 442678.67, 203898.64 442743.55, 203878.06 442759.58, 203786.25 442723.36, 203725.09 442699.77, 203724.32 442701.95, 203669.3 442680.05, 203659.06 442704.76, 203638.93 442753.11, 203641.18 442761.76, 203659.9 442764.58, 203633.38 442839.74, 203590.48 442833.29, 203582.06 442890.7, 203656.71 442903.43, 203845.73 442935.06, 203870.68 442939.95, 203911.31 442947.89, 204012.99 442990.84, 204040.33 442941.19, 204060.6 442904.53, 204079.79 442871.61, 204085.23 442862.29, 204104.11 442829.92, 204131.64 442783.34, 204050.17 442735.72, 204071.83 442705.82, 204123.46 442634.99, 204091.2 442609.4, 204020.2 442706.03, 203989.76 442673.26, 203963.41 442638.61, 203935.47 442603.18, 203908.69 442568.02, 203880.76 442531.41))"
