,상호명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
161921,이드,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 우사단로10길 67,126.99916331889,37.5323668670975
161936,봉추찜닭,음식,닭/오리요리,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로30길 25,126.968841869409,37.527348475818
161966,코바코숙대점,음식,양식,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 83,126.965725310025,37.5449366536148
162053,울랄라매린바,음식,유흥주점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로77길 24,126.965658500975,37.5391243334815
162060,치즈웍,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 236,126.987185982229,37.5387162463465
162189,통통손만두,음식,분식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 효창원로 260,126.963781896025,37.5504430096237
162429,로시안,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 183-4,126.994570618417,37.5348237563722
162490,동굴식당,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 청파로20길 13,126.967008822009,37.5331081615732
162495,동해오징어보쌈,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로35길 47,126.976210724604,37.5494251275512
162788,제일제면소,음식,분식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157
162853,소월길커피,음식,커피점/카페,서울특별시,용산구,후암동,후암동,서울특별시 용산구 소월로2길 27,126.976661047417,37.5537360195437
162891,스탠딩커피로스터즈,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 54,126.99247616483,37.5399598932632
162982,감자집,음식,유흥주점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 53,126.969351752344,37.5396251693712
163111,정대리국수,음식,분식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 새창로50길 10,126.962044675631,37.533713386439
163281,막.잔,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로19길 23,126.991597381817,37.5354741898801
163286,조마루뼈다귀,음식,한식,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 128,126.960912791354,37.5361903161924
163299,숯불나라,음식,분식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62길 32,126.973080658276,37.5334044005968
163328,해방촌노가리,음식,유흥주점,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 52,126.984539854344,37.5444331816569
163347,구타오쥬스,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 71,126.994393300917,37.5404447793315
163416,다사랑,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로84길 14,126.973416122993,37.5435981393122
163417,동해식당,음식,한식,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 한강대로62가길 20,126.974976809603,37.5345742132254
163456,갑을,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,126.974876251724,37.520426902219
163698,사계절하루밥상,음식,한식,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 90,126.968801779588,37.5376560899867
163759,패밀리찬,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 9,126.987843051024,37.538658806914
163843,거울못카페,음식,커피점/카페,서울특별시,용산구,서빙고동,용산동6가,서울특별시 용산구 서빙고로 137,126.977725350847,37.5246955331602
163953,라라브레드,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로30길 8,127.005323013671,37.5328694340067
163959,차이나궁,음식,중식,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 서빙고로91나길 92,126.996220898592,37.5248181392996
163960,춘천식당,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로7길 26,126.961625170205,37.5247983557397
163969,프롬브루클린,음식,패스트푸드,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 236,126.987185982229,37.5387162463465
163994,푸드익스체인지,음식,부페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로20길 95,126.960866849657,37.532162240838
163999,노들견우카페,음식,커피점/카페,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 양녕로 496,126.961415205162,37.5211743017726
164115,레스토랑오늘,음식,한식,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 장문로 60,126.995986892642,37.5262398073431
164124,LeBummie,음식,양식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,126.974876251724,37.520426902219
164130,60계,음식,닭/오리요리,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 72,126.994339754372,37.540219061687
164163,남도한정식,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로 74,126.959600845599,37.5328899510721
164173,한강,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 장문로 23,126.993093416648,37.5285578989796
164203,르카페,음식,커피점/카페,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 33,126.987046005839,37.5415353197386
164243,라쿠치나세부유통,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로44길 10,126.996451428331,37.5405433826511
164344,사층빵집,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 66,127.00097613291,37.5355719264612
164347,EASTNWEST,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로14길 16,126.996560865267,37.5340657838275
164455,치맥라이프,음식,닭/오리요리,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 47,126.987424832621,37.5428090433338
164514,태평양식당,음식,일식/수산물,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로88길 11-13,126.972891013518,37.544755920123
164529,도동집,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 80,126.976693781724,37.5529974477536
164556,미트랩,음식,한식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 28,126.968538975367,37.538662965096
164628,봉산떡집,음식,제과제빵떡케익,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 38,126.985144509481,37.5449069235285
164704,마라돈왕주먹고기,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로17길 7,126.964209090982,37.5261095426538
164720,고가길구공탄,음식,한식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 48,126.97209374484,37.5360629096598
164723,마구로센,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로31길 24,127.006027810623,37.5343260561573
164748,112라운지,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 18,126.994249484254,37.5351453988033
164816,미스터꼬치,음식,유흥주점,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌로34길 29,126.95889073954,37.5229271370333
164841,키라키라이자카야,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 9,126.987843051024,37.538658806914
164923,황금식당,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로57길 51-1,126.974080945691,37.5512357599827
165140,열정도고깃집,음식,한식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 55,126.969384578702,37.5397065499093
165236,장군갈비,음식,한식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로57길 38,126.973178051119,37.5353785379248
165290,배스킨라빈스31숙명여대점,음식,패스트푸드,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로47길 43,126.967937188821,37.5445595478807
165543,300도,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로 37,126.995425342075,37.5335245115749
165553,뇨끼바,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로20길 41-4,127.00949247023,37.5350039222483
165678,지노스피자,음식,패스트푸드,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로40나길 1,126.987989573499,37.5345152482892
165688,글랜올아프리클럽,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로14길 16,126.996560865267,37.5340657838275
165871,석란카페,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로 60,127.007918235803,37.5342608583821
165926,맛있는집,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로88길 11-17,126.972754492543,37.5448087951737
165973,비에스유니온,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 78,126.995116089913,37.5405500475268
166032,명가원수제어묵,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 89,126.985428320751,37.5456752508279
166236,디리베,음식,커피점/카페,서울특별시,용산구,서빙고동,서빙고동,서울특별시 용산구 녹사평대로11길 54,126.993433515596,37.5209289151017
166259,더필립,음식,양식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로84길 11,126.973153782736,37.5437490358071
166556,성락반점,음식,중식,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로 146,126.96221543483,37.5409863172435
166785,노들직녀카페,음식,커피점/카페,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 양녕로 495,126.960779146457,37.5213579265358
166854,대가,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로39길 4,126.968862490828,37.5307816424213
166857,탈렌트,음식,유흥주점,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62길 16,126.973511377607,37.5341740344211
166972,구찌,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로 36,126.995721058916,37.533409890598
167107,교촌치킨,음식,닭/오리요리,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 46,127.007400504072,37.5323462849797
167175,교동짬뽕,음식,중식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 107,126.97354083842,37.5534836738298
167179,참사리동태찌개,음식,일식/수산물,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 332,126.970137202279,37.5491560589036
167404,미마드레,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 224-1,126.986939044773,37.5377319876592
167513,와인팩토리,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 126,126.994208041647,37.5340187366333
167526,옛촌칡냉면,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 6,126.974348075353,37.5201700231513
167695,페리카나,음식,닭/오리요리,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 장문로6길 101,126.996499563194,37.5259738500175
167730,일공오삼겹살,음식,한식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 50-1,126.969422117314,37.539445574536
167779,러브수퍼라운지,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 50,126.992542107262,37.5350587612528
167843,디어파인,음식,커피점/카페,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 71,126.966439643792,37.5448347831986
167960,대수,음식,한식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 새창로45길 18,126.963300907232,37.5345083306871
168161,야채가게,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로12길 4,126.987938122799,37.5433450607319
168164,다우리감자탕,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 86,126.996162632716,37.5308546690712
168270,카펜터스,음식,유흥주점,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 6,126.974348075353,37.5201700231513
168275,신의주찹쌀순대,음식,별식/퓨전요리,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로48길 15,126.971441990518,37.531615078741
168326,진미식당,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로24길 13,127.004880120937,37.5329918495254
168328,연탄불,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로48길 1,126.976775212309,37.5528359656733
168481,두리분식,음식,분식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로 273,126.970401442108,37.5439323090187
168501,차돌집,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로40길 5,126.987260378753,37.535725410142
168510,보광떡집,음식,제과제빵떡케익,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 42,126.999389826987,37.5281158381755
168747,벽제구이로,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 16-9,126.97477025893,37.5207323385139
168749,엘보우룸,음식,양식,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로71길 30,126.972190922875,37.5405239293036
168955,그릴,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 179,126.99359801995,37.5347884401659
169055,하이힐,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로23길 16,126.992699163783,37.5351592162309
169119,더불독펍,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 127,126.993698091847,37.5340774655628
169123,몰니야프로젝트,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로28길 6-3,126.991659443661,37.5392681267041
169309,우리동네노리터,음식,커피점/카페,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로64길 2,126.961968070663,37.5400560675444
169349,조치조치,음식,유흥주점,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로 211,126.972587653768,37.5371754938362
169387,생고기하이포크전문점,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 52-1,126.99877112373,37.52869627604
169502,추억의연탄구이,음식,분식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 228-1,126.986980887711,37.5379846395991
169599,빵나라베이커리,음식,제과제빵떡케익,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 127,126.993698091847,37.5340774655628
169696,홍가네보쌈,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로10길 23,126.996921958467,37.5332939505289
169756,반가칼국수,음식,분식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 238,126.999896644304,37.5359141977399
169793,알앤케이코퍼레이션,음식,일식/수산물,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 46,126.97200274118,37.5360981592992
169847,티원,음식,중식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.971711545358,37.5548283309992
169884,세미계,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로 34,127.001819536244,37.5334165435361
169919,이삭토스트,음식,패스트푸드,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 58,126.967208064385,37.5449135903107
170133,독도참치,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로 78,127.006689288767,37.5330791647123
170151,코코호도,음식,제과제빵떡케익,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
170278,번/번인할,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 11,126.988056922467,37.5387417340579
170323,페트라펠리스,음식,분식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 197,126.995905733812,37.5348261056298
170370,미가래남영점,음식,분식,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로77길 11,126.972118148555,37.5417036645159
170389,뚱이네순대국,음식,별식/퓨전요리,서울특별시,용산구,청파동,서계동,서울특별시 용산구 청파로93길 18-29,126.966852814012,37.5542542998669
170445,송뱅치킨,음식,유흥주점,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62길 17,126.973829632499,37.5340686748765
170500,놀부부대찌개,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 20,127.000894598295,37.5264165851537
170557,파리바케트,음식,제과제빵떡케익,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 78,126.966175792409,37.545093776067
170709,홍쓰,음식,분식,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 90-4,126.959028472434,37.5390660728489
170819,한우생각,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로57길 37-3,126.974175132873,37.5517952252321
170826,펫사운즈,음식,닭/오리요리,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 21,126.98898978725,37.5392092582422
170890,한일관,음식,중식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 21-1,127.000499029763,37.5263862065646
171048,포메인,음식,별식/퓨전요리,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로32길 47,126.990774822476,37.5327009480496
171142,투스탑,음식,분식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.970466097946,37.549104864524
171206,동강동부이촌동,음식,중식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 182,126.967353786359,37.5212173646697
171551,릴리,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로14길 24,126.996910012024,37.5341858862599
171669,현진이네밥집,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 20,127.00201428139,37.5374819150155
171682,명가곱창,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 4-16,126.965075282018,37.5256485922409
171719,빵이가득한집,음식,제과제빵떡케익,서울특별시,용산구,용문동,용문동,서울특별시 용산구 효창원로42길 12,126.959751045148,37.536738735587
171774,당하리설농탕,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 32,126.977929599698,37.5486921524335
171844,라쿠치나,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로44길 10,126.996451428331,37.5405433826511
171860,엠엠티에이치025,음식,유흥주점,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 101,126.974289069756,37.5533910616089
171942,꼼장어집,음식,일식/수산물,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로54길 12,126.9622967185,37.5351212317858
172042,반가,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 238,126.999896644304,37.5359141977399
172180,테바사키반초,음식,유흥주점,서울특별시,용산구,한강로동,용산동5가,서울특별시 용산구 서빙고로 67,126.970392141507,37.5248570913299
172227,막걸리이야기,음식,유흥주점,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로88길 11-10,126.973159853253,37.5449564880662
172229,경일옥,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로54길 13,126.967745695892,37.5206891726811
172230,용산감자탕,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로11길 25,126.962249525044,37.525461607511
172283,볼스테드,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 116,126.994513801912,37.5331563347934
172327,미성식당,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 95,126.974946029074,37.5533517148551
172719,인생역전,음식,유흥주점,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로46길 16,126.971008212363,37.5310706721625
172904,김명자굴국밥,음식,일식/수산물,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로76길 11-3,126.973701928022,37.541735461276
172985,마시따,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 우사단로4길 6,126.997026488675,37.5314026377816
173221,김가네용산삼구빌딩점,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로 40,126.956029416282,37.5317951993679
173258,오가네대구왕뽈떼기,음식,분식,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 효창원로93길 2,126.963287826216,37.5485284616484
173288,놀부부대찌개철판구이,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 248,126.975003784208,37.5193737827583
173386,파티스테이션,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 84,127.009820567443,37.5341506777239
173650,초원양꼬치,음식,유흥주점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로 257,126.969101254637,37.5405600692489
173671,수도식당,음식,한식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62나길 13,126.974367860061,37.5344247586121
173723,볼보그룹코리아서울식당,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로 130,127.004414436273,37.5399350030916
173736,미스오리진,음식,닭/오리요리,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로14길 6,126.990035713823,37.5338119278692
173756,마렘마트라토리아,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로49길 8,127.000117149669,37.5371955524445
173982,김종용누룽지통닭,음식,닭/오리요리,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로34길 12,127.005958349578,37.5327396263718
174251,태성각,음식,중식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로89길 13-5,126.968083962355,37.5404791000691
174276,치킨주막,음식,닭/오리요리,서울특별시,용산구,보광동,보광동,서울특별시 용산구 우사단로 2-1,126.996901712854,37.5305816242301
174373,수수꽃다리,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 69,126.964875118101,37.5270344495344
174626,옛집국수,음식,분식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로62길 32,126.973313048528,37.533784860547
174681,홍마반점0410,음식,중식,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 70,126.969849842528,37.5371426314173
174764,투썸플레이스,음식,커피점/카페,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 312,126.970432817553,37.5474106123694
174813,참이맛감자탕,음식,한식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로89길 4,126.968819886443,37.5404494871388
174857,익스페리멘탈커피바,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로40길 10,127.00331934893,37.5422955189382
174955,전만땅,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 5,126.9949871629,37.5349804801838
174990,키친아이,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 248,126.975003784208,37.5193737827583
175030,이조고기전문,음식,한식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 54,126.972458005881,37.5359038916257
175067,선수산,음식,일식/수산물,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로 210-16,126.965617001611,37.537213755109
175111,김대포집,음식,분식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로26가길 15-7,126.992246869388,37.5326144038547
175164,용산대리점,음식,음식배달서비스,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로 195-2,126.963923302516,37.5369556248983
175178,바로크,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 22,127.007744009769,37.5303308223818
175267,호타루,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
175332,일살토,음식,중식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
175336,만원의수채화,음식,한식,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌로14길 16,126.954556749412,37.5278716353916
175564,청년장사꾼,음식,유흥주점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로80길 5-4,126.967985582879,37.5385860463966
175708,쎄라비,음식,양식,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 75,126.966178902885,37.5448685423572
175767,대흥정육점식당,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로 29-6,126.995286366938,37.5329196273471
175865,래핀,음식,커피점/카페,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로 332,126.972055296762,37.5479293330147
175870,한양치킨,음식,닭/오리요리,서울특별시,용산구,서빙고동,용산동6가,서울특별시 용산구 이촌로 352,126.985155557139,37.5173710153795
175880,백령도바지락칼국수,음식,분식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 248,126.975003784208,37.5193737827583
175922,맥주활력수,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로26길 8,126.992986438401,37.5339903048635
175940,맛나분식,음식,분식,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 120-7,126.96033142002,37.5365005647358
175978,만족돈까스,음식,양식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로 244,126.968360203975,37.5393191661372
176003,대성식당,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 장문로 114,127.00215893184,37.526625505283
176123,이세상에서가장맛있는떡볶이,음식,분식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로 244-1,126.968325268601,37.5393909445026
176216,그린호프,음식,유흥주점,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 124,126.969634984412,37.5305541129228
176283,원당감자탕,음식,한식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로89길 4,126.968819886443,37.5404494871388
176520,이춘복참치,음식,일식/수산물,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로 266-2,126.973040250711,37.542126168209
176552,왕발전문점,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 162,126.991909120874,37.5341703331228
176582,세븐,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 장문로 23,126.993093416648,37.5285578989796
176684,예원,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로 150-9,127.003603654527,37.5421897926674
176762,피셔맨즈,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로20가길 7-2,126.99266198594,37.533717223463
176919,꺼꾸리네,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로24가길 5,127.004475238444,37.5328082273711
176945,도쿄단란주점,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로34길 25,127.005956243883,37.5320458012802
176986,몰타르,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 73-4,127.008843913577,37.5344218095943
177061,삼각지횡성한우정육식당,음식,한식,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 62,126.970314822271,37.5370655927498
177090,용대리황태,음식,한식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로81길 3,126.967491130653,37.5391583927266
177095,벨·지,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로54길 23,126.988594522089,37.5391518106644
177136,제퍼커피,음식,커피점/카페,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로38길 17,126.969852120715,37.5295738667978
177185,만수김밥,음식,분식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 새창로45길 31-4,126.964098422745,37.5349298100758
177265,하이타이,음식,별식/퓨전요리,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로7길 18-5,126.961998587106,37.5247926278837
