,상호명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
182,치킨호프,음식,닭/오리요리,서울특별시,용산구,원효로2동,원효로3가,서울특별시 용산구 원효로 129,126.957471251582,37.5338803401326
350,월당,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로42길 42,127.000806682355,37.5363994566234
1348,구서방식당,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13가길 23,126.990775400922,37.5410536565833
1656,옛이야기,음식,분식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로18길 18,127.008369820336,37.5343367351468
1681,paulbassett,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로 48,127.008156795201,37.5333347823459
1914,겸손한술집,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로40길 47,126.988453546311,37.5345102130609
1959,오복방앗간,음식,제과제빵떡케익,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로14길 22,127.00038207125,37.5275205383295
1986,소담,음식,한식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40길 18,126.970127380081,37.530125905823
1989,김남희식당,음식,한식,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 114-9,126.959984628289,37.5370291272722
2187,계경순대국,음식,별식/퓨전요리,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로 306,126.972224604696,37.5454889777272
2393,박사베이커리,음식,제과제빵떡케익,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 38,126.999735578697,37.5276412112919
2438,그냥작고소박한우동집,음식,분식,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 한강대로62나길 16,126.974595361245,37.5343366296812
2482,보르도피자,음식,패스트푸드,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 서빙고로91나길 92,126.996220898592,37.5248181392996
2491,한솥도시락,음식,패스트푸드,서울특별시,용산구,남영동,남영동,서울특별시 용산구 두텁바위로 2,126.972412818269,37.5449680101934
2790,커플팔찌만들기STAY,음식,커피점/카페,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로84길 11,126.973153782736,37.5437490358071
2826,다물회관,음식,일식/수산물,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 9,126.994761134072,37.5349605353876
3009,우라만,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 소월로38길 25,126.990361308351,37.5432306479476
3178,피제리아디부자한강진1호점,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55가길 28,126.999788204558,37.5372558400293
3238,제주흙돼지,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 16-9,126.97477025893,37.5207323385139
3320,타이거하우스,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 우사단로10길 95,127.000639439272,37.5319738962941
3332,피스틸,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로59길 9,126.993429476593,37.5338589249003
3333,섬진강민물매운탕,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로30길 8,127.005323013671,37.5328694340067
3402,라운드어바웃,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 46,127.001360696705,37.5364311744804
3416,잠바주스용산미군기지점,음식,커피점/카페,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 두텁바위로 54-33,126.979163795808,37.5444949516062
3559,고바우식당,음식,한식,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌로 34,126.954306110523,37.5288065035431
3826,커피베이,음식,커피점/카페,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 393,126.972329504422,37.5535091783694
3837,이태원숯불바베큐치킨,음식,닭/오리요리,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 224-1,126.986939044773,37.5377319876592
4087,골목길포차,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로54길 18,126.988221642349,37.5391125744962
4325,앤드,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54길 82,127.000630459656,37.5351905615634
4405,한끼이태원점,음식,별식/퓨전요리,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 229,126.999071949029,37.535817105718
4546,소셜테이블,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13가길 22,126.990767486871,37.5408012960164
4583,헬카페로스터즈,음식,제과제빵떡케익,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 76,126.997007027492,37.5303212147543
4602,가마골,음식,제과제빵떡케익,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 16-5,126.974657392384,37.5207133377436
4623,동대문엽기떡볶이보광점,음식,분식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로24길 9,126.999487307452,37.528441041587
4777,게임펍,음식,유흥주점,서울특별시,용산구,원효로2동,원효로3가,서울특별시 용산구 원효로 152-1,126.960191613807,37.5343458368121
4792,대구막창껍데기,음식,한식,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로 320-3,126.970282656896,37.5484545135606
4858,전주집,음식,한식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 새창로44길 6-6,126.961719161881,37.5343412564433
5060,글램라운지,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 26,126.993774920148,37.5350963037072
5213,폭스홀,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 49,126.992533581409,37.5348514476632
5236,THEJELL,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 67,126.994100337992,37.5403521794403
5375,교촌치킨,음식,닭/오리요리,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로40길 13,126.970044226671,37.5304135154338
5462,그랜드하얏트서울아카사카,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 소월로 322,126.996224334453,37.5397575418438
5623,누보5,음식,양식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 이태원로 5,126.974942467473,37.5354299087372
5631,기꾸,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 229,126.999071949029,37.535817105718
5655,바르다김선생,음식,분식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 6,126.974348075353,37.5201700231513
5664,신들래보쌈,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로76길 11-40,126.973692418428,37.5424291830868
5671,비스테까2,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 69,126.994235262965,37.5404164019761
5694,섬집,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로14가길 2,126.965249454482,37.5245057891496
5776,디저트올마이티,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로28가길 27,127.006156501495,37.5374177340002
5874,카페알토바이밀도,음식,커피점/카페,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 112,126.968398251456,37.5291647153576
5892,더맛존바베큐치킨남영점,음식,닭/오리요리,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로77길 8,126.972122783785,37.5421902689819
6018,극단청국장,음식,한식,서울특별시,용산구,원효로2동,산천동,서울특별시 용산구 효창원로13길 7,126.952259701173,37.5351767723333
6372,고다이,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로18길 28,127.008773647625,37.5346014295026
6398,워터스트리트,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13가길 3-9,126.989869881374,37.5410729452755
6583,빵마을과자점,음식,제과제빵떡케익,서울특별시,용산구,용문동,용문동,서울특별시 용산구 효창원로 100,126.959846360733,37.5372081183359
6594,명동교자,음식,분식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 녹사평대로 136,126.990935342822,37.5308641827677
6599,피자스쿨,음식,패스트푸드,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 22,127.007744009769,37.5303308223818
6632,교촌치킨용문점,음식,닭/오리요리,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 106-3,126.959850290863,37.5377397691624
6662,천상한남점,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로31길 21,127.005778794583,37.5343329704086
6668,달래손짜장,음식,중식,서울특별시,용산구,원효로2동,원효로3가,서울특별시 용산구 원효로31길 17,126.955080891681,37.5332825447064
6675,아울라운지,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 9,126.994761134072,37.5349605353876
6681,어썸,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 16,126.99440775309,37.5351557571183
6774,놀러와,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 두텁바위로 77,126.980619060483,37.5464898223588
6812,사조회참치남영점,음식,일식/수산물,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로84길 5,126.972815080939,37.5436920272381
6815,헤어오브더독,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 56,126.987686883118,37.5435141057664
6886,긴스시,음식,일식/수산물,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 319,126.982308339534,37.5179502193451
7023,제이앤엠립하우스,음식,분식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
7250,밀스버거,음식,패스트푸드,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 한강대로 210-2,126.974421351957,37.537128360432
7261,삼육구포차,음식,유흥주점,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로 273,126.972095083201,37.542559456135
7274,테라스그랜드하얏트서울,음식,부페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 소월로 322,126.996224334453,37.5397575418438
7337,화양연가,음식,한식,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로76길 11-3,126.973701928022,37.541735461276
7575,방태산화로구이,음식,한식,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌로18길 6,126.955356773977,37.5264820941371
7576,용강집,음식,한식,서울특별시,용산구,원효로2동,원효로4가,서울특별시 용산구 원효로25길 18,126.953446782166,37.5328175517908
7609,라멘81번옥,음식,분식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로34길 74,127.006502222661,37.5301221514057
7750,더멘션,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로45길 7,126.998887678249,37.536058826513
7764,카페나무,음식,커피점/카페,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 26-6,126.985083415145,37.5452397851265
8074,하나왕돈까스,음식,양식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 원효로58길 31,126.963668637543,37.5349170286866
8083,포르게따,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 3,126.987391584961,37.5385738422062
8108,샘라이언스,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 50,126.992542107262,37.5350587612528
8195,닌자라멘,음식,일식/수산물,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 246,126.987457747363,37.5395385289862
8275,파챠이,음식,중식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로88길 8,126.977745495744,37.5182442029802
8294,테이크아웃드로잉카페,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로 244,126.987370279896,37.5393125174097
8361,일점오회집,음식,일식/수산물,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 15,126.988394397384,37.5388887929971
8459,코펜바인,음식,유흥주점,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 300,126.980307778783,37.5178248385033
8498,아티제,음식,커피점/카페,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 224,126.971927350487,37.5201579867796
8634,정아호프,음식,양식,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 154,126.971529950751,37.5326250164277
8636,cuphana,음식,유흥주점,서울특별시,용산구,남영동,남영동,서울특별시 용산구 두텁바위로 6,126.972694579704,37.5450515558872
8702,까치네,음식,분식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로45길 18,126.969658664349,37.5444574460618
8860,소설한남,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로20길 21-18,127.00909375277,37.5352078183687
8866,동빙고,음식,분식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 182,126.967353786359,37.5212173646697
9024,현대식당,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 29,127.007360774561,37.5310754723283
9051,구루메,음식,일식/수산물,서울특별시,용산구,원효로2동,원효로4가,서울특별시 용산구 원효로19길 11,126.952447452481,37.5330790046305
9190,술한잔어때요,음식,유흥주점,서울특별시,용산구,원효로2동,원효로3가,서울특별시 용산구 원효로 133,126.957706447182,37.5340536147689
9208,산천,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.970466097946,37.549104864524
9281,서울쌈냉면숙대점,음식,한식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로47길 47-5,126.96771325149,37.5443863920034
9286,호남식당,음식,한식,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 한강대로62나길 14,126.97448272107,37.5342996097081
9354,알라딘,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 180,126.994171439424,37.5342166553176
9443,한솥도시락남산힐튼호텔옆점,음식,패스트푸드,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 85,126.97601271456,37.5531447203783
9448,주재근베이커리,음식,제과제빵떡케익,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 21,127.000567624503,37.5263327241337
9457,남포회관,음식,한식,서울특별시,용산구,원효로2동,원효로3가,서울특별시 용산구 원효로 141-1,126.958697504865,37.5343867340733
9535,린다린다린다,음식,커피점/카페,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 130,126.981909279111,37.5448160001712
9548,갤러리,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로10가길 17,126.996946245006,37.5340149949753
9569,동빙고다방,음식,커피점/카페,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 서빙고로75길 17,126.996744836716,37.5220203282177
9622,굽는치킨,음식,닭/오리요리,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 82-2,126.966656112653,37.5275095801546
9660,파차이,음식,중식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로88길 8,126.977745495744,37.5182442029802
9700,더위스키바이로이,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로31길 20,127.005996620564,37.5341185525269
9701,시집못간돼지연탄구이,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 369-1,126.9719500889,37.5514695179826
9847,타임,음식,분식,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 이태원로4길 14,126.975472899773,37.5338757023312
9901,153포인츠,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 남산공원길 105,126.98785574876,37.5511113627592
10053,제이알펍,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 127,126.993698091847,37.5340774655628
10232,두찜,음식,한식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 만리재로28길 2,126.964628007927,37.5530904871302
10305,김가네,음식,분식,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로 136,126.961890495228,37.5399382498351
10339,이스탄블,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 200,126.96932592969,37.5209462564373
10352,예감,음식,커피점/카페,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 92,126.959086921243,37.5389314314673
10406,NARINO,음식,커피점/카페,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 6,126.97847064421,37.5463631298227
10580,선술집모로미,음식,일식/수산물,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 124-4,126.96060382282,37.5364398895921
10632,벨리타,음식,유흥주점,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 이태원로 22,126.97767186257,37.5335884037923
10685,옥탑,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 녹사평대로40길 31,126.987590558189,37.5347370898545
10717,사조참치,음식,일식/수산물,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 84,126.966722743747,37.5276002677935
10872,파리바게트2011년,음식,제과제빵떡케익,서울특별시,용산구,청파동,서계동,서울특별시 용산구 만리재로 134,126.962558621774,37.5513333103133
10954,이촌마루,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
11045,빠빼루뽀빼루,음식,한식,서울특별시,용산구,원효로2동,원효로4가,서울특별시 용산구 원효로 75,126.952237167192,37.5327437525845
11416,한남동꼬치,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로30길 12,127.00544889514,37.5327623684099
11550,무샤,음식,유흥주점,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로84길 9-7,126.977405060783,37.5183223503057
11559,국수가게,음식,분식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로6길 2,126.996730178334,37.5315623094834
11576,세컨드키친사운즈,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로 35,127.001992745526,37.5340036887058
11619,중국요리홍콩,음식,중식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 367-1,126.971906186459,37.5513700209596
11657,더포켓,음식,양식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 28,126.987098942618,37.5409681149471
11705,로코스,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 83,126.995529041105,37.5409770528535
11737,자니덤플링본관,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로59길 33,126.992106177516,37.5338206067001
11793,개성조랭이떡집,음식,제과제빵떡케익,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로93길 9-3,126.969020938112,37.5406404620542
11878,오츠커피,음식,커피점/카페,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로89길 13-12,126.967745527915,37.5404040584825
12047,역전의화로,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로12길 3,126.987913544507,37.5434890173654
12088,우리동내,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 장문로 79,126.998442849957,37.5261705560204
12116,마론바게트,음식,커피점/카페,서울특별시,용산구,용산2가동,용산동4가,서울특별시 용산구 이태원로 70,126.988735166871,37.5295748855913
12331,그랑블루,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13가길 40,126.99178554047,37.5408280136149
12351,마가진상회,음식,유흥주점,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로26길 28,126.993494034839,37.5332647838301
12398,요리인류청파언덕집,음식,한식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 청파로73길 69,126.967239800628,37.5516356513664
12496,타임,음식,유흥주점,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 37-1,126.99941991339,37.527557442866
12718,로이더클래식,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로31길 31,127.005806993978,37.5347657109533
12812,이디야IBK고객센터,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로 72,127.007036466984,37.5350553803212
12892,까페따옴,음식,커피점/카페,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 71,126.966439643792,37.5448347831986
12960,스페셜데이한강용산본점,음식,커피점/카페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로 26,126.963024424659,37.5234230383053
12973,무안생고기,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 99-1,126.974391162901,37.5533739276207
13021,과일회관,음식,한식,서울특별시,용산구,청파동,서계동,서울특별시 용산구 효창원로 270,126.963679144873,37.5513251296787
13121,남산꼬방,음식,유흥주점,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로57길 3-14,126.974871011315,37.5530447088598
13229,성원갈비,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로104길 8,126.972612288325,37.550222831612
13485,곤트란쉐리에,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 97,127.010846888265,37.5352585580309
13704,띵똥와플,음식,커피점/카페,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 84,126.965824406302,37.5451357512011
13727,썰스티썰스데이,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 우사단로10길 105,127.001051397397,37.5316259729291
13728,반창고,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 20-1,126.989071175819,37.5390477667016
13806,돈치앤,음식,양식,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로66길 7-8,126.962337270301,37.5411766072014
13834,광포생고기전문점,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 40-2,126.977646705372,37.5495186638044
13839,죠스떡볶이,음식,분식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로23길 4,126.998882088424,37.5280124197935
13882,비어앤펜슬,음식,유흥주점,서울특별시,용산구,서빙고동,서빙고동,서울특별시 용산구 서빙고로65길 24,126.994356093381,37.5213062045246
13910,별밤포차,음식,유흥주점,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로87길 7,126.971632651918,37.5440962156939
14071,더큐브,음식,유흥주점,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로42길 6,126.9699500076,37.5306830075275
14596,예요,음식,양식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로28길 5,126.991861036598,37.5394230258539
14659,BHC치킨,음식,닭/오리요리,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파로71길 5,126.969491469495,37.5492044875445
14995,케르반레스토랑케르반베이커리,음식,제과제빵떡케익,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 204,126.996498503533,37.5344977567476
15067,신용산,음식,한식,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 새창로44길 11,126.961861665789,37.5338559449542
15088,공씨네주먹밥,음식,패스트푸드,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 405,126.971711545358,37.5548283309992
15145,KFC,음식,닭/오리요리,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로21나길 7,126.963222625326,37.527902979157
15412,이촌반점,음식,중식,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌로2가길 77,126.954290794648,37.5266618797434
15414,공주식당,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 한강대로 363-2,126.97181016023,37.5509456944487
15567,채선당플러스원효로점,음식,별식/퓨전요리,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로90길 11,126.96970339144,37.5403851155867
15619,쭝일아찌5단계빨강떡볶이,음식,분식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로43길 29,126.968958111124,37.5435592973752
15852,스타벅스,음식,커피점/카페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로 67,127.00563260758,37.5334126703028
15885,늑대와여우,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 23-1,127.00738865411,37.5306792451687
16162,총각수산,음식,일식/수산물,서울특별시,용산구,후암동,후암동,서울특별시 용산구 한강대로104길 85,126.9768762402,37.5504130339617
16424,맛집,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로19길 7,127.003624394603,37.5338282466398
16755,T.HILL14ST,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로14길 16,126.990458315282,37.5335181957888
16763,프렌치마켓,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 94,126.995397779453,37.5313617624631
16863,노블따블,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로59길 31,126.992196926798,37.5338033602524
16906,미쉬매쉬,음식,별식/퓨전요리,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55가길 21,127.000239316993,37.5373677858116
16978,불불이족발,음식,한식,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 56,126.972627709825,37.5359053681757
17099,희망나래문화공간길,음식,유흥주점,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 37,126.977368368004,37.549182867207
17292,포차용산스타일,음식,유흥주점,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 새창로 149,126.962455276808,37.5342936635809
17308,본죽,음식,별식/퓨전요리,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 95,126.966638215317,37.5288069302388
17340,오대양참치,음식,한식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 99,126.974481816303,37.5533657046134
17359,모두랑,음식,유흥주점,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 10,126.978373728807,37.5468308344344
17360,북천,음식,패스트푸드,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로38가길 7-2,126.970066069646,37.5296478165931
17387,마포식당,음식,한식,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 8-5,126.970001244414,37.5450551239669
17667,해피홈레스토랑,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로20길 2-10,126.991492466225,37.5340226080269
17723,포베이,음식,별식/퓨전요리,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,126.974876251724,37.520426902219
17794,황금탑,음식,유흥주점,서울특별시,용산구,남영동,남영동,서울특별시 용산구 한강대로 280-2,126.972739833465,37.543403038402
17864,오복식당,음식,한식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로43길 28,126.969046519897,37.5437132468139
17994,파리크라상,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 78,127.009257516583,37.5339477246026
18027,한강화관,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 10-3,126.974333804269,37.5203861507494
18081,"해장국,추어탕",음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 16-9,126.97477025893,37.5207323385139
18183,본솔카페,음식,커피점/카페,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로47길 71,126.966439643792,37.5448347831986
18289,헤이리103커피,음식,커피점/카페,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌로18길 16,126.954930181668,37.5262440480429
18294,보광수산,음식,일식/수산물,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 38,126.999735578697,37.5276412112919
18302,배재란의coffeecalass,음식,커피점/카페,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로65가길 78,126.975210907284,37.5207722047327
18322,미스터아메리카노,음식,커피점/카페,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 46,126.97200274118,37.5360981592992
